"OMIM_ID"	"UMLS_CUI"	"UMLS_NAME"
"136630"	"C1969893"	"Mental Retardation, Fra12a Type"
"309530"	"C0796224"	"MENTAL RETARDATION, X-LINKED 18"
"309530"	"C1845181"	"MENTAL RETARDATION, X-LINKED 78"
"309530"	"C2931498"	"Mental Retardation, X-Linked 1"
"300958"	"C4085582"	"MENTAL RETARDATION, X-LINKED 102"
"300982"	"C4310818"	"MENTAL RETARDATION, X-LINKED 103"
"300983"	"C4310817"	"MENTAL RETARDATION, X-LINKED 104"
"300984"	"C4310816"	"MENTAL RETARDATION, X-LINKED 105"
"300997"	"C4478379"	"MENTAL RETARDATION, X-LINKED 106"
"300957"	"C0796218"	"MENTAL RETARDATION, X-LINKED 12"
"300957"	"C0796242"	"MENTAL RETARDATION, X-LINKED 35"
"300062"	"C0796220"	"MENTAL RETARDATION, X-LINKED 14"
"300844"	"C0796225"	"Mental Retardation, X-Linked 19"
"300428"	"C0796207"	"MENTAL RETARDATION, X-LINKED 2 (disorder)"
"300047"	"C0796226"	"MENTAL RETARDATION, X-LINKED 20"
"300143"	"C0796206"	"Atkin syndrome"
"300143"	"C0796241"	"MENTAL RETARDATION, X-LINKED 34 (disorder)"
"300046"	"C0796229"	"MENTAL RETARDATION, X-LINKED 23"
"300419"	"C0796244"	"MENTAL RETARDATION, X-LINKED, WITH OR WITHOUT SEIZURES, ARX-RELATED (disorder)"
"309541"	"C0796208"	"MENTAL RETARDATION, X-LINKED 3"
"300558"	"C0796237"	"Mental Retardation, X-Linked 30"
"300558"	"C0796249"	"Mental Retardation, X-Linked 47"
"300849"	"C3887939"	"MENTAL RETARDATION, X-LINKED 41"
"300372"	"C1845810"	"MENTAL RETARDATION, X-LINKED 42"
"300436"	"C1845526"	"Mental Retardation, X-Linked 46"
"300115"	"C1848087"	"MENTAL RETARDATION, X-LINKED 50"
"300324"	"C1845889"	"MENTAL RETARDATION, X-LINKED 53"
"300210"	"C1846174"	"Mental Retardation, X-Linked 58"
"300387"	"C1845672"	"Mental Retardation, X-Linked 63"
"300271"	"C1846038"	"MENTAL RETARDATION, X-LINKED 72"
"300355"	"C1845860"	"MENTAL RETARDATION, X-LINKED 73"
"300454"	"C1845499"	"MENTAL RETARDATION, X-LINKED 77"
"300433"	"C1845531"	"MENTAL RETARDATION, X-LINKED 81"
"300518"	"C1845286"	"MENTAL RETARDATION, X-LINKED 82"
"300505"	"C1845297"	"MENTAL RETARDATION, X-LINKED 84"
"300852"	"C3275444"	"MENTAL RETARDATION, X-LINKED 88 (disorder)"
"300848"	"C1839082"	"MENTAL RETARDATION, X-LINKED 89"
"309549"	"C0796215"	"Mental Retardation, X-Linked 9"
"300850"	"C3275443"	"MENTAL RETARDATION, X-LINKED 90 (disorder)"
"300851"	"C1845144"	"Mental Retardation, X-Linked 92"
"300659"	"C1970841"	"MENTAL RETARDATION, X-LINKED 93 (disorder)"
"300699"	"C2678051"	"MENTAL RETARDATION, X-LINKED 94 (disorder)"
"300716"	"C2678034"	"MENTAL RETARDATION, X-LINKED 95"
"300802"	"C3275408"	"MENTAL RETARDATION, X-LINKED 96"
"300803"	"C2749020"	"Mental Retardation, X-Linked, Znf711-Related"
"300912"	"C3806730"	"MENTAL RETARDATION, X-LINKED 98"
"300919"	"C3806746"	"MENTAL RETARDATION, X-LINKED 99"
"300968"	"C4225416"	"MENTAL RETARDATION, X-LINKED 99, SYNDROMIC, FEMALE-RESTRICTED"
"305400"	"C0175701"	"Aarskog syndrome"
"305400"	"C1844569"	"Faciogenital Dysplasia with Attention Deficit-Hyperactivity Disorder"
"305400"	"C3275558"	"MENTAL RETARDATION, X-LINKED, SYNDROMIC 16"
"304340"	"C0796254"	"DANDY-WALKER MALFORMATION WITH MENTAL RETARDATION, BASAL GANGLIA DISEASE, AND SEIZURES"
"304340"	"C1845078"	"MENTAL RETARDATION, X-LINKED 59"
"300218"	"C1846170"	"MENTAL RETARDATION, X-LINKED, SYNDROMIC 7"
"300262"	"C1846056"	"Abidi X-linked mental retardation syndrome"
"300243"	"C2678194"	"Mental Retardation, X-Linked, Syndromic, Christianson Type"
"300260"	"C1846058"	"Lubs X-linked mental retardation syndrome"
"300860"	"C3275464"	"MENTAL RETARDATION, X-LINKED, SYNDROMIC, NASCIMENTO TYPE"
"300799"	"C3275406"	"MENTAL RETARDATION, X-LINKED, SYNDROMIC, RAYMOND TYPE"
"300495"	"C1136249"	"Mental Retardation, X-Linked"
"300495"	"C1845539"	"AUTISM, X-LINKED, SUSCEPTIBILITY TO, 2 (finding)"
"309548"	"C0751157"	"FRAXE Syndrome"
"309583"	"C0796160"	"MENTAL RETARDATION, X-LINKED, SNYDER-ROBINSON TYPE"
"300055"	"C0796222"	"Mental Retardation, X-Linked 16"
"300055"	"C1848211"	"Mental Retardation with Psychosis, Pyramidal Signs, and Macroorchidism"
"300055"	"C1968550"	"Mental Retardation, X-Linked, Syndromic 13"
"300055"	"C1968551"	"Mental Retardation, X-Linked 79"
"300055"	"C1968552"	"Mental Retardation, X-Linked, With Spasticity"
"300676"	"C1970822"	"Mental Retardation, X-Linked, Syndromic 14"
"300354"	"C1845861"	"MENTAL RETARDATION, X-LINKED, WITH SHORT STATURE, HYPOGONADISM, AND ABNORMAL GAIT"
"300858"	"C3275460"	"MENTAL RETARDATION, X-LINKED, SYNDROMIC 17"
"300966"	"C4225418"	"MENTAL RETARDATION, X-LINKED, SYNDROMIC 33"
"300967"	"C4225417"	"MENTAL RETARDATION, X-LINKED, SYNDROMIC 34"
"300709"	"C2678039"	"MENTAL RETARDATION, X-LINKED, SYNDROMIC 9"
"300998"	"C4478383"	"MENTAL RETARDATION, X-LINKED, SYNDROMIC, 35"
"300986"	"C4310814"	"MENTAL RETARDATION, X-LINKED, SYNDROMIC, BAIN TYPE"
"300861"	"C3275471"	"MENTAL RETARDATION, X-LINKED, SYNDROMIC, CHUDLEY-SCHWARTZ TYPE"
"300534"	"C1845243"	"MENTAL RETARDATION, X-LINKED, SYNDROMIC, CLAES-JENSEN TYPE"
"300423"	"C1845543"	"Mental Retardation, X-Linked, with Epilepsy"
"301008"	"C4538788"	"MENTAL RETARDATION, X-LINKED, SYNDROMIC, HOUGE TYPE"
"300519"	"C1845285"	"Martin-Probst Deafness-Mental Retardation Syndrome"
"300486"	"C1845366"	"Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance"
"300123"	"C1848068"	"Mental Retardation, X-Linked, with Isolated Growth Hormone Deficiency"
"300123"	"C2678223"	"Mental Retardation, X-Linked, With Panhypopituitarism"
"613671"	"C3150924"	"MENTAL RETARDATION, ANTERIOR MAXILLARY PROTRUSION, AND STRABISMUS"
"156200"	"C1969562"	"Mental Retardation, Autosomal Dominant 1"
"156200"	"C3277090"	"CHROMOSOME 2q23.1 DELETION SYNDROME"
"614563"	"C3281202"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 13"
"615074"	"C3554448"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 18"
"614113"	"C3279842"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 2"
"615502"	"C3809686"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 21"
"612337"	"C2676727"	"Chromosome 1q43-Q44 Deletion Syndrome"
"612337"	"C3808184"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 22"
"615761"	"C3810406"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 23"
"615828"	"C4014414"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 24"
"615834"	"C4014435"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 26"
"616078"	"C4015141"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 29"
"612580"	"C2675488"	"Mental Retardation, Autosomal Dominant 3"
"616083"	"C4015167"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 30"
"616158"	"C4015357"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 31"
"616268"	"C4225396"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 32"
"616311"	"C4225375"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 33"
"616351"	"C4225156"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 34"
"616355"	"C4225354"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 35"
"616362"	"C4225352"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 36"
"616393"	"C4225343"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 38"
"616521"	"C4225296"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 39"
"616521"	"C4225432"	"CHROMOSOME 2p25.3 DUPLICATION SYNDROME"
"616521"	"C4225433"	"CHROMOSOME 2p25.3 DELETION SYNDROME"
"612581"	"C2675487"	"Mental Retardation, Autosomal Dominant 4"
"616579"	"C4225275"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 40"
"616944"	"C4310784"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 41"
"616973"	"C4310774"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 42"
"616977"	"C4310771"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 43"
"617061"	"C4310740"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 44"
"617600"	"C4539848"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 45"
"617601"	"C4539851"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 46"
"617635"	"C4539951"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 47"
"617751"	"C4540321"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 48"
"617752"	"C4540324"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 49"
"612621"	"C2675473"	"Mental Retardation, Autosomal Dominant 5"
"617787"	"C4540470"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 50"
"617788"	"C4540474"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 51"
"617796"	"C4540478"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 52"
"617798"	"C4540481"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 53"
"617799"	"C4540484"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 54"
"617831"	"C4693371"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 55, WITH SEIZURES"
"617854"	"C4693389"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 56"
"618050"	"C4748003"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 57"
"618106"	"C4748195"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 58"
"613970"	"C3151411"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 6"
"614104"	"C3279839"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 7"
"614255"	"C3280283"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 9"
"249500"	"C1855304"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 1"
"611096"	"C1970194"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 10"
"611090"	"C1970200"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 12"
"613192"	"C2750791"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 13"
"614020"	"C3151462"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 14"
"614202"	"C3280127"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 15"
"614208"	"C3280154"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 16"
"614249"	"C3280265"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 18"
"614343"	"C3280541"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 19"
"607417"	"C1843942"	"Mental Retardation, Autosomal Recessive 2"
"614344"	"C3280542"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 23"
"614345"	"C3280543"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 24"
"614346"	"C3280544"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 25"
"614340"	"C3280538"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 27"
"614347"	"C3280545"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 28"
"614333"	"C3280525"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 29"
"608443"	"C1838023"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 3"
"614342"	"C3280540"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 30"
"614329"	"C3280523"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 31"
"614341"	"C3280539"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 33"
"614499"	"C3281044"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 34, WITH VARIANT LISSENCEPHALY"
"615162"	"C3554609"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 35"
"615286"	"C3809039"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 36"
"615516"	"C3809753"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 38"
"615541"	"C3809853"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 39"
"615599"	"C3810080"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 40"
"615637"	"C3810225"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 41"
"615802"	"C4014343"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 42"
"615942"	"C4014745"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 44"
"616116"	"C4015283"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 46"
"616193"	"C4015444"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 47"
"616269"	"C4225395"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 48"
"616281"	"C4225388"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 49"
"611091"	"C1970199"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 5"
"616739"	"C4225220"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 51"
"616917"	"C4310794"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 53"
"617028"	"C4310755"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 54"
"617051"	"C4310745"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 55"
"617125"	"C4310703"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 56"
"617188"	"C4310673"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 57"
"617270"	"C4310641"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 58"
"617323"	"C4310619"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 59"
"617432"	"C4479476"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 60"
"617773"	"C4540424"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 61"
"618103"	"C4748192"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 64"
"618109"	"C4748219"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 65"
"618221"	"C4748732"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 66"
"618295"	"C4749019"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 67"
"618302"	"C4749033"	"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 68"
"611093"	"C1970197"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 7"
"611097"	"C1970193"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 11"
"611107"	"C1970179"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 4"
"611092"	"C1970198"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 6"
"611095"	"C1970195"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 9"
"602685"	"C1864549"	"Mental Retardation, Severe, With Spasticity And Pigmentary Tapetoretinal Degeneration"
"613443"	"C3150700"	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 20"
"613443"	"C4225434"	"CHROMOSOME 5q14.3 DELETION SYNDROME, PROXIMAL"
"610156"	"C1857802"	"MORM syndrome"
"300422"	"C1845546"	"FG SYNDROME 4 (disorder)"
"300422"	"C3275356"	"MENTAL RETARDATION, X-LINKED, WITH OR WITHOUT NYSTAGMUS"
"300498"	"C1845333"	"Mental Retardation, X-Linked 45"
"309580"	"C0796003"	"Juberg-Marsidi syndrome"
"309620"	"C1839729"	"MENTAL RETARDATION, SKELETAL DYSPLASIA, AND ABDUCENS PALSY"
"609535"	"C1836023"	"Drug Metabolism, Poor, CYP2C19-Related"
"609535"	"C1836024"	"MEPHENYTOIN, POOR METABOLISM OF"
"609535"	"C1836026"	"PROGUANIL, POOR METABOLISM OF"
"609535"	"C2674941"	"CLOPIDOGREL, POOR METABOLISM OF (disorder)"
"609535"	"C4225437"	"OMEPRAZOLE, POOR METABOLISM OF"
"600383"	"C1838162"	"Mesomelia-synostoses syndrome"
"156232"	"C1835009"	"MESOMELIC DYSPLASIA, KANTAPUTRA TYPE"
"156240"	"C0345967"	"Malignant mesothelioma"
"616878"	"C4225171"	"METABOLIC ENCEPHALOMYOPATHIC CRISES, RECURRENT, WITH RHABDOMYOLYSIS, CARDIAC ARRHYTHMIAS, AND NEURODEGENERATION"
"309630"	"C1839728"	"METACARPAL 4-5 FUSION"
"156250"	"C0410530"	"Metachondromatosis"
"249900"	"C0268262"	"Metachromatic Leukodystrophy due to Saposin B Deficiency"
"250100"	"C0023522"	"Leukodystrophy, Metachromatic"
"250100"	"C0751276"	"Metachromatic leukodystrophy, juvenile type"
"250100"	"C0751278"	"Metachromatic Leukodystrophy, Infant"
"250100"	"C0751279"	"Metachromatic Leukodystrophy, Adult-Type (disorder)"
"250100"	"C1855255"	"Pseudoarylsulfatase A Deficiency"
"250100"	"C2713319"	"Arylsulfatase A Deficiency"
"602111"	"C1865832"	"Spondyloepimetaphyseal Dysplasia, Missouri Type"
"602111"	"C2748495"	"Metaphyseal Anadysplasia 1"
"613073"	"C2751322"	"Metaphyseal Anadysplasia 2"
"156400"	"C0265295"	"Jansen type metaphyseal chondrodysplasia"
"156500"	"C0265289"	"Metaphyseal chondrodysplasia Schmid type"
"156510"	"C3549874"	"METAPHYSEAL DYSPLASIA WITH MAXILLARY HYPOPLASIA WITH OR WITHOUT BRACHYDACTYLY"
"250460"	"C1834821"	"METAPHYSEAL DYSPLASIA WITHOUT HYPOTRICHOSIS"
"250400"	"C0432225"	"Metaphyseal chondrodysplasia Spahr type"
"156530"	"C0265281"	"Metatropic dwarfism"
"250790"	"C4285231"	"METHEMOGLOBINEMIA AND AMBIGUOUS GENITALIA"
"617973"	"C4693798"	"METHEMOGLOBINEMIA, ALPHA TYPE"
"250800"	"C0268193"	"NADH cytochrome B5 reductase deficiency"
"250800"	"C2749559"	"Methemoglobinemia, Type I"
"250800"	"C2749560"	"Methemoglobinemia, Type Ii"
"250800"	"C2749561"	"Nadh-Cytochrome B5 Reductase Deficiency, Type I"
"250800"	"C2749562"	"Nadh-Cytochrome B5 Reductase Deficiency, Type Ii"
"250800"	"C0268193"	"NADH cytochrome B5 reductase deficiency"
"250800"	"C2749559"	"Methemoglobinemia, Type I"
"250800"	"C2749560"	"Methemoglobinemia, Type Ii"
"250800"	"C2749561"	"Nadh-Cytochrome B5 Reductase Deficiency, Type I"
"250800"	"C2749562"	"Nadh-Cytochrome B5 Reductase Deficiency, Type Ii"
"250850"	"C0268621"	"Hepatic methionine adenosyltransferase deficiency"
"617971"	"C4693797"	"METHEMOGLOBINEMIA, BETA TYPE"
"614105"	"C3279840"	"Methylmalonate Semialdehyde Dehydrogenase Deficiency"
"277400"	"C1848561"	"Methylmalonic acidemia with homocystinuria"
"277400"	"C4693974"	"METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblC TYPE, DIGENIC"
"277400"	"C1848561"	"Methylmalonic acidemia with homocystinuria"
"277400"	"C4693974"	"METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblC TYPE, DIGENIC"
"277410"	"C1848552"	"Methylmalonic Aciduria and Homocystinuria, CblD Type"
"277410"	"C1848553"	"Homocystinuria, CblD Type, Variant 1"
"277410"	"C1848554"	"Methylmalonic Aciduria, CblD Type, Variant 2"
"277380"	"C1848578"	"METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblF TYPE (disorder)"
"614857"	"C3553915"	"METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblJ TYPE"
"277410"	"C1848552"	"Methylmalonic Aciduria and Homocystinuria, CblD Type"
"277410"	"C1848553"	"Homocystinuria, CblD Type, Variant 1"
"277410"	"C1848554"	"Methylmalonic Aciduria, CblD Type, Variant 2"
"251000"	"C1855114"	"Methylmalonic Aciduria due to Methylmalonyl-CoA Mutase Deficiency"
"251000"	"C1855115"	"Methylmalonic Aciduria, mut(0) Type"
"251000"	"C1855116"	"Methylmalonic Aciduria, mut(-) Type"
"613646"	"C3150900"	"METHYLMALONIC ACIDURIA, TRANSIENT, DUE TO TRANSCOBALAMIN RECEPTOR DEFECT"
"251100"	"C1855109"	"Methylmalonic aciduria cblA type"
"251110"	"C1855102"	"Methylmalonic aciduria cblB type"
"251120"	"C1855100"	"Methylmalonyl-CoA Epimerase Deficiency"
"251120"	"C1855101"	"Methylmalonyl-CoA Epimerase Deficiency with Sepiapterin Reductase Deficiency"
"610377"	"C1959626"	"Mevalonic Aciduria"
"210710"	"C1859452"	"MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE I"
"210720"	"C0432246"	"Microcephalic Osteodysplastic Primordial Dwarfism, Type II"
"251200"	"C1855081"	"MICROCEPHALY, PRIMARY AUTOSOMAL RECESSIVE, 1"
"615095"	"C3554499"	"MICROCEPHALY 10, PRIMARY, AUTOSOMAL RECESSIVE"
"616486"	"C4225310"	"MICROCEPHALY 15, PRIMARY, AUTOSOMAL RECESSIVE"
"616681"	"C4225249"	"MICROCEPHALY 16, PRIMARY, AUTOSOMAL RECESSIVE"
"617090"	"C4310723"	"MICROCEPHALY 17, PRIMARY, AUTOSOMAL RECESSIVE"
"604317"	"C1858535"	"MICROCEPHALY, PRIMARY AUTOSOMAL RECESSIVE, 2 (disorder)"
"617914"	"C4693572"	"MICROCEPHALY 20, PRIMARY, AUTOSOMAL RECESSIVE"
"617984"	"C4693834"	"MICROCEPHALY 22, PRIMARY, AUTOSOMAL RECESSIVE"
"604804"	"C1858108"	"Microcephaly, Primary Autosomal Recessive, 3"
"604321"	"C1858516"	"MICROCEPHALY 4, PRIMARY, AUTOSOMAL RECESSIVE"
"608716"	"C1837501"	"Microcephaly, Primary Autosomal Recessive, 5"
"608393"	"C1842109"	"Microcephaly, Primary Autosomal Recessive, 6"
"612703"	"C2675187"	"MICROCEPHALY, PRIMARY AUTOSOMAL RECESSIVE, 7 (disorder)"
"614673"	"C3553414"	"MICROCEPHALY 8, PRIMARY, AUTOSOMAL RECESSIVE"
"614852"	"C3553886"	"MICROCEPHALY 9, PRIMARY, AUTOSOMAL RECESSIVE"
"251270"	"C3278481"	"MICROCEPHALY AND CHORIORETINOPATHY, AUTOSOMAL RECESSIVE, 1"
"616171"	"C4015388"	"MICROCEPHALY AND CHORIORETINOPATHY, AUTOSOMAL RECESSIVE, 2"
"616335"	"C4225362"	"MICROCEPHALY AND CHORIORETINOPATHY, AUTOSOMAL RECESSIVE, 3"
"152950"	"C1835265"	"Lymphedema, microcephaly and chorioretinopathy syndrome"
"607196"	"C1846648"	"MICROCEPHALY, AMISH TYPE (disorder)"
"618284"	"C4748984"	"MICROCEPHALY, CATARACTS, IMPAIRED INTELLECTUAL DEVELOPMENT, AND DYSTONIA WITH ABNORMAL STRIATUM"
"616834"	"C4225189"	"MICROCEPHALY, CONGENITAL CATARACT, AND PSORIASIFORM DERMATITIS"
"614231"	"C3280240"	"MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME"
"618142"	"C4748348"	"MICROCEPHALY, FACIAL DYSMORPHISM, RENAL AGENESIS, AND AMBIGUOUS GENITALIA SYNDROME"
"618097"	"C4748176"	"MICROCEPHALY, GROWTH RESTRICTION, AND INCREASED SISTER CHROMATID EXCHANGE 2"
"613668"	"C3150921"	"MICROCEPHALY, POSTNATAL PROGRESSIVE, WITH SEIZURES AND BRAIN ATROPHY"
"615760"	"C4014239"	"MICROCEPHALY, PROGRESSIVE, WITH SEIZURES AND CEREBRAL AND CEREBELLAR ATROPHY"
"613402"	"C3150667"	"MICROCEPHALY, SEIZURES, AND DEVELOPMENTAL DELAY"
"251280"	"C4538630"	"MICROCEPHALY, SEIZURES, SPASTICITY, AND BRAIN CALCIFICATIONS"
"616033"	"C4014997"	"MICROCEPHALY, SHORT STATURE, AND IMPAIRED GLUCOSE METABOLISM 1"
"616033"	"C4552103"	"MICROCEPHALY, SHORT STATURE, AND IMPAIRED GLUCOSE METABOLISM"
"616817"	"C4225195"	"MICROCEPHALY, SHORT STATURE, AND IMPAIRED GLUCOSE METABOLISM 2"
"617604"	"C4539873"	"MICROCEPHALY, SHORT STATURE, AND LIMB ABNORMALITIES"
"614833"	"C3553831"	"MICROCEPHALY, SHORT STATURE, AND POLYMICROGYRIA WITH OR WITHOUT SEIZURES"
"614261"	"C3280296"	"Microcephaly-capillary malformation syndrome"
"251230"	"C1855079"	"Microcephaly-Micromelia Syndrome"
"156600"	"C1303009"	"Microcoria, congenital"
"156600"	"C4225452"	"CHROMOSOME 13q32 DELETION SYNDROME"
"615458"	"C3809567"	"MICROCORNEA, MYOPIC CHORIORETINAL ATROPHY, AND TELECANTHUS"
"193220"	"C2674009"	"Microcornea, Rod-Cone Dystrophy, Cataract, And Posterior Staphyloma"
"193220"	"C3888099"	"Autosomal dominant vitreoretinochoroidopathy"
"156850"	"C1834919"	"Microphthalmia, Isolated, with Cataract 1"
"300345"	"C1845877"	"Microphthalmia, Isolated, with Coloboma 1"
"605738"	"C1854018"	"Microphthalmia, Isolated, with Coloboma 2"
"610092"	"C1864721"	"Microphthalmia, Isolated, with Coloboma 3"
"610092"	"C1864722"	"Microphthalmia, Cataracts, and Iris Abnormalities"
"611638"	"C1968843"	"MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 5 (disorder)"
"613703"	"C3150968"	"MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 6"
"613703"	"C3150968"	"MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 6"
"206920"	"C0599973"	"Waardenburg Anophthalmia Syndrome"
"251600"	"C1855052"	"MICROPHTHALMIA, ISOLATED 1"
"251600"	"C4551977"	"Microphthalmos, Autosomal Recessive"
"610093"	"C1864720"	"MICROPHTHALMIA, ISOLATED 2"
"611038"	"C1970237"	"Microphthalmia, Isolated 3"
"613094"	"C2751307"	"MICROPHTHALMIA, ISOLATED 4 (disorder)"
"611040"	"C1970236"	"Microphthalmia, Posterior, With Retinitis Pigmentosa, Foveoschisis, And Optic Disc Drusen"
"613517"	"C3150757"	"MICROPHTHALMIA, ISOLATED 6"
"613704"	"C3150969"	"MICROPHTHALMIA, ISOLATED 7"
"615113"	"C3554524"	"MICROPHTHALMIA, ISOLATED 8"
"616428"	"C4225330"	"MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 10"
"614497"	"C3281027"	"MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 7"
"601186"	"C1832661"	"ANOPHTHALMIA AND PULMONARY HYPOPLASIA"
"601186"	"C3540845"	"MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 8"
"615145"	"C3554592"	"MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 9"
"615524"	"C3809803"	"MICROPHTHALMIA, SYNDROMIC 12"
"300166"	"C1846265"	"Microphthalmia, syndromic 2"
"206900"	"C1859773"	"Microphthalmia, Syndromic 3"
"206900"	"C1859774"	"Optic Nerve Hypoplasia and Abnormalities of the Central Nervous System"
