"MESH_ID"	"UMLS_CUI"	"UMLS_NAME"
"C535497"	"C1856929"	"Epilepsy telangiectasia"
"C565587"	"C1856931"	"Epilepsy, Photogenic, with Spastic Diplegia and Mental Retardation"
"C535955"	"C2931072"	"Epidermolysa bullosa simplex and limb girdle muscular dystrophy"
"C565591"	"C1856970"	"Endothelial Dystrophy, Congenital Hereditary, with Nail Hypoplasia"
"C565597"	"C1856991"	"Encephalomalacia, Multilocular"
"C565598"	"C1857010"	"Elliptocytosis, Atypical"
"C565603"	"C1857043"	"Cleft Lip with or without Cleft Palate, Nonsyndromic, 7"
"C536200"	"C1857034"	"Ehlers-Danlos syndrome, cardiac valvular form"
"C565605"	"C1857053"	"Ectodermal Dysplasia, Hypohidrotic, with Hypothyroidism and Agenesis of the Corpus Callosum"
"C565606"	"C1857068"	"Ectodermal Dysplasia and Neurosensory Deafness"
"C565608"	"C1857089"	"Dystonia with Ringbinden"
"C557675"	"C0392109"	"Congenital tracheomalacia"
"C536105"	"C1837148"	"MYOPIA 6 (disorder)"
"C536105"	"C2931111"	"Myopia, susceptibility to"
"C536110"	"C1842464"	"Nablus mask-like facial syndrome"
"C536113"	"C2936777"	"Nevo syndrome (disorder)"
"C536119"	"C1843366"	"NIEMANN-PICK DISEASE, TYPE C2"
"C536123"	"C1838654"	"Nivelon Nivelon Mabille syndrome"
"C536135"	"C1835087"	"Median cleft lip, corpus callosum, lipoma, and skin polyps"
"C536145"	"C1847871"	"Megarbane syndrome"
"C536150"	"C0546476"	"Multiple self-healing squamous epithelioma"
"C536151"	"C1855645"	"Keratoconus posticus circumscriptus"
"C536153"	"C1835671"	"Keratoderma palmoplantar spastic paralysis"
"C536155"	"C0406756"	"Keratolytic winter erythema"
"C536167"	"C1855607"	"Keutel syndrome"
"C536173"	"C1838359"	"Diffuse palmoplantar keratoderma, Bothnian type"
"C536177"	"C1832874"	"Dincsoy Salih Patel syndrome"
"C536180"	"C1832411"	"Ectodermal dysplasia, hidrotic, Christianson-Fourie type"
"C536182"	"C1864966"	"Ectodermal dysplasia, sensorineural hearing loss, and distinctive facial features"
"C536185"	"C1271219"	"Congenital ectopic pupil"
"C563256"	"C1562113"	"Fleck corneal dystrophy"
"C563258"	"C1578917"	"Islet cell adenomatosis"
"C563262"	"C1622427"	"Corneal Dystrophy, Central Type"
"C563268"	"C1644196"	"Ectopia Lentis with Ectopia of Pupil"
"C563270"	"C1691013"	"Macular corneal dystrophy Type II (disorder)"
"C563296"	"C1832214"	"Microcephaly, Retinitis Pigmentosa, and Sutural Cataract"
"C536361"	"C1739384"	"Angel shaped phalangoepiphyseal dysplasia"
"C535921"	"C0267034"	"Cheilitis glandularis"
"C535938"	"C1833499"	"CHONDROCALCINOSIS WITH EARLY-ONSET OSTEOARTHRITIS (disorder)"
"C535958"	"C2673609"	"Epidermolysis bullosa inversa dystrophica"
"C562469"	"C0238344"	"Paralysis Agitans, Juvenile, Of Hunt"
"C535985"	"C1857352"	"Dandy-walker malformation with mental retardation, macrocephaly, myopia, and brachytelephalangy"
"C562478"	"C0241932"	"X-linked hypogammaglobulinemia"
"C536011"	"C1860213"	"Achalasia, familial esophageal"
"C536012"	"C1332135"	"Achard syndrome"
"C536014"	"C0265559"	"Acheiropodia"
"C562489"	"C0264511"	"Lymphoid interstitial pneumonia"
"C536026"	"C0265211"	"Marshall-Smith syndrome"
"C536921"	"C1848793"	"Tiglic acidemia"
"C536939"	"C0432347"	"Uncombable hair syndrome"
"C536947"	"C1839235"	"Taurodontism, microdontia, and dens invaginatus"
"C536956"	"C1842564"	"Temporal epilepsy, familial"
"C536958"	"C1854466"	"Temtamy preaxial brachydactyly syndrome"
"C536967"	"C1863918"	"Tonoki syndrome"
"C536969"	"C1865205"	"Torsion dystonia with onset in infancy"
"C536980"	"C0238478"	"Transient erythroblastopenia of childhood"
"C536992"	"C1846689"	"MOYAMOYA DISEASE 2"
"C536993"	"C1837418"	"MOYAMOYA DISEASE 3"
"C537006"	"C1835488"	"Leiomyoma of vulva and esophagus"
"C537013"	"C1855663"	"Kaufman oculocerebrofacial syndrome"
"C563670"	"C1835857"	"Aneurysm, Intracranial Berry, 5"
"C564532"	"C3501980"	"Thrombocytosis, Familial X-Linked"
"C535508"	"C1856899"	"Ermine phenotype"
"C535510"	"C1851503"	"Erythema nodosum, familial"
"C535515"	"C1849451"	"Red skin pigment anomaly of New Guinea"
"C564698"	"C1847843"	"EPISODIC ATAXIA, TYPE 4"
"C564699"	"C1847849"	"ICHTHYOSIS, LAMELLAR, 5"
"C564700"	"C1847865"	"Craniosynostosis Syndrome, Autosomal Recessive"
"C564701"	"C1847866"	"Homozygous 11p15-p14 Deletion Syndrome"
"C564704"	"C1847903"	"Charcot-Marie-Tooth Neuropathy, Dominant Intermediate B, with Neutropenia"
"C564707"	"C1847973"	"Persistent Polyclonal B-Cell Lymphocytosis"
"C564710"	"C1848030"	"Hypotonia-Cystinuria Syndrome"
"C564712"	"C1848068"	"Mental Retardation, X-Linked, with Isolated Growth Hormone Deficiency"
"C564713"	"C1848087"	"MENTAL RETARDATION, X-LINKED 50"
"C564716"	"C1848138"	"X INACTIVATION, FAMILIAL SKEWED, 1 (disorder)"
"C564715"	"C1848137"	"EPILEPSY, FEMALE-RESTRICTED, WITH MENTAL RETARDATION (disorder)"
"C564721"	"C1848174"	"Cardiomyopathy, Dilated, 3A"
"C536743"	"C1848144"	"Woods Black Norbury syndrome"
"C564722"	"C1848200"	"SUBCORTICAL BAND HETEROTOPIA, X-LINKED"
"C564725"	"C1848214"	"Heterotopia, Periventricular Nodular, with Frontometaphyseal Dysplasia"
"C564729"	"C1848387"	"Ichthyosis, X-Linked, without Steroid Sulfatase Deficiency"
"C535524"	"C1849731"	"Infantile polymyoclonus"
"C535528"	"C1832949"	"Infundibulopelvic dysgenesis"
"C536188"	"C1861536"	"Blepharo-cheilo-dontic syndrome"
"C536193"	"C1848029"	"Ehlers-Danlos syndrome caused by tenascin-X deficiency"
"C536207"	"C1859084"	"Citrulline transport defect"
"C536216"	"C0795914"	"Crome syndrome"
"C536224"	"C1857449"	"Cutaneous photosensitivity and colitis, lethal"
"C536229"	"C1852396"	"Cyprus facial neuromusculoskeletal syndrome"
"C536235"	"C1859432"	"Blepharophimosis with ptosis, syndactyly, and short stature"
"C536239"	"C0268478"	"Blue diaper syndrome"
"C536242"	"C1862082"	"Brachymorphism-onychodysplasia-dysphalangism syndrome"
"C536251"	"C1849523"	"Pyknoachondrogenesis"
"C536255"	"C2931141"	"Leigh necrotizing encephalopathy due to pyruvate carboxylase deficiency"
"C536260"	"C1866423"	"Quebec platelet disorder"
"C565496"	"C1855924"	"Hyperparathyroidism, Neonatal Self-Limited Primary, With Hypercalciuria"
"C563982"	"C1838501"	"Hyperparathyroidism, Primary, Caused By Water Clear Cell Hyperplasia"
"C566256"	"C3489788"	"Arrhenoblastoma--Thyroid Adenoma"
"C566305"	"C1863119"	"Dysalbuminemic Hyperthyroxinemia"
"C566454"	"C1864761"	"Thyroid Hormone Metabolism, Abnormal"
"C567034"	"C1970269"	"Choreoathetosis, Hypothyroidism, And Neonatal Respiratory Distress"
"C567034"	"C1970270"	"Choreoathetosis And Congenital Hypothyroidism"
"C566852"	"C1869118"	"HYPOTHYROIDISM, CONGENITAL, DUE TO THYROID DYSGENESIS"
"C565260"	"C1853686"	"Goiter, Multinodular 3"
"C564546"	"C1846033"	"Goiter, Multinodular 2"
"C566450"	"C1864729"	"HYPERPARATHYROIDISM 3"
"C567935"	"C2940785"	"HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 3"
"C567934"	"C2937288"	"THYROID HORMONE RESISTANCE, GENERALIZED, AUTOSOMAL DOMINANT"
"C567936"	"C3489796"	"Thyroid Hormone Resistance, Generalized, Autosomal Recessive"
"C567876"	"C2752071"	"Heterotopia, Periventricular, Associated With Chromosome 5q Deletion"
"C567867"	"C2752061"	"Cerebral Palsy, Spastic Quadriplegic, 2"
"C563758"	"C1836503"	"MYOPIA 10 (disorder)"
"C567853"	"C2751938"	"Cerebral Palsy, Spastic Quadriplegic, 1"
"C564733"	"C1848412"	"Trichothiodystrophy with Sun Sensitivity"
"C564736"	"C1848436"	"Wolman Disease with Hypolipoproteinemia and Acanthocytosis"
"C548078"	"C1969653"	"MUNGAN SYNDROME"
"C535906"	"C1834659"	"Muscular dystrophy, limb-girdle, type 1A"
"C536090"	"C1837091"	"MYASTHENIC SYNDROME, CONGENITAL, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY"
"C565637"	"C1857332"	"Deafness, Sensorineural, Autosomal-Mitochondrial Type"
"C537305"	"C1857338"	"Groll Hirschowitz syndrome"
"C565639"	"C1857334"	"Deafness, Neural, with Atypical Atopic Dermatitis"
"C565645"	"C1857342"	"Deafness, Cochlear, with Myopia and Intellectual Impairment"
"C565655"	"C3537440"	"Cystinosis, Infantile Nephropathic"
"C565657"	"C1857423"	"Cystic Kidney Disease with Ventriculomegaly"
"C565658"	"C1857424"	"Cystic Fibrosis with Helicobacter Pylori Gastritis, Megaloblastic Anemia, and Subnormal Mentality"
"C565660"	"C1857443"	"Cyanosis and Hepatic Disease"
"C565661"	"C3502177"	"Cutis Verticis Gyrata and Mental Deficiency"
"C565663"	"C1857472"	"Craniosynostosis Mental Retardation Clefting Syndrome"
"C565664"	"C1857473"	"Craniosynostosis-Mental Retardation Syndrome of Lin and Gettig"
"C565667"	"C3502178"	"Craniosynostosis Microcephaly with Chromosomal Breakage and Other Abnormalities"
"C567862"	"C2752041"	"Three M Syndrome 2"
"C567854"	"C2751986"	"RETINITIS PIGMENTOSA 42"
"C566490"	"C1864941"	"MYOPIA 11 (disorder)"
"C535544"	"C1327918"	"Oculootoradial syndrome"
"C535576"	"C0262436"	"Cardiac valvular dysplasia, X-linked"
"C535577"	"C1859329"	"Cardioauditory syndrome of Sanchez Cascos"
"C536274"	"C1855787"	"Ichthyosis, mental retardation, dwarfism, and renal impairment"
"C536289"	"C1845117"	"Immunodeficiency without anhidrotic ectodermal dysplasia"
"C536291"	"C1836032"	"Immunoglobulin a deficiency 2"
"C536295"	"C1837713"	"JOUBERT SYNDROME 3"
"C536296"	"C1846790"	"JOUBERT SYNDROME 4 (disorder)"
"C536303"	"C0796197"	"Pashayan syndrome"
"C536310"	"C1868546"	"Patterson pseudoleprechaunism syndrome"
"C536318"	"C1859258"	"Pelizaeus-Merzbacher like brain sclerosis"
"C536320"	"C0796271"	"Sabinas brittle hair syndrome"
"C536324"	"C1858143"	"POLYCYSTIC BONE DISEASE"
"C536335"	"C0432292"	"Familial expansile osteolysis"
"C536341"	"C0268322"	"Chester-type porphyria"
"C536342"	"C1867923"	"Posterior column ataxia"
"C536343"	"C1836916"	"POSTERIOR COLUMN ATAXIA WITH RETINITIS PIGMENTOSA"
"C536355"	"C1857719"	"Anemia, Diamond-Blackfan, 3"
"C536360"	"C1837894"	"ANEURYSM, INTRACRANIAL BERRY, 2 (disorder)"
"C536365"	"C1970130"	"Angioma serpiginosum, autosomal dominant"
"C536367"	"C1859783"	"Angiomatosis, diffuse corticomeningeal, of Divry and Van Bogaert"
"C536375"	"C2931182"	"Abnormal fusion of dental cementum with alveolar bone"
"C536379"	"C1862842"	"Anonychia-onychodystrophy with brachydactyly type B and ectrodactyly"
"C563306"	"C1832243"	"CARDIOMYOPATHY, DILATED, 1D (disorder)"
"C563305"	"C3502007"	"Agammaglobulinemia, Non-Bruton Type, Autosomal Dominant"
"C563307"	"C1832244"	"CARDIOMYOPATHY, DILATED, 1C (disorder)"
"C563309"	"C4551949"	"Facial Palsy, Congenital, Unilateral Or Bilateral"
"C563310"	"C1832321"	"INFLAMMATORY BOWEL DISEASE 2"
"C563311"	"C1832322"	"Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-Negative, B Cell-Negative, NK Cell-Positive"
"C563315"	"C1832353"	"Dislocation of Hip, Congenital, with Hyperextensibility of Fingers and Facial Dysmorphism"
"C563321"	"C1832379"	"DEAFNESS, AUTOSOMAL DOMINANT 7 (disorder)"
"C537547"	"C1832369"	"Microcephaly, corpus callosum dysgenesis and cleft lip-palate"
"C563320"	"C1832378"	"Retinitis Pigmentosa 18"
"C563322"	"C1832386"	"Diabetes Mellitus, Transient Neonatal, 1"
"C565291"	"C1853963"	"DERMATITIS, ATOPIC, 4"
"C565292"	"C1853964"	"Dermatitis, Atopic, 3"
"C565293"	"C1853965"	"Dermatitis, Atopic, 2"
"C565297"	"C1854002"	"EXUDATIVE VITREORETINOPATHY 3"
"C565304"	"C3502075"	"Multiple Mitochondrial Dysfunctions Syndrome"
"C565308"	"C1854064"	"Cerebellar Ataxia and Hypergonadotropic Hypogonadism"
"C565309"	"C1854065"	"LATE-ONSET RETINAL DEGENERATION (disorder)"
"C565312"	"C1854107"	"Hyperaldosteronism, Familial, Type II"
"C565314"	"C1854119"	"Tetralogy Of Fallot Syndrome, Autosomal Recessive"
"C565320"	"C1854159"	"CARDIOMYOPATHY, DILATED, 1K (disorder)"
"C565331"	"C1854306"	"Fibromatosis, Gingival, with Hypertrichosis and Mental Retardation"
"C535377"	"C1856934"	"Epidermolysis bullosa with pyloric atresia"
"C535608"	"C2749659"	"AICARDI-GOUTIERES SYNDROME 5 (disorder)"
"C563683"	"C1835916"	"AICARDI-GOUTIERES SYNDROME 3"
"C563681"	"C1835912"	"AICARDI-GOUTIERES SYNDROME 4"
"C535759"	"C0393929"	"Familial infantile myasthenia"
"C536354"	"C0396059"	"Congenital laryngeal abductor palsy"
"C538216"	"C0399378"	"Dentinogenesis imperfecta - Shield's type III (disorder)"
"C538215"	"C0399379"	"Dentin dysplasia, type 1"
"C565718"	"C1857813"	"Macular Degeneration, Age-Related, 7"
"C565722"	"C1857841"	"Encephalopathy, Spastic Tetraparesis, and Hypogonadism"
"C565724"	"C1857852"	"GLAUCOMA 1, OPEN ANGLE, I"
"C567077"	"C2363755"	"Acquired Protein S Deficiency"
"C566322"	"C1863342"	"Acroleukopathy, Symmetric"
"C566345"	"C1863616"	"ACROMELIC FRONTONASAL DYSOSTOSIS"
"C536198"	"C0268342"	"Ehlers-Danlos syndrome type 6"
"C536198"	"C4551497"	"Ehlers-Danlos syndrome kyphoscoliotic type"
"C562593"	"C0268141"	"Xeroderma pigmentosum, group G"
"C562625"	"C4551623"	"EHLERS-DANLOS SYNDROME, ARTHROCHALASIA TYPE, 1"
"C536213"	"C2931132"	"Crigler Najjar syndrome, type 2"
"C536195"	"C0268336"	"Ehlers-Danlos syndrome type 2"
"C562627"	"C0268350"	"Cutis Laxa, Autosomal Dominant"
"C562629"	"C3502031"	"Hemolytic Anemia, Congenital, with Emphysema and Cutis Laxa"
"C562644"	"C0268399"	"Amyloidosis, Cutaneous Bullous"
"C535601"	"C1848296"	"DOSAGE-SENSITIVE SEX REVERSAL"
"C538394"	"C2931838"	"Familial HDL deficiency"
"C538394"	"C3711531"	"Hdl Deficiency, Type 2"
"C537464"	"C0796016"	"Microphthalmia, syndromic 1"
"C565972"	"C1859972"	"ADRENOCORTICAL CARCINOMA, HEREDITARY"
"C565973"	"C1859973"	"Adrenocortical Carcinoma, Pediatric"
"C565971"	"C1859971"	"Adrenocortical Unresponsiveness To Acth With Postreceptor Defect"
"C567146"	"C2673922"	"Amelogenesis Imperfecta, Hypomaturation Type, Iia1"
"C565789"	"C1858496"	"Advanced Sleep-Phase Syndrome, Familial"
"C567279"	"C2675858"	"Amelogenesis Imperfecta, Hypomaturation Type, Iia2"
"C567147"	"C2673923"	"Amelogenesis Imperfecta, Type Ic"
"C566314"	"C1863235"	"Adenosine Deaminase, Elevated, Hemolytic Anemia Due To"
"C531700"	"C2930819"	"Diarrhea prodrome + Hemolytic-Uremic Syndrome"
"C566778"	"C1868019"	"Adenomatous Polyposis Coli, Attenuated"
"C566778"	"C2673218"	"BRAIN TUMOR-POLYPOSIS SYNDROME 2 (disorder)"
"C566310"	"C1863224"	"Adenosine Triphosphate, Elevated, Of Erythrocytes"
"C566299"	"C1863053"	"Alzheimer Disease, Early-Onset, With Cerebral Amyloid Angiopathy"
"C566295"	"C1863015"	"Amastia, Bilateral, With Ureteral Triplication And Dysmorphism"
"C535620"	"C1841694"	"Hairy palms and soles"
"C562782"	"C0342344"	"Hypoparathyroidism - X-linked"
"C535629"	"C0595985"	"Hanhart's syndrome"
"C535632"	"C0795969"	"Hardikar syndrome"
"C535635"	"C0795970"	"Harrod Doman Keele syndrome"
"C536389"	"C1847399"	"Faciomandibular myoclonus, nocturnal"
"C562798"	"C0342700"	"Transcobalamin I Deficiency"
"C536402"	"C1850552"	"Nephrosis deafness urinary tract digital malformation"
"C536407"	"C1851708"	"Neuhauser Eichner Opitz syndrome"
"C562803"	"C0342738"	"Beta-Hydroxyisobutyryl CoA Deacylase Deficiency"
"C562774"	"C0342281"	"Muscular Atrophy, Ataxia, Retinitis Pigmentosa, and Diabetes Mellitus"
"C536742"	"C0342286"	"Woodhouse Sakati syndrome"
"C536427"	"C1836120"	"Cleft palate, midfacial hypoplasia, triangular facies, and sensorineural hearing loss"
"C562818"	"C0342873"	"Glutaric Aciduria III"
"C536440"	"C1852541"	"Corneal hypesthesia, familial"
"C536444"	"C1852542"	"Corneodermatoosseous syndrome"
"C562865"	"C0398626"	"Heparin cofactor II deficiency (disorder)"
"C536472"	"C1860596"	"Upington disease"
"C536476"	"C1274795"	"Urban Schosser Spohn syndrome"
"C536479"	"C0268514"	"Urocanase deficiency"
"C562790"	"C0342639"	"Familial idiopathic hypercalciuria"
"C563330"	"C1832410"	"Chondrodysplasia, Lethal, with Long Bone Angulation and Mixed Bone Density"
"C538072"	"C1832391"	"Cervical ribs sprengel anomaly anal atresia urethral obstruction"
"C563290"	"C1832111"	"Dyssegmental Dysplasia with Glaucoma"
"C563333"	"C1832423"	"Cataract, Age-Related Nuclear"
"C535355"	"C1832422"	"Chorea, remitting with nystagmus and cataracts"
"C563335"	"C1832425"	"Deafness, Autosomal Dominant 9"
"C563338"	"C1832432"	"Amelia, Autosomal Recessive"
"C536713"	"C1832434"	"Yim Ebbin syndrome"
"C563342"	"C1832437"	"Mental Retardation, Microcephaly, Epilepsy, And Coarse Face"
"C563344"	"C1832441"	"Ectrodactyly of Lower Limbs, Congenital Heart Defect, and Micrognathia"
"C563345"	"C1832442"	"Myelodysplasia, Immunodeficiency, Facial Dysmorphism, Short Stature, and Psychomotor Delay"
"C563349"	"C1832465"	"Atrophia Maculosa Varioliformis Cutis, Familial"
"C563365"	"C1832587"	"POLYPOSIS SYNDROME, HEREDITARY MIXED, 1"
"C563375"	"C1832615"	"HYPERPARATHYROIDISM, NEONATAL SEVERE"
"C563395"	"C1832827"	"DEAFNESS, CHILDHOOD-ONSET NEUROSENSORY, AUTOSOMAL RECESSIVE 8"
"C563394"	"C1832826"	"Aplasia Cutis Congenita, High Myopia, and Cone-Rod Dysfunction"
"C563391"	"C1832813"	"Laterality Defects, Autosomal Dominant"
"C563390"	"C1832812"	"Cataracts, Congenital, with Sensorineural Deafness, Down Syndrome-Like Facial Appearance, Short Stature, and Mental Retardation"
"C562866"	"C0398635"	"Thromboxane synthetase deficiency"
"C562872"	"C0398741"	"Tuftsin Deficiency"
"C562873"	"C0398593"	"Specific granule deficiency"
"C562647"	"C0268413"	"Adult hypophosphatasia (disorder)"
"C564016"	"C1838875"	"Nephropathy, Chronic Tubulointerstitial"
"C537878"	"C1851710"	"LATERAL MENINGOCELE SYNDROME"
"C565343"	"C1854430"	"OPTIC ATROPHY 4 (disorder)"
"C565497"	"C1855925"	"Hyperopia, High"
"C567231"	"C2675462"	"Convulsions, Benign Familial Infantile, 4"
"C567065"	"C1970840"	"Leukoencephalopathy With Metaphyseal Chondrodysplasia"
"C567171"	"C2674705"	"Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy"
"C564215"	"C3279657"	"Glyoxalase II Deficiency"
"C567090"	"C2673198"	"Familial Cold Autoinflammatory Syndrome 2"
"C567696"	"C3502295"	"Bernard-Soulier Syndrome, Autosomal Dominant"
"C566976"	"C1969811"	"GLAUCOMA 1, OPEN ANGLE, H (disorder)"
"C566977"	"C1969812"	"GLAUCOMA 1, OPEN ANGLE, N (disorder)"
"C567033"	"C3502296"	"Glomerulonephritis With Isolated C3 Deposits And Factor I Deficiency"
"C566939"	"C3502297"	"Glomerulonephritis With Isolated C3 Deposits And Factor H Deficiency"
"C566885"	"C3502298"	"Lactic Acidosis, Fatal Infantile"
"C567181"	"C2674876"	"LOEYS-DIETZ SYNDROME, TYPE 1B"
"C567314"	"C2676244"	"Leukodystrophy, Hypomyelinating, 6"
"C567311"	"C3496228"	"Leukodystrophy, Dysmyelinating, And Spastic Paraparesis With Or Without Dystonia"
"C567189"	"C2675080"	"Li-Fraumeni-Like Syndrome"
"C565336"	"C1854365"	"BREAST CANCER 3"
"C566603"	"C1866041"	"DIABETES MELLITUS, INSULIN-DEPENDENT, 6"
"C566610"	"C1866091"	"Left-Right Axis Malformations"
"C566641"	"C1866483"	"GLAUCOMA 1, OPEN ANGLE, C"
"C566643"	"C1866505"	"Ichthyosis, Congenital, with Trichothiodystrophy"
"C566654"	"C3502241"	"Leukoencephalopathy with Dystonia and Motor Neuropathy, SCPx-Deficient"
"C566675"	"C1866784"	"Neuronopathy, Distal Hereditary Motor, Type I"
"C563503"	"C1833909"	"Onycholysis, Partial, with Scleronychia"
"C563505"	"C1833995"	"Olivopontocerebellar Atrophy V"
"C566673"	"C1854058"	"SPINAL MUSCULAR ATROPHY, LATE-ONSET, FINKEL TYPE"
"C566702"	"C1867059"	"Parotid Aplasia or Hypoplasia"
"C566714"	"C3502242"	"Osteosarcoma, Retinoblastoma-Related"
"C566739"	"C1867440"	"Multiple Pterygium Syndrome, Autosomal Dominant"
"C566769"	"C1867969"	"Porphyria, Acute Intermittent, Nonerythroid Variant"
"C566773"	"C1867999"	"Polysyndactyly, Crossed"
"C566781"	"C1868090"	"Juvenile Spring Eruption of Ears"
"C566792"	"C3149841"	"POLYCYSTIC KIDNEY DISEASE 1"
"C566800"	"C1868263"	"Platelet Aggregation, Spontaneous"
"C566801"	"C1868310"	"Pigmented Paravenous Chorioretinal Atrophy"
"C566807"	"C1868392"	"Pheochromocytoma Islet Cell Tumor Syndrome"
"C564033"	"C1839075"	"Incomplete Sertoli Cell-Only Syndrome"
"C565989"	"C1860231"	"Xeroderma Pigmentosum, Autosomal Dominant, Mild"
"C566185"	"C1861983"	"Heart Block, Nonprogressive"
"C566184"	"C1861980"	"PRENATAL CORTICAL HYPEROSTOSIS, LETHAL (disorder)"
"C567746"	"C3502244"	"Convulsions, Benign Familial Neonatal, 1, Atypical Severe"
"C567309"	"C2676234"	"Scoliosis, Arachnodactyly, And Blindness"
"C566709"	"C1867234"	"Rhabdomyosarcoma, Embryonal, 2"
"C567442"	"C2677682"	"Rett Syndrome, Zappella Variant"
"C535569"	"C1455735"	"Abuse dwarfism syndrome"
"C536634"	"C2931272"	"Schizotaxia"
"C536201"	"C4552003"	"EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 1"
"C566820"	"C3502209"	"Passovoy Factor"
"C566908"	"C1969029"	"Lissencephaly 3"
"C567355"	"C2676767"	"CD59 Deficiency"
"C567759"	"C2751309"	"Achromatopsia 5"
"C567833"	"C2751812"	"OPTIC ATROPHY 7 (disorder)"
"C567098"	"C3150860"	"EPILEPSY, FAMILIAL ADULT MYOCLONIC, 3"
"C567328"	"C4317224"	"Congenital disorder of glycosylation type 1q"
"C564432"	"C1844676"	"Deafness, High-Frequency Sensorineural, X-Linked"
"C537228"	"C0403548"	"Salcedo syndrome"
"C537659"	"C0406707"	"Basan syndrome"
"C557817"	"C0406726"	"Orofaciodigital syndrome 3"
"C565959"	"C1859816"	"Amobarbital, Deficient N-Hydroxylation of"
"C567319"	"C2676281"	"DYSTONIA 17, TORSION, AUTOSOMAL RECESSIVE (disorder)"
"C567137"	"C2673817"	"Ciliary Dyskinesia With Transposition Of Ciliary Microtubules"
"C567115"	"C2673536"	"Combined Cellular And Humoral Immune Defects With Granulomas"
"C566858"	"C1876165"	"Copper-Overload Cirrhosis"
"C567275"	"C2675746"	"CRANIODIAPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT (disorder)"
"C536627"	"C2931270"	"Schaefer Stein Oshman syndrome"
"C567298"	"C2676032"	"Craniofaciofrontodigital Syndrome"
"C564237"	"C1842035"	"Giant Platelet Syndrome with Thrombocytopenia"
"C565958"	"C1859815"	"Amyloidosis of Gingiva and Conjunctiva, with Mental Retardation"
"C565960"	"C1859818"	"Amino Aciduria with Mental Deficiency, Dwarfism, Muscular Dystrophy, Osteoporosis, and Acidosis"
"C566835"	"C1868651"	"Panic Disorder with Joint Laxity"
"C565534"	"C1856261"	"Granulomatous Disease with Defect in Neutrophil Chemotaxis"
"C565535"	"C1856263"	"Granulocytopenia with Immunoglobulin Abnormality"
"C565536"	"C1856272"	"Gonadal Dysgenesis, XY Type, with Associated Anomalies"
"C565537"	"C1856273"	"46,XY Gonadal Dysgenesis, Complete or Partial, DHH-Related"
"C565538"	"C1856275"	"Glycoprotein Storage Disease"
"C565544"	"C1856306"	"GSD IV, Neuromuscular Form, Adult, with Isolated Myopathy"
"C565542"	"C1856304"	"GSD IV, Neuromuscular Form, Congenital"
"C565543"	"C1856305"	"GSD IV, Neuromuscular Form, Childhood"
"C565540"	"C1856302"	"GSD IV, Nonprogressive Hepatic"
"C565541"	"C1856303"	"GSD IV, Neuromuscular Form, Fatal Perinatal"
"C564743"	"C1848552"	"Methylmalonic Aciduria and Homocystinuria, CblD Type"
"C564743"	"C1848553"	"Homocystinuria, CblD Type, Variant 1"
"C564743"	"C1848554"	"Methylmalonic Aciduria, CblD Type, Variant 2"
"C563738"	"C1836327"	"RHABDOID TUMOR PREDISPOSITION SYNDROME 1 (disorder)"
"C563738"	"C2750405"	"Malignant Rhabdoid Tumor, Somatic"
"C563301"	"C1832230"	"Peroxisome Biogenesis Disorder, Complementation Group 4"
"C563301"	"C1832231"	"Peroxisome Biogenesis Disorder, Complementation Group 6"
"C563301"	"C1832232"	"Peroxisome Biogenesis Disorder, Complementation Group C"
"C564696"	"C1847836"	"Oculocutaneous Albinism, Type IV"
"C563405"	"C1832903"	"MIGRAINE, SPORADIC HEMIPLEGIC"
"C564563"	"C1846171"	"Lissencephaly, X-Linked, 2"
"C564563"	"C1846172"	"Hydranencephaly and Abnormal Genitalia"
"C567827"	"C2751778"	"Generalized Epilepsy With Febrile Seizures Plus, 7"
"C567134"	"C2673759"	"DEAFNESS, AUTOSOMAL RECESSIVE 1A (disorder)"
"C567134"	"C2673760"	"DEAFNESS, DIGENIC, GJB2/GJB6 (disorder)"
"C567134"	"C2673761"	"DEAFNESS, DIGENIC, GJB2/GJB3 (disorder)"
"C565548"	"C3502215"	"Bernard-Soulier Syndrome, Type A"
"C565549"	"C1856447"	"Bernard-Soulier Syndrome, Type B"
"C565550"	"C1856448"	"Bernard-Soulier Syndrome, Type C"
"C565558"	"C1856686"	"Fructose and Galactose Intolerance"
"C564234"	"C1842028"	"GLAUCOMA 1, OPEN ANGLE, A"
"C564233"	"C1842026"	"GLAUCOMA 1, OPEN ANGLE, E"
"C537863"	"C0342684"	"Ocular albinism, type I"
"C566595"	"C1865986"	"Hyperzincemia with Functional Zinc Depletion"
"C566597"	"C1865988"	"Otofacioosseous-Gonadal Syndrome"
"C567124"	"C2673634"	"Ectopia Lentis, Isolated, Autosomal Recessive"
"C564574"	"C3502439"	"Arthrogryposis, X-Linked, Type V"
"C564577"	"C4049714"	"Familial Glucocorticoid Deficiency Type 2"
"C564578"	"C1846344"	"Bartter Syndrome, Type 3, with Hypocalciuria"
