OMIM_ID	OMIM_NAME
617862	Neurodevelopmental disorder with microcephaly, epilepsy, and brain atrophy
618367	Neurodevelopmental disorder with microcephaly, epilepsy, and hypomyelination
617481	Neurodevelopmental disorder with microcephaly, hypotonia, and variable brain anomalies
617802	Neurodevelopmental disorder with microcephaly, seizures, and cortical atrophy
617865	Neurodevelopmental disorder with movement abnormalities, abnormal gait, and autistic features
616975	Neurodevelopmental disorder with or without anomalies of the brain, eye, or heart
614254	Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal dominant
617820	Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal recessive
617864	Neurodevelopmental disorder with or without seizures and gait abnormalities
618443	Neurodevelopmental disorder with or without variable brain abnormalities
617903	Neurodevelopmental disorder with poor language and loss of hand skills
617527	Neurodevelopmental disorder with progressive microcephaly, spasticity, and brain anomalies
618088	Neurodevelopmental disorder with regression, abnormal movements, loss of speech, and seizures
618497	Neurodevelopmental disorder with seizures and nonepileptic hyperkinetic movements
618480	Neurodevelopmental disorder with seizures and speech and walking impairment
617804	Neurodevelopmental disorder with severe motor impairment and absent language
615075	Neurodevelopmental disorder with spastic diplegia and visual defects
617977	Neurodevelopmental disorder with spastic quadriplegia and brain abnormalities with or without seizures
618076	Neurodevelopmental disorder with spasticity and poor growth
301022	Neurodevelopmental disorder, X-linked, with craniofacial abnormalities
617710	Neurodevelopmental disorder, mitochondrial, with abnormal movements and lactic acidosis, with or without seizures
612219	Neuroepithelioma
162210	Neurofibromatosis, familial spinal
162200	Neurofibromatosis, type 1
101000	Neurofibromatosis, type 2
601321	Neurofibromatosis-Noonan syndrome
600020	Neurofibrosarcoma, somatic
117000	Neuromuscular disease, congenital, with uniform type 1 fiber
137200	Neuromyotonia and axonal neuropathy, autosomal recessive
182960	Neuronopathy, distal hereditary motor, type I
615575	Neuronopathy, distal hereditary motor, type IID
617721	Neuronopathy, distal hereditary motor, type IX
604320	Neuronopathy, distal hereditary motor, type VI
158580	Neuronopathy, distal hereditary motor, type VIIA
158590	Neuropathy, distal hereditary motor, type IIA
608634	Neuropathy, distal hereditary motor, type IIB
600794	Neuropathy, distal hereditary motor, type VA
600794	Neuropathy, distal hereditary motor, type VA
607641	Neuropathy, distal hereditary motor, type VIIB
605285	Neuropathy, hereditary motor and sensory, Russe type
616505	Neuropathy, hereditary motor and sensory, type VIB
618511	Neuropathy, hereditary motor and sensory, type VIC, with optic atrophy
162400	Neuropathy, hereditary sensory and autonomic, type IA
613640	Neuropathy, hereditary sensory and autonomic, type IC
201300	Neuropathy, hereditary sensory and autonomic, type II
613115	Neuropathy, hereditary sensory and autonomic, type IIB
608654	Neuropathy, hereditary sensory and autonomic, type V
615548	Neuropathy, hereditary sensory and autonomic, type VII
616488	Neuropathy, hereditary sensory and autonomic, type VIII
608088	Neuropathy, hereditary sensory, type IB
613708	Neuropathy, hereditary sensory, type ID
614116	Neuropathy, hereditary sensory, type IE
615632	Neuropathy, hereditary sensory, type IF
614213	Neuropathy, hereditary sensory, type IIC
256840	Neuropathy, hereditary sensory, with spastic paraplegia
608895	Neuropathy, hereditary, with or without age-related macular degeneration
162500	Neuropathy, recurrent, with pressure palsies
610717	Neutral lipid storage disease with myopathy
610665	Neutropenia, alloimmune neonatal
162800	Neutropenia, cyclic
202700	Neutropenia, severe congenital 1, autosomal dominant
610738	Neutropenia, severe congenital 3, autosomal recessive
612541	Neutropenia, severe congenital 4, autosomal recessive
615285	Neutropenia, severe congenital, 5, autosomal recessive
616022	Neutropenia, severe congenital, 6, autosomal recessive
617014	Neutropenia, severe congenital, 7, autosomal recessive
300299	Neutropenia, severe congenital, X-linked
608203	Neutrophil immunodeficiency syndrome
617025	Nevus comedonicus, somatic
162900	Nevus sebaceous or woolly hair nevus, somatic
162900	Nevus, epidermal, somatic
162900	Nevus, epidermal, somatic
607476	Newfoundland rod-cone dystrophy
601358	Nicolaides-Baraitser syndrome
257200	Niemann-Pick disease, type A
607616	Niemann-Pick disease, type B
257220	Niemann-Pick disease, type C1
257220	Niemann-Pick disease, type D
607625	Niemann-pick disease, type C2
310500	Night blindness, congenital stationary (complete), 1A, X-linked
257270	Night blindness, congenital stationary (complete), 1B, autosomal recessive
613216	Night blindness, congenital stationary (complete), 1C, autosomal recessive
613830	Night blindness, congenital stationary (complete), 1D, autosomal recessive
614565	Night blindness, congenital stationary (complete), 1E, autosomal recessive
615058	Night blindness, congenital stationary (complete), 1F, autosomal recessive
300071	Night blindness, congenital stationary (incomplete), 2A, X-linked
610445	Night blindness, congenital stationary, autosomal dominant 1
163500	Night blindness, congenital stationary, autosomal dominant 2
610444	Night blindness, congenital stationary, autosomal dominant 3
616389	Night blindness, congenital stationary, type 1G
617024	Night blindness, congenital stationary, type 1H
251260	Nijmegen breakage syndrome
613078	Nijmegen breakage syndrome-like disorder
605820	Nonaka myopathy
211980	Nonsmall cell lung cancer, response to tyrosine kinase inhibitor in
164757	Nonsmall cell lung cancer, somatic
211980	Nonsmall cell lung cancer, somatic
211980	Nonsmall cell lung cancer, somatic
163950	Noonan syndrome 1
616564	Noonan syndrome 10
618499	Noonan syndrome 11
605275	Noonan syndrome 2
609942	Noonan syndrome 3
610733	Noonan syndrome 4
611553	Noonan syndrome 5
613224	Noonan syndrome 6
613706	Noonan syndrome 7
615355	Noonan syndrome 8
616559	Noonan syndrome 9
617506	Noonan syndrome-like disorder with loose anagen hair 2
613563	Noonan syndrome-like disorder with or without juvenile myelomonocytic leukemia
607721	Noonan-like syndrome with loose anagen hair
310600	Norrie disease
604901	North American Indian childhood cirrhosis
245900	Norum disease
310700	Nystagmus 1, congenital, X-linked
164100	Nystagmus 2, congenital, autosomal dominant
608345	Nystagmus 3, congenital, autosomal dominant
193003	Nystagmus 4, congenital, autosomal dominant
300589	Nystagmus 5, congenital, X-linked
300814	Nystagmus 6, congenital, X-linked
614826	Nystagmus 7, congenital, autosomal dominant
310700	Nystagmus, infantile periodic alternating, X-linked
618512	O'Donnell-Luria-Rodan syndrome
613949	OKT4 epitope deficiency
618406	Obesity (BMIQ20)
600955	Obesity with impaired prohormone processing
609734	Obesity, adrenal insufficiency, and red hair due to POMC deficiency
613886	Obesity, hyperphagia, and developmental delay
601665	Obesity, mild, early-onset
614962	Obesity, morbid, due to leptin deficiency
614963	Obesity, morbid, due to leptin receptor deficiency
601665	Obesity, severe
304150	Occipital horn syndrome
613587	Occult macular dystrophy
300650	Ocular albinism with sensorineural deafness
300500	Ocular albinism, type I, Nettleship-Falls type
612109	Oculoauricular syndrome
164200	Oculodentodigital dysplasia
257850	Oculodentodigital dysplasia, autosomal recessive
600268	Oculoectodermal syndrome, somatic
257550	Oculomotor apraxia, congenital, Cogan-type
164300	Oculopharyngeal muscular dystrophy
618440	Oculoskeletodental syndrome
146300	Odontohypophosphatasia
257980	Odontoonychodermal dysplasia
300855	Ogden syndrome
258100	Oguchi disease-1
613411	Oguchi disease-2
300895	Ohdo syndrome, X-linked
617062	Okur-Chung neurodevelopmental syndrome
608615	Oligodontia-colorectal cancer syndrome
275400	Oliver-McFarlane syndrome
614594	Olmsted syndrome
603554	Omenn syndrome
603554	Omenn syndrome
603554	Omenn syndrome
609535	Omeprazole poor metabolizer
258315	Omodysplasia 1
164745	Omodysplasia 2
164750	Omphalocele due to duplication of 1p31.3
615774	Oocyte maturation defect 1
616780	Oocyte maturation defect 2
617712	Oocyte maturation defect 3
617743	Oocyte maturation defect 4
617996	Oocyte maturation defect 5
618353	Oocyte maturation defect 6
618155	Ophthalmoplegia, external, with rib and vertebral anomalies
300000	Opitz GBBB syndrome, type I
145410	Opitz GBBB syndrome, type II
305450	Opitz-Kaveggia syndrome
258480	Opsismodysplasia
165500	Optic atrophy 1
616732	Optic atrophy 10 with or without ataxia, mental retardation, and seizures
311050	Optic atrophy 2, X-linked
165300	Optic atrophy 3 with cataract
605293	Optic atrophy 4
610708	Optic atrophy 5
258500	Optic atrophy 6
612989	Optic atrophy 7
616648	Optic atrophy 8
125250	Optic atrophy plus syndrome
212550	Optic disc anomalies with retinal and/or macular dystrophy
206900	Optic nerve hypoplasia and abnormalities of the central nervous system
165550	Optic nerve hypoplasia
311250	Ornithine transcarbamylase deficiency
600625	Orofacial cleft 11
612858	Orofacial cleft 12
613857	Orofacial cleft 13
615892	Orofacial cleft 14
602966	Orofacial cleft 2
600757	Orofacial cleft 3
608371	Orofacial cleft 4
608874	Orofacial cleft 5
225060	Orofacial cleft 7
618149	Orofacial cleft 8
610361	Orofacial cleft 9
119530	Orofacial cleft-1
311200	Orofaciodigital syndrome I
258860	Orofaciodigital syndrome IV
174300	Orofaciodigital syndrome V
277170	Orofaciodigital syndrome VI
300484	Orofaciodigital syndrome VIII
615948	Orofaciodigital syndrome XIV
617563	Orofaciodigital syndrome XVI
600160	Orolaryngeal cancer, multiple,
258900	Orotic aciduria
223360	Orthostatic hypotension 1, due to DBH deficiency
618182	Orthostatic hypotension 2
143850	Orthostatic hypotensive disorder of Streeten
166350	Osseous heteroplasia, progressive
604864	Osteoarthritis with mild chondrodysplasia
184260	Osteochondrodysplasia
616897	Osteochondrodysplasia, complex lethal, Symoens-Barnes-Gistelinck type
166200	Osteogenesis imperfecta, type I
166210	Osteogenesis imperfecta, type II
166210	Osteogenesis imperfecta, type II
259420	Osteogenesis imperfecta, type III
259420	Osteogenesis imperfecta, type III
166220	Osteogenesis imperfecta, type IV
166220	Osteogenesis imperfecta, type IV
259440	Osteogenesis imperfecta, type IX
610967	Osteogenesis imperfecta, type V
613982	Osteogenesis imperfecta, type VI
610682	Osteogenesis imperfecta, type VII
610915	Osteogenesis imperfecta, type VIII
613848	Osteogenesis imperfecta, type X
610968	Osteogenesis imperfecta, type XI
613849	Osteogenesis imperfecta, type XII
614856	Osteogenesis imperfecta, type XIII
615066	Osteogenesis imperfecta, type XIV
301014	Osteogenesis imperfecta, type XIX
615220	Osteogenesis imperfecta, type XV
616229	Osteogenesis imperfecta, type XVI
616507	Osteogenesis imperfecta, type XVII
617952	Osteogenesis imperfecta, type XVIII
166250	Osteoglophonic dysplasia
174810	Osteolysis, familial expansile
605380	Osteomalacia, tumor-induced
300373	Osteopathia striata with cranial sclerosis
607634	Osteopetrosis, autosomal dominant 1
166600	Osteopetrosis, autosomal dominant 2
618107	Osteopetrosis, autosomal dominant 3
259700	Osteopetrosis, autosomal recessive 1
259710	Osteopetrosis, autosomal recessive 2
259730	Osteopetrosis, autosomal recessive 3, with renal tubular acidosis
611490	Osteopetrosis, autosomal recessive 4
259720	Osteopetrosis, autosomal recessive 5
612301	Osteopetrosis, autosomal recessive 7
615085	Osteopetrosis, autosomal recessive 8
166700	Osteopoikilosis with or without melorheostosis
259770	Osteoporosis-pseudoglioma syndrome
259500	Osteosarcoma, somatic
259500	Osteosarcoma, somatic
144750	Osteosclerosis
166750	Otodental dysplasia chromosome deletion syndrome
311300	Otopalatodigital syndrome, type I
304120	Otopalatodigital syndrome, type II
166800	Otosclerosis 1
615589	Otosclerosis 10
605727	Otosclerosis 2
608244	Otosclerosis 3
608787	Otosclerosis 5
611572	Otosclerosis 7
612096	Otosclerosis 8
184840	Otospondylomegaepiphyseal dysplasia, autosomal dominant
215150	Otospondylomegaepiphyseal dysplasia, autosomal recessive
166900	Ovalocytosis, SA type
164870	Ovarian cancer, somatic,
167000	Ovarian cancer, somatic
167000	Ovarian cancer, somatic
167000	Ovarian cancer, somatic
167000	Ovarian cancer, somatic
167000	Ovarian cancer, somatic
167000	Ovarian cancer, somatic
604061	Ovarian carcinoma
600098	Ovarian carcinoma
233300	Ovarian dysgenesis 1
300510	Ovarian dysgenesis 2
614324	Ovarian dysgenesis 3
616185	Ovarian dysgenesis 4
617690	Ovarian dysgenesis 5
618117	Ovarian dysgenesis 7
608115	Ovarian hyperstimulation syndrome
276400	Ovarian response to FSH stimulation
603896	Ovarioleukodystrophy
603896	Ovarioleukodystrophy
603896	Ovarioleukodystrophy
185000	Overhydrated hereditary stomatocytosis
609136	PCWH syndrome
260565	PEHO syndrome
261650	PEPCK deficiency, mitochondrial
167200	Pachyonychia congenita 1
167210	Pachyonychia congenita 2
615726	Pachyonychia congenita 3
615728	Pachyonychia congenita 4
167250	Paget disease of bone 3
606263	Paget disease of bone 4
239000	Paget disease of bone 5, juvenile-onset
616833	Paget disease of bone 6
146510	Pallister-Hall syndrome
601803	Pallister-Killian syndrome
616964	Palmoplantar carcinoma, multiple self-healing
615225	Palmoplantar carcinoma, multiple self-healing
610644	Palmoplantar hyperkeratosis and true hermaphroditism
610644	Palmoplantar hyperkeratosis with squamous cell carcinoma of skin and sex reversal
616099	Palmoplantar keratoderma and woolly hair
104100	Palmoplantar keratoderma with congenital alopecia
600231	Palmoplantar keratoderma, Bothnian type
615598	Palmoplantar keratoderma, Nagashima type
144200	Palmoplantar keratoderma, epidermolytic
144200	Palmoplantar keratoderma, epidermolytic
600962	Palmoplantar keratoderma, nonepidermolytic
615735	Palmoplantar keratoderma, nonepidermolytic, focal or diffuse
613000	Palmoplantar keratoderma, nonepidermolytic, focal
604809	Panbronchiolitis, diffuse
260370	Pancreatic agenesis 1
615935	Pancreatic agenesis 2
600001	Pancreatic agenesis and congenital heart defects
609069	Pancreatic and cerebellar agenesis
601300	Pancreatic cancer, somatic
191170	Pancreatic cancer, somatic 260350
260350	Pancreatic cancer, somatic
260350	Pancreatic cancer, somatic
606719	Pancreatic cancer/melanoma syndrome
604124	Pancreatic carcinoma, somatic
260350	Pancreatic carcinoma, somatic
167800	Pancreatitis, hereditary
167800	Pancreatitis, hereditary
312000	Panhypopituitarism, X-linked
607853	Panic disorder 2
609985	Panic disorder 3
167870	Panic disorder syndrome 1
245000	Papillon-Lefevre syndrome
120330	Papillorenal syndrome
606864	Paraganglioma and gastric stromal sarcoma
606864	Paraganglioma and gastric stromal sarcoma
606864	Paraganglioma and gastric stromal sarcoma
168000	Paragangliomas 1, with or without deafness
601650	Paragangliomas 2
605373	Paragangliomas 3
115310	Paragangliomas 4
614165	Paragangliomas 5
618464	Paragangliomas 6
618475	Paragangliomas 7
168300	Paramyotonia congenita
613938	Parasomnia, sleepwalking type
168400	Parastremmatic dwarfism
145001	Parathyroid adenoma with cystic changes
613733	Parathyroid adenoma, somatic
608266	Parathyroid carcinoma
168500	Parietal foramina 1
609597	Parietal foramina 2
609566	Parietal foramina 3
168550	Parietal foramina with cleidocranial dysplasia
168601	Parkinson disease 1
612953	Parkinson disease 14, autosomal recessive
260300	Parkinson disease 15, autosomal recessive
615528	Parkinson disease 19a, juvenile-onset
615528	Parkinson disease 19b, early-onset
615530	Parkinson disease 20, early-onset
616361	Parkinson disease 21
616710	Parkinson disease 22, autosomal dominant
616840	Parkinson disease 23, autosomal recessive, early onset
605543	Parkinson disease 4
605909	Parkinson disease 6, early onset
606324	Parkinson disease 7, autosomal recessive early-onset
600116	Parkinson disease, juvenile, type 2
613135	Parkinsonism-dystonia, infantile, 1
167400	Paroxysmal extreme pain disorder
300818	Paroxysmal nocturnal hemoglobinuria, somatic
118800	Paroxysmal nonkinesigenic dyskinesia 1
611147	Paroxysmal nonkinesigenic dyskinesia 2
609446	Paroxysmal nonkinesigenic dyskinesia, 3, with or without generalized epilepsy
309510	Partington syndrome
168860	Patella aplasia or hypoplasia
617035	Patent ductus arteriosus 2
617039	Patent ductus arteriosus 3
270300	Peeling skin syndrome 1
609796	Peeling skin syndrome 2
607936	Peeling skin syndrome 4
617115	Peeling skin syndrome 5
618084	Peeling skin syndrome 6
616295	Peeling skin with leukonychia, acral punctate keratoses, cheilitis, and knuckle pads
618019	Pelger-Huet anomaly with mild skeletal anomalies
169400	Pelger-Huet anomaly
312080	Pelizaeus-Merzbacher disease
274600	Pendred syndrome
142680	Periodic fever, familial
614674	Periodic fever, menstrual cycle dependent
170650	Periodontitis 1, juvenile
608526	Periodontitis, aggressive, 2
606787	Peripheral arterial occlusive disease 1
618124	Peripheral neuropathy, autosomal recessive, with or without impaired intellectual development
608097	Periventricular heterotopia with microcephaly
608098	Periventricular nodular heterotopia 3
612881	Periventricular nodular heterotopia 5
617201	Periventricular nodular heterotopia 7
618185	Periventricular nodular heterotopia 8
267000	Perlman syndrome
264470	Peroxisomal acyl-CoA oxidase deficiency
616154	Peroxisomal fatty acyl-CoA reductase 1 disorder
614882	Peroxisome biogenesis disorder 10A (Zellweger)
614883	Peroxisome biogenesis disorder 11A (Zellweger)
614885	Peroxisome biogenesis disorder 11B
614886	Peroxisome biogenesis disorder 12A (Zellweger)
614887	Peroxisome biogenesis disorder 13A (Zellweger)
214100	Peroxisome biogenesis disorder 1A (Zellweger)
601539	Peroxisome biogenesis disorder 1B (NALD/IRD)
214110	Peroxisome biogenesis disorder 2A (Zellweger)
202370	Peroxisome biogenesis disorder 2B
614859	Peroxisome biogenesis disorder 3A (Zellweger)
266510	Peroxisome biogenesis disorder 3B
614862	Peroxisome biogenesis disorder 4A (Zellweger)
614863	Peroxisome biogenesis disorder 4B
614866	Peroxisome biogenesis disorder 5A (Zellweger)
614867	Peroxisome biogenesis disorder 5B
614870	Peroxisome biogenesis disorder 6A (Zellweger)
614871	Peroxisome biogenesis disorder 6B
614872	Peroxisome biogenesis disorder 7A (Zellweger)
614873	Peroxisome biogenesis disorder 7B
614876	Peroxisome biogenesis disorder 8A (Zellweger)
614877	Peroxisome biogenesis disorder 8B
614879	Peroxisome biogenesis disorder 9B
233400	Perrault syndrome 1
614129	Perrault syndrome 3
615300	Perrault syndrome 4
616138	Perrault syndrome 5
617565	Perrault syndrome 6
168605	Perry syndrome
261550	Persistent Mullerian duct syndrome, type I
261550	Persistent Mullerian duct syndrome, type II
221900	Persistent hyperplastic primary vitreous, autosomal recessive
217095	Persistent truncus arteriosus
217095	Persistent truncus arteriosus
261540	Peters-plus syndrome
175200	Peutz-Jeghers syndrome
101600	Pfeiffer syndrome
101600	Pfeiffer syndrome
606232	Phelan-McDermid syndrome
261600	Phenylketonuria
171300	Pheochromocytoma
171300	Pheochromocytoma
171300	Pheochromocytoma
171300	Pheochromocytoma
171300	Pheochromocytoma
608251	Phobia, specific
601815	Phosphoglycerate dehydrogenase deficiency
300653	Phosphoglycerate kinase 1 deficiency
611666	Phospholipid phosphatase 6
300661	Phosphoribosylpyrophosphate synthetase superactivity
261750	Phosphorylase kinase deficiency of liver and muscle, autosomal recessive
614023	Phosphoserine phosphatase deficiency
132100	Photoparoxysmal response 1
609572	Photoparoxysmal response 2
609573	Photoparoxysmal response 3
172700	Pick disease
172700	Pick disease
172800	Piebaldism
172800	Piebaldism
602342	Pierpont syndrome
261800	Pierre Robin syndrome
609049	Pierson syndrome
600510	Pigment dispersion syndrome
301220	Pigmentary disorder, reticulate, with systemic manifestations, X-linked
610489	Pigmented nodular adrenocortical disease, primary, 1
610475	Pigmented nodular adrenocortical disease, primary, 2
614190	Pigmented nodular adrenocortical disease, primary, 3
615830	Pigmented nodular adrenocortical disease, primary, 4
172870	Pigmented paravenous chorioretinal atrophy
617682	Pilarowski-Bjornsson syndrome
132600	Pilomatricoma, somatic
610042	Pitt-Hopkins like syndrome 1
610954	Pitt-Hopkins syndrome
614325	Pitt-Hopkins-like syndrome 2
139360	Pituitary ACTH-secreting adenoma
102200	Pituitary adenoma 1, multiple types
300943	Pituitary adenoma 2, GH-secreting
617686	Pituitary adenoma 3, multiple types, somatic
219090	Pituitary adenoma 4, ACTH-secreting, somatic
102200	Pituitary adenoma predisposition
613038	Pituitary hormone deficiency, combined, 1
262600	Pituitary hormone deficiency, combined, 2
221750	Pituitary hormone deficiency, combined, 3
262700	Pituitary hormone deficiency, combined, 4
182230	Pituitary hormone deficiency, combined, 5
613986	Pituitary hormone deficiency, combined, 6
176960	Pituitary tumor, invasive
173200	Pityriasis rubra pilaris
614101	Plasma fibronectin deficiency
615881	Plasma triglyceride level QTL, low
613329	Plasminogen activator inhibitor-1 deficiency
217090	Plasminogen deficiency, type I
604114	Platelet PLC beta-2 deficiency
617718	Platelet abnormalities with eosinophilia and immune-mediated inflammatory disease
601399	Platelet disorder, familial, with associated myeloid malignancy
608404	Platelet glycoprotein IV deficiency
614278	Platelet-activating factor acetylhydrolase deficiency
151210	Platyspondylic skeletal dysplasia, Torrance type
601200	Pleuropulmonary blastoma
173600	Pneumothorax, primary spontaneous
604173	Poikiloderma with neutropenia
615704	Poikiloderma, hereditary fibrosing, with tendon contractures, myopathy, and pulmonary fibrosis
173900	Polycystic kidney disease 1
613095	Polycystic kidney disease 2
600666	Polycystic kidney disease 3
263200	Polycystic kidney disease 4, with or without hepatic disease
617610	Polycystic kidney disease 5
618061	Polycystic kidney disease 6 with or without polycystic liver disease
600273	Polycystic kidney disease, infantile severe, with tuberous sclerosis
221770	Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy 1
618193	Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy 2
174050	Polycystic liver disease 1
617004	Polycystic liver disease 2
617874	Polycystic liver disease 3 with or without kidney cysts
617875	Polycystic liver disease 4 with or without kidney cysts
184700	Polycystic ovary syndrome 1
263300	Polycythemia vera, somatic
618498	Polydactyly, postaxial, type A10
607324	Polydactyly, postaxial, type A3
608562	Polydactyly, postaxial, type A4
263450	Polydactyly, postaxial, type A5
618123	Polydactyly, postaxial, type A8
174200	Polydactyly, postaxial, types A1 and B
174400	Polydactyly, preaxial I
174500	Polydactyly, preaxial type II
174700	Polydactyly, preaxial, type IV
263570	Polyglucosan body disease, adult form
615895	Polyglucosan body myopathy 1 with or without immunodeficiency
616199	Polyglucosan body myopathy 2
611087	Polyhydramnios, megalencephaly, and symptomatic epilepsy
618343	Polymicrogyria with or without vascular-type EDS
606854	Polymicrogyria, bilateral frontoparietal
300388	Polymicrogyria, bilateral perisylvian
615752	Polymicrogyria, bilateral perisylvian
616531	Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis
612674	Polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, and cataract
610069	Polyposis syndrome, hereditary mixed, 2
601228	Polyposis syndrome, mixed hereditary 1
174900	Polyposis, juvenile intestinal
174900	Polyposis, juvenile intestinal
607596	Pontocerebellar hypoplasia type 1A
277470	Pontocerebellar hypoplasia type 2A
612389	Pontocerebellar hypoplasia type 2B
613811	Pontocerebellar hypoplasia type 2D
225753	Pontocerebellar hypoplasia type 4
615803	Pontocerebellar hypoplasia, type 10
617695	Pontocerebellar hypoplasia, type 11
618266	Pontocerebellar hypoplasia, type 12
614678	Pontocerebellar hypoplasia, type 1B
616081	Pontocerebellar hypoplasia, type 1C
618065	Pontocerebellar hypoplasia, type 1D
615851	Pontocerebellar hypoplasia, type 2E
617026	Pontocerebellar hypoplasia, type 2F
611523	Pontocerebellar hypoplasia, type 6
614969	Pontocerebellar hypoplasia, type 7
614961	Pontocerebellar hypoplasia, type 8
615809	Pontocerebellar hypoplasia, type 9
119500	Popliteal pterygium syndrome 1
263650	Popliteal pterygium syndrome, Bartsocas-Papas type
618428	Popov-Chang syndrome
615960	Poretti-Boltshauser syndrome
175800	Porokeratosis 1, multiple types
175850	Porokeratosis 2, palmar, plantar, and disseminated
175900	Porokeratosis 3, multiple types
607728	Porokeratosis 4, disseminated superficial actinic
612293	Porokeratosis 5, disseminated superficial actinic
612353	Porokeratosis 6, multiple types
614714	Porokeratosis 7, multiple types
616063	Porokeratosis 8, disseminated superficial actinic type
616631	Porokeratosis 9, multiple types
176100	Porphyria cutanea tarda
176200	Porphyria variegata
612740	Porphyria, acute hepatic
176000	Porphyria, acute intermittent
176000	Porphyria, acute intermittent, nonerythroid variant
263700	Porphyria, congenital erythropoietic
176100	Porphyria, hepatoerythropoietic
617068	Portal hypertension, noncirrhotic
602085	Postaxial polydactyly, type A2
610883	Potocki-Lupski syndrome
601224	Potocki-Shaffer syndrome
176270	Prader-Willi syndrome
176270	Prader-Willi syndrome
610420	Preauricular tag, isolated, autosomal dominant, 1
615346	Precocious puberty, central, 2
176410	Precocious puberty, male
189800	Preeclampsia/eclampsia 1
609402	Preeclampsia/eclampsia 2
609403	Preeclampsia/eclampsia 3
609404	Preeclampsia/eclampsia 4
614595	Preeclampsia/eclampsia 5
270960	Pregnancy loss, recurrent, 4
617234	Preimplantation embryonic lethality 2
616814	Preimplantation embryonic lethality
601812	Premature aging syndrome, Penttinen type
311360	Premature ovarian failure 1
616946	Premature ovarian failure 11
608996	Premature ovarian failure 3
300510	Premature ovarian failure 4
611548	Premature ovarian failure 5
612310	Premature ovarian failure 6
612964	Premature ovarian failure 7
615723	Premature ovarian failure 8
615724	Premature ovarian failure 9
309610	Prieto syndrome
615474	Primary aldosteronism, seizures, and neurologic abnormalities
611637	Primary lateral sclerosis, adult, 1
606353	Primary lateral sclerosis, juvenile
259050	Primrose syndrome
606688	Prion disease with protracted course
609283	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 2
609286	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 3
610131	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 4
613077	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 5
615156	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 6
616479	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 2
617070	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 4
157640	Progressive external ophthalmoplegia, autosomal dominant 1
258450	Progressive external ophthalmoplegia, autosomal recessive 1
604559	Progressive familial heart block, type IB
140400	Progressive familial heart block, type II
609535	Proguanil poor metabolizer
170100	Prolidase deficiency
225790	Proliferative vasculopathy and hydranencephaly-hydrocephaly syndrome
312060	Properdin deficiency, X-linked
606054	Propionicacidemia
606054	Propionicacidemia
601188	Prostate adenocarcinoma
601518	Prostate cancer 1
176807	Prostate cancer, somatic
176807	Prostate cancer, somatic
176807	Prostate cancer, somatic
176807	Prostate cancer, somatic
176807	Prostate cancer, somatic
256040	Proteasome-associated autoinflammatory syndrome 1 and digenic forms
618048	Proteasome-associated autoinflammatory syndrome 2
308990	Proteinuria, low molecular weight, with hypercalciuric nephrocalcinosis
176920	Proteus syndrome, somatic
177000	Protoporphyria, erythropoietic, 1
300752	Protoporphyria, erythropoietic, X-linked
300004	Proud syndrome
605637	Proximal myopathy and ophthalmoplegia
251290	Pseudo-TORCH syndrome 1
617397	Pseudo-TORCH syndrome 2
177170	Pseudoachondroplasia
264300	Pseudohermaphroditism, male, with gynecomastia
609153	Pseudohyperkalemia, familial, 2, due to red cell leak
609153	Pseudohyperkalemia, familial, 2, due to red cell leak
177735	Pseudohypoaldosteronism type I, autosomal dominant
264350	Pseudohypoaldosteronism, type I
264350	Pseudohypoaldosteronism, type I
264350	Pseudohypoaldosteronism, type I
145260	Pseudohypoaldosteronism, type IIA
614491	Pseudohypoaldosteronism, type IIB
614492	Pseudohypoaldosteronism, type IIC
614495	Pseudohypoaldosteronism, type IID
614496	Pseudohypoaldosteronism, type IIE
103580	Pseudohypoparathyroidism Ia
603233	Pseudohypoparathyroidism Ib
612462	Pseudohypoparathyroidism Ic
603233	Pseudohypoparathyroidism, type IB
603233	Pseudohypoparathyroidism, type IB
612463	Pseudopseudohypoparathyroidism
264600	Pseudovaginal perineoscrotal hypospadias
264800	Pseudoxanthoma elasticum
177850	Pseudoxanthoma elasticum, forme fruste
610842	Pseudoxanthoma elasticum-like disorder with multiple coagulation factor deficiency
614204	Psoriasis 14, pustular
602723	Psoriasis 2
614501	Psychomotor retardation, epilepsy, and craniofacial dysmorphism
300245	Ptosis, hereditary congenital 2
178300	Ptosis, hereditary congenital, 1
265100	Pulmonary alveolar microlithiasis
606963	Pulmonary disease, chronic obstructive, severe early-onset
