MESH_SCR_ID	MESH_SCR_NAME	MESH_ID
C536907	Thymic-Renal-Anal-Lung dysplasia	D005317
C536907	Thymic-Renal-Anal-Lung dysplasia	D007668
C536907	Thymic-Renal-Anal-Lung dysplasia	D008168
C536907	Thymic-Renal-Anal-Lung dysplasia	D013950
C536907	Thymic-Renal-Anal-Lung dysplasia	D014513
C536918	Tibia absent polydactyly arachnoid cyst	D013977
C536918	Tibia absent polydactyly arachnoid cyst	D016080
C536918	Tibia absent polydactyly arachnoid cyst	D017689
C536934	Mesomelia of the upper limbs, absent nails, clubfeet, and mental retardation	D001848
C536934	Mesomelia of the upper limbs, absent nails, clubfeet, and mental retardation	D003025
C536934	Mesomelia of the upper limbs, absent nails, clubfeet, and mental retardation	D008607
C536934	Mesomelia of the upper limbs, absent nails, clubfeet, and mental retardation	D009264
C536934	Mesomelia of the upper limbs, absent nails, clubfeet, and mental retardation	D014457
C536936	Severe ulnar aplasia and lobster claw feet	D005385
C536936	Severe ulnar aplasia and lobster claw feet	D005532
C536936	Severe ulnar aplasia and lobster claw feet	D014457
C536936	Severe ulnar aplasia and lobster claw feet	D038062
C567224	Chromosome 22q11.2 Duplication Syndrome	D000015
C567224	Chromosome 22q11.2 Duplication Syndrome	D002892
C567224	Chromosome 22q11.2 Duplication Syndrome	D004062
C567224	Chromosome 22q11.2 Duplication Syndrome	D058674
C566476	Koolen Syndrome	D000015
C566476	Koolen Syndrome	D002872
C566476	Koolen Syndrome	D002886
C566476	Koolen Syndrome	D008607
C566528	Ichthyosis, Hystrix-Like, with Deafness	D006319
C566528	Ichthyosis, Hystrix-Like, with Deafness	D007057
C567088	Autosomal Dominant Familial Hematuria, Retinal Arteriolar Tortuosity, Contractures	D009120
C567088	Autosomal Dominant Familial Hematuria, Retinal Arteriolar Tortuosity, Contractures	D011928
C536835	Pyroglutamic aciduria	D000592
C536835	Pyroglutamic aciduria	D005981
C537426	Tetrahydrofolate-methyltransferase deficiency syndrome	D000592
C537426	Tetrahydrofolate-methyltransferase deficiency syndrome	D013766
C537429	Bosma arhinia microphthalmia syndrome	D002754
C537429	Bosma arhinia microphthalmia syndrome	D008850
C537429	Bosma arhinia microphthalmia syndrome	D009666
C537438	Congenital absence of the nose	D000013
C537438	Congenital absence of the nose	D009666
C537451	X-linked MEHMO syndrome	D004827
C537451	X-linked MEHMO syndrome	D005835
C537451	X-linked MEHMO syndrome	D007006
C537451	X-linked MEHMO syndrome	D008831
C537451	X-linked MEHMO syndrome	D009765
C537451	X-linked MEHMO syndrome	D038901
C537461	Merlob Grunebaum Reisner syndrome	D013933
C537461	Merlob Grunebaum Reisner syndrome	D014034
C537461	Merlob Grunebaum Reisner syndrome	D038061
C537468	Microspherophakia with hernia	D000015
C537468	Microspherophakia with hernia	D006552
C537468	Microspherophakia with hernia	D007498
C537468	Microspherophakia with hernia	D007908
C537473	Milner Khallouf Gibson syndrome	D005199
C537473	Milner Khallouf Gibson syndrome	D006130
C537473	Milner Khallouf Gibson syndrome	D008831
C537473	Milner Khallouf Gibson syndrome	D008844
C537473	Milner Khallouf Gibson syndrome	D009666
C537473	Milner Khallouf Gibson syndrome	D013933
C537493	Stickler syndrome, vitreous type 2	D003240
C537493	Stickler syndrome, vitreous type 2	D020255
C537493	Stickler syndrome, vitreous type 2	D024161
C537498	Phocomelia-ectrodactyly, ear malformation, deafness, and sinus arrhythmia	D001848
C537498	Phocomelia-ectrodactyly, ear malformation, deafness, and sinus arrhythmia	D004431
C537498	Phocomelia-ectrodactyly, ear malformation, deafness, and sinus arrhythmia	D005145
C537498	Phocomelia-ectrodactyly, ear malformation, deafness, and sinus arrhythmia	D006314
C537506	Kozlowski Brown Hardwick syndrome	D000015
C537506	Kozlowski Brown Hardwick syndrome	D001842
C537506	Kozlowski Brown Hardwick syndrome	D006849
C537508	Agenesis of the corpus callosum with mental retardation and osseous lesions	D001842
C537508	Agenesis of the corpus callosum with mental retardation and osseous lesions	D008607
C537508	Agenesis of the corpus callosum with mental retardation and osseous lesions	D061085
C537511	Thumb ankylosis with mental retardation	D000844
C537511	Thumb ankylosis with mental retardation	D008607
C537511	Thumb ankylosis with mental retardation	D013933
C537518	Meningoencephalocele, arthrogryposis and hypoplastic thumbs	D000015
C537518	Meningoencephalocele, arthrogryposis and hypoplastic thumbs	D001176
C537518	Meningoencephalocele, arthrogryposis and hypoplastic thumbs	D004677
C537518	Meningoencephalocele, arthrogryposis and hypoplastic thumbs	D013933
C537528	Craniodigital syndrome with mental retardation	D000015
C537528	Craniodigital syndrome with mental retardation	D008607
C537528	Craniodigital syndrome with mental retardation	D012886
C537528	Craniodigital syndrome with mental retardation	D013576
C537529	Seaver Cassidy syndrome	D000015
C537529	Seaver Cassidy syndrome	D006972
C537529	Seaver Cassidy syndrome	D007596
C537529	Seaver Cassidy syndrome	D012611
C537529	Seaver Cassidy syndrome	D019465
C537530	Sebaceous gland hyperplasia, familial presenile	D005148
C537530	Sebaceous gland hyperplasia, familial presenile	D006965
C537530	Sebaceous gland hyperplasia, familial presenile	D012627
C537538	Klippel-Feil syndrome with laryngeal malformation	D007714
C537538	Klippel-Feil syndrome with laryngeal malformation	D007830
C537544	Microcephaly, seizures, mental retardation, congenital heart disease, and skeletal abnormalities	D000015
C537544	Microcephaly, seizures, mental retardation, congenital heart disease, and skeletal abnormalities	D001842
C537544	Microcephaly, seizures, mental retardation, congenital heart disease, and skeletal abnormalities	D006330
C537544	Microcephaly, seizures, mental retardation, congenital heart disease, and skeletal abnormalities	D008607
C537544	Microcephaly, seizures, mental retardation, congenital heart disease, and skeletal abnormalities	D008831
C537544	Microcephaly, seizures, mental retardation, congenital heart disease, and skeletal abnormalities	D012640
C537552	Hereditary microcornea, glaucoma, and absent frontal sinuses	D003315
C537552	Hereditary microcornea, glaucoma, and absent frontal sinuses	D005124
C537552	Hereditary microcornea, glaucoma, and absent frontal sinuses	D005626
C537552	Hereditary microcornea, glaucoma, and absent frontal sinuses	D005901
C537554	Microgastria-limb reduction defects association	D006222
C537554	Microgastria-limb reduction defects association	D007027
C537554	Microgastria-limb reduction defects association	D008168
C537554	Microgastria-limb reduction defects association	D008850
C537554	Microgastria-limb reduction defects association	D009095
C537554	Microgastria-limb reduction defects association	D011884
C537554	Microgastria-limb reduction defects association	D016142
C537557	Micromelic dysplasia dislocation of radius	D010009
C537557	Micromelic dysplasia dislocation of radius	D011884
C537557	Micromelic dysplasia dislocation of radius	D019066
C537567	Jejunal atresia with renal adysplasia	D007409
C537567	Jejunal atresia with renal adysplasia	D007583
C537567	Jejunal atresia with renal adysplasia	D007674
C537573	Methylmalonyl-Coenzyme A mutase deficiency	D008661
C537573	Methylmalonyl-Coenzyme A mutase deficiency	D008765
C536938	Umbilical cord ulcer with intestinal atresia	D007409
C536938	Umbilical cord ulcer with intestinal atresia	D014456
C536938	Umbilical cord ulcer with intestinal atresia	D014470
C536944	Thrombocytopenia absent ulnar syndrome	D013921
C536944	Thrombocytopenia absent ulnar syndrome	D014457
C536950	Craniofacial anomalies, abnormal hair, camptodactyly, and caudal appendage	D000015
C536950	Craniofacial anomalies, abnormal hair, camptodactyly, and caudal appendage	D003050
C536950	Craniofacial anomalies, abnormal hair, camptodactyly, and caudal appendage	D006197
C536950	Craniofacial anomalies, abnormal hair, camptodactyly, and caudal appendage	D019465
C536952	Teeth, Noneruption of, With Maxillary Hypoplasia and Genu Valgum	D000015
C536952	Teeth, Noneruption of, With Maxillary Hypoplasia and Genu Valgum	D008437
C536952	Teeth, Noneruption of, With Maxillary Hypoplasia and Genu Valgum	D014071
C536952	Teeth, Noneruption of, With Maxillary Hypoplasia and Genu Valgum	D015050
C536952	Teeth, Noneruption of, With Maxillary Hypoplasia and Genu Valgum	D056304
C536954	Telencephalic leukoencephalopathy	D013687
C536954	Telencephalic leukoencephalopathy	D056784
C537011	Ectrodactyly spina bifida cardiopathy	D000015
C537011	Ectrodactyly spina bifida cardiopathy	D004431
C537011	Ectrodactyly spina bifida cardiopathy	D006330
C537011	Ectrodactyly spina bifida cardiopathy	D010159
C537011	Ectrodactyly spina bifida cardiopathy	D014034
C537011	Ectrodactyly spina bifida cardiopathy	D014469
C537011	Ectrodactyly spina bifida cardiopathy	D016137
C537011	Ectrodactyly spina bifida cardiopathy	D063173
C537036	Short tarsus absence of lower eyelashes	D000015
C537036	Short tarsus absence of lower eyelashes	D000842
C537036	Short tarsus absence of lower eyelashes	D005140
C537039	Lubani Al Saleh Teebi syndrome	D000749
C537039	Lubani Al Saleh Teebi syndrome	D003550
C537039	Lubani Al Saleh Teebi syndrome	D005145
C537039	Lubani Al Saleh Teebi syndrome	D008607
C537039	Lubani Al Saleh Teebi syndrome	D016481
C537059	Flat umbilicus autosomal dominant	D000015
C537059	Flat umbilicus autosomal dominant	D001842
C537059	Flat umbilicus autosomal dominant	D005147
C537059	Flat umbilicus autosomal dominant	D014472
C537060	Kininogen Deficiency, Total	D001778
C537060	Kininogen Deficiency, Total	D019679
C537070	Isolated follicle-stimulating hormone (FSH) deficiency	D005640
C537070	Isolated follicle-stimulating hormone (FSH) deficiency	D009845
C537084	Brachioskeletogenital syndrome	D001848
C537084	Brachioskeletogenital syndrome	D001934
C537084	Brachioskeletogenital syndrome	D005835
C537102	Branchial Arch Syndrome, X-Linked	D001934
C537102	Branchial Arch Syndrome, X-Linked	D004423
C537102	Branchial Arch Syndrome, X-Linked	D008342
C537102	Branchial Arch Syndrome, X-Linked	D008831
C537102	Branchial Arch Syndrome, X-Linked	D009333
C537102	Branchial Arch Syndrome, X-Linked	D034381
C537102	Branchial Arch Syndrome, X-Linked	D040181
C536164	Howell Evans syndrome	D004938
C536164	Howell Evans syndrome	D007645
C536883	Anesthetic-induced malignant hyperpyrexia in children	D008305
C536888	Klippel-Feil Syndrome, Autosomal Recessive	D007714
C537505	Pituitary dwarfism 4	D004393
C537265	Type 3 lamellar ichthyosis	D017490
C537871	Laron type dwarfism 2	D046150
C537871	Laron type dwarfism 2	D050799
C565736	Okamoto Syndrome	D002972
C565736	Okamoto Syndrome	D006869
C565736	Okamoto Syndrome	D008607
C565736	Okamoto Syndrome	D009123
C565736	Okamoto Syndrome	D019066
C567518	Bestrophinopathy	D012164
C567518	Bestrophinopathy	D015785
C567767	RAD50 Deficiency	D006130
C567767	RAD50 Deficiency	D008831
C567767	RAD50 Deficiency	D049914
C562470	Interstitial Lung Disease, Desquamative	D017563
C562470	Interstitial Lung Disease, Desquamative	D030342
C562901	Nephrolithiasis, X-Linked Recessive, Type 1	D040181
C562901	Nephrolithiasis, X-Linked Recessive, Type 1	D051437
C562901	Nephrolithiasis, X-Linked Recessive, Type 1	D053040
C562973	Dysosteosclerosis	D010026
C538182	Opitz Mollica Sorge syndrome	D008342
C538182	Opitz Mollica Sorge syndrome	D014096
C563843	Cleft Lip with or without Cleft Palate, Nonsyndromic, 5	D002971
C563843	Cleft Lip with or without Cleft Palate, Nonsyndromic, 5	D002972
C563675	Cleft Lip with or without Cleft Palate, Nonsyndromic, 9	D002971
C563675	Cleft Lip with or without Cleft Palate, Nonsyndromic, 9	D002972
C563448	Cleft Lip with or without Cleft Palate, Nonsyndromic, 3	D002971
C563448	Cleft Lip with or without Cleft Palate, Nonsyndromic, 3	D002972
C563718	MFM, Zasp-related	D009136
C563881	Seckel Syndrome 3	D004392
C563881	Seckel Syndrome 3	D008607
C563881	Seckel Syndrome 3	D008831
C563881	Seckel Syndrome 3	D019066
C563952	Succinic Acidemia	D008661
C536197	Ehlers-Danlos Syndrome, Type V	D004535
C536197	Ehlers-Danlos Syndrome, Type V	D040181
C537136	Uridine monophosphate synthase deficiency	D009962
C537136	Uridine monophosphate synthase deficiency	D009964
C537136	Uridine monophosphate synthase deficiency	D011686
C537142	Familial ossicular malformations	D004429
C537142	Familial ossicular malformations	D006311
C537154	Hypomandibular faciocranial dysostosis	D003394
C537154	Hypomandibular faciocranial dysostosis	D008334
C537155	Severe upper limb hypoplasia and Mullerian duct anomalies	D000015
C537155	Severe upper limb hypoplasia and Mullerian duct anomalies	D009095
C537155	Severe upper limb hypoplasia and Mullerian duct anomalies	D038062
C537188	Compound hairs	D006201
C537188	Compound hairs	D018859
C537208	Lethal Kniest-like dysplasia	D005097
C537208	Lethal Kniest-like dysplasia	D006819
C537208	Lethal Kniest-like dysplasia	D006831
C537208	Lethal Kniest-like dysplasia	D009333
C537208	Lethal Kniest-like dysplasia	D058627
C537211	Kocher Debre Semelaigne disease	D003409
C537211	Kocher Debre Semelaigne disease	D006984
C537211	Kocher Debre Semelaigne disease	D009135
C537211	Kocher Debre Semelaigne disease	D018482
C537218	Saccharopine dehydrogenase deficiency	D012443
C537218	Saccharopine dehydrogenase deficiency	D020167
C537225	Sacrococcygeal dysgenesis association	D009139
C537225	Sacrococcygeal dysgenesis association	D012445
C537226	Fibulo ulnar hypoplasia renal anomalies	D000013
C537226	Fibulo ulnar hypoplasia renal anomalies	D005360
C537226	Fibulo ulnar hypoplasia renal anomalies	D007668
C537226	Fibulo ulnar hypoplasia renal anomalies	D014457
C537233	Patella hypoplasia skeletal malformations	D000015
C537233	Patella hypoplasia skeletal malformations	D004827
C537233	Patella hypoplasia skeletal malformations	D005532
C537233	Patella hypoplasia skeletal malformations	D010329
C537236	Hypersarcosinemia	D000592
C537236	Hypersarcosinemia	D028361
C537236	Hypersarcosinemia	D050892
C537238	Fifteen dorsal vertebrae and rib pairs	D000015
C537238	Fifteen dorsal vertebrae and rib pairs	D012272
C537238	Fifteen dorsal vertebrae and rib pairs	D013904
C537239	Ear deformity and conductive hearing loss	D004423
C537239	Ear deformity and conductive hearing loss	D006314
C537241	Properdin P factor deficiency	D011414
C537241	Properdin P factor deficiency	D040181
C537248	Hemochromatosis due to defect in transferrin receptor 2	D006432
C537248	Hemochromatosis due to defect in transferrin receptor 2	D011990
C537249	Hemochromatosis, autosomal dominant	D006432
C537249	Hemochromatosis, autosomal dominant	D027682
C537282	Trichomegaly, cataract, and hereditary spherocytosis	D002386
C537282	Trichomegaly, cataract, and hereditary spherocytosis	D005140
C537282	Trichomegaly, cataract, and hereditary spherocytosis	D013103
C537283	Bifurcation of distal humerus with oligoectro-syndactyly	D006811
C537283	Bifurcation of distal humerus with oligoectro-syndactyly	D013576
C537318	Splenogonadal fusion limb defects syndrome	D006066
C537318	Splenogonadal fusion limb defects syndrome	D013154
C537318	Splenogonadal fusion limb defects syndrome	D017880
C537318	Splenogonadal fusion limb defects syndrome	D019465
C537322	Albinism-Microcephaly digital anomalies syndrome	D000015
C537322	Albinism-Microcephaly digital anomalies syndrome	D000417
C537322	Albinism-Microcephaly digital anomalies syndrome	D005385
C537322	Albinism-Microcephaly digital anomalies syndrome	D008831
C537325	Microcephaly, mild mental retardation, short stature, and skeletal anomalies	D006130
C537325	Microcephaly, mild mental retardation, short stature, and skeletal anomalies	D008607
C537325	Microcephaly, mild mental retardation, short stature, and skeletal anomalies	D008831
C537325	Microcephaly, mild mental retardation, short stature, and skeletal anomalies	D013122
C537325	Microcephaly, mild mental retardation, short stature, and skeletal anomalies	D013131
C537325	Microcephaly, mild mental retardation, short stature, and skeletal anomalies	D019066
C537341	Singh Chhaparwal Dhanda syndrome	D002386
C537341	Singh Chhaparwal Dhanda syndrome	D003456
C537341	Singh Chhaparwal Dhanda syndrome	D004392
C537341	Singh Chhaparwal Dhanda syndrome	D008607
C537341	Singh Chhaparwal Dhanda syndrome	D009759
C537341	Singh Chhaparwal Dhanda syndrome	D010329
C537341	Singh Chhaparwal Dhanda syndrome	D013285
C537343	Merten-Singleton syndrome	D001018
C537343	Merten-Singleton syndrome	D003744
C537343	Merten-Singleton syndrome	D008663
C537343	Merten-Singleton syndrome	D009135
C537343	Merten-Singleton syndrome	D010024
C537343	Merten-Singleton syndrome	D018126
C537343	Merten-Singleton syndrome	D061205
C537349	Reinhardt Pfeiffer syndrome	D004392
C537349	Reinhardt Pfeiffer syndrome	D005360
C537349	Reinhardt Pfeiffer syndrome	D010009
C537349	Reinhardt Pfeiffer syndrome	D014457
C537350	Wedge-shaped epiphyses of knees	D004838
C537350	Wedge-shaped epiphyses of knees	D005097
C537350	Wedge-shaped epiphyses of knees	D006228
C537350	Wedge-shaped epiphyses of knees	D007717
C537364	Ichthyosis alopecia eclabion ectropion mental retardation	D000505
C537364	Ichthyosis alopecia eclabion ectropion mental retardation	D004483
C537364	Ichthyosis alopecia eclabion ectropion mental retardation	D007057
C537364	Ichthyosis alopecia eclabion ectropion mental retardation	D008046
C537364	Ichthyosis alopecia eclabion ectropion mental retardation	D008607
C537364	Ichthyosis alopecia eclabion ectropion mental retardation	D009056
C537388	Freire-Maia Pinheiro Opitz syndrome	D000015
C537388	Freire-Maia Pinheiro Opitz syndrome	D006130
C537388	Freire-Maia Pinheiro Opitz syndrome	D006228
C537388	Freire-Maia Pinheiro Opitz syndrome	D007668
C537388	Freire-Maia Pinheiro Opitz syndrome	D008607
C537388	Freire-Maia Pinheiro Opitz syndrome	D019465
C537408	Mesomelia, radial hypoplasia bifid thumb unusual facies	D004392
C537408	Mesomelia, radial hypoplasia bifid thumb unusual facies	D004476
C537408	Mesomelia, radial hypoplasia bifid thumb unusual facies	D011884
C537408	Mesomelia, radial hypoplasia bifid thumb unusual facies	D013933
C537408	Mesomelia, radial hypoplasia bifid thumb unusual facies	D019066
C537356	Metatropic dysplasia 1	D004392
C537356	Metatropic dysplasia 1	D010009
C537207	Kniest Chondrodystrophy	D002972
C537207	Kniest Chondrodystrophy	D003095
C537207	Kniest Chondrodystrophy	D004392
C537207	Kniest Chondrodystrophy	D005145
C537207	Kniest Chondrodystrophy	D006819
C537207	Kniest Chondrodystrophy	D010009
C537267	Mesomelic dwarfism Langer type	D006130
C537267	Mesomelic dwarfism Langer type	D010009
C536029	Clasped thumb and mental retardation	D008607
C536029	Clasped thumb and mental retardation	D015419
C536029	Clasped thumb and mental retardation	D040181
C567291	1q21.1 Contiguous Gene Deletion	D000015
C567291	1q21.1 Contiguous Gene Deletion	D002872
C567291	1q21.1 Contiguous Gene Deletion	D002878
C567291	1q21.1 Contiguous Gene Deletion	D058627
C537133	Orofaciodigital Syndrome IV	D009958
C536736	Tooth and nail syndrome	D000848
C536736	Tooth and nail syndrome	D009264
C537213	Epilepsy dementia amelogenesis imperfecta	D000567
C537213	Epilepsy dementia amelogenesis imperfecta	D003704
C537213	Epilepsy dementia amelogenesis imperfecta	D004827
C535900	Maghrebian myopathy	D058088
C535702	Malonicaciduria	D002262
C535702	Malonicaciduria	D008316
C535702	Malonicaciduria	D008661
C535702	Malonicaciduria	D008764
C536370	Aniridia, partial-cerebellar ataxia-oligophrenia	D002524
C536370	Aniridia, partial-cerebellar ataxia-oligophrenia	D008607
C536370	Aniridia, partial-cerebellar ataxia-oligophrenia	D015783
C536022	Manitoba Trichoanal syndrome	D000015
C536022	Manitoba Trichoanal syndrome	D001003
C536022	Manitoba Trichoanal syndrome	D003103
C536022	Manitoba Trichoanal syndrome	D006972
C535943	Desbuquois Dysplasia	D004392
C535943	Desbuquois Dysplasia	D007593
C535943	Desbuquois Dysplasia	D009999
C535943	Desbuquois Dysplasia	D017689
C535943	Desbuquois Dysplasia	D019465
C536043	Osteogenesis imperfecta, perinatal lethal, autosomal recessive	D010013
C563387	Rhabdomyolysis, Cerivastatin-Induced	D012206
C536087	Lambert type ichthyosis	D007057
C536087	Lambert type ichthyosis	D010212
C535959	Speckled hyperpigmentation, palmo-plantar punctate keratoses and childhood blistering	D016110
C535962	Epidermolysis bullosa simplex 1	D016110
C567469	Myopathy, Reducing Body, X-Linked, Early-Onset, Severe	D009135
C567469	Myopathy, Reducing Body, X-Linked, Early-Onset, Severe	D040181
C567490	Diarrhea 3, Secretory Sodium, Congenital, Syndromic	D003967
C567490	Diarrhea 3, Secretory Sodium, Congenital, Syndromic	D008661
C567820	Convulsions, Familial Febrile, 3a	D003294
C567821	Febrile Convulsions, Familial, 3b	D003294
C576084	Bleeding Disorder Due To P2rx1 Defect	D006470
C563273	Hyperparathyroidism-Jaw Tumor Syndrome	D000236
C563273	Hyperparathyroidism-Jaw Tumor Syndrome	D005350
C563273	Hyperparathyroidism-Jaw Tumor Syndrome	D006961
C563273	Hyperparathyroidism-Jaw Tumor Syndrome	D007573
C536307	Congenital coxa vara, patella aplasia and tarsal synostosis	D010329
C536307	Congenital coxa vara, patella aplasia and tarsal synostosis	D013580
C536307	Congenital coxa vara, patella aplasia and tarsal synostosis	D060905
C536319	Perinatal Sudanophilic leukodystrophy	D002549
C536347	Angioedema, vibratory	D000799
C536347	Angioedema, vibratory	D006969
C536378	Absent nails and dystrophic nails	D009264
C536386	Facial paresis, hereditary, congenital	D005158
C563475	Rectal Pain, Familial	D010146
C563475	Rectal Pain, Familial	D012007
C537724	Lujan Syndrome	D008382
C537724	Lujan Syndrome	D019465
C537724	Lujan Syndrome	D038901
C562567	Leydig Cell Agenesis	D013737
C562567	Leydig Cell Agenesis	D058490
C562687	Dibasic Amino Aciduria II	D000592
C537839	Congenital dyserythropoietic anemia and chronic recurrent multifocal osteomyelitis	D000742
C537839	Congenital dyserythropoietic anemia and chronic recurrent multifocal osteomyelitis	D010019
C565126	Darier Disease, Segmental	D007644
C564752	Vater Association With Macrocephaly And Ventriculomegaly	D001006
C564752	Vater Association With Macrocephaly And Ventriculomegaly	D006330
C564752	Vater Association With Macrocephaly And Ventriculomegaly	D006849
C564752	Vater Association With Macrocephaly And Ventriculomegaly	D007668
C564752	Vater Association With Macrocephaly And Ventriculomegaly	D013131
C564752	Vater Association With Macrocephaly And Ventriculomegaly	D014138
C564752	Vater Association With Macrocephaly And Ventriculomegaly	D058627
C563565	Cerebellar Granule Cell Hypertrophy and Megalencephaly	D006223
C563565	Cerebellar Granule Cell Hypertrophy and Megalencephaly	D065703
C567476	Mental Retardation and Macrocephaly Syndrome	D008607
C567476	Mental Retardation and Macrocephaly Syndrome	D040181
C567476	Mental Retardation and Macrocephaly Syndrome	D058627
C536403	Glastre Cochat Bouvier syndrome	D005124
C536403	Glastre Cochat Bouvier syndrome	D009404
C536447	11-beta-hydroxysteroid dehydrogenase, type i, deficiency of	D006628
C536447	11-beta-hydroxysteroid dehydrogenase, type i, deficiency of	D042842
C536447	11-beta-hydroxysteroid dehydrogenase, type i, deficiency of	D043202
C536447	11-beta-hydroxysteroid dehydrogenase, type i, deficiency of	D058489
C536504	Symmetrical infantile thalamic degeneration	D013786
C536519	Thrombocytopenia, autosomal dominant	D013921
C536519	Thrombocytopenia, autosomal dominant	D019457
C536519	Thrombocytopenia, autosomal dominant	D025063
C536605	Hypertrichosis universalis congenita Ambras type	D006983
C536618	Microcephaly hypogammaglobulinemia abnormal immunity	D000361
C536618	Microcephaly hypogammaglobulinemia abnormal immunity	D008831
C536619	Triphalangeal thumbs and dislocation of patella	D000015
C536619	Triphalangeal thumbs and dislocation of patella	D006228
C536619	Triphalangeal thumbs and dislocation of patella	D013933
C536619	Triphalangeal thumbs and dislocation of patella	D031222
C536672	Slavotinek Pike Mills Hurst syndrome	D001842
C536672	Slavotinek Pike Mills Hurst syndrome	D002386
C536672	Slavotinek Pike Mills Hurst syndrome	D006130
C536672	Slavotinek Pike Mills Hurst syndrome	D007859
C536679	Congenital testicular deficiency	D013733
C536679	Congenital testicular deficiency	D013737
C536691	Cataracts, aberrant oral frenula, and growth retardation	D002386
C536691	Cataracts, aberrant oral frenula, and growth retardation	D006130
C536691	Cataracts, aberrant oral frenula, and growth retardation	D007742
C536698	Hereditary whispering dysphonia	D004422
C536698	Hereditary whispering dysphonia	D014832
C536702	White platelet syndrome	D001791
C536714	Pancreatic hypoplasia diabetes heart disease	D003920
C536714	Pancreatic hypoplasia diabetes heart disease	D006331
C536714	Pancreatic hypoplasia diabetes heart disease	D008607
C536714	Pancreatic hypoplasia diabetes heart disease	D009393
C536714	Pancreatic hypoplasia diabetes heart disease	D013006
C536716	Olivopontocerebellar hypoplasia lethal type	D009849
C536727	Nystagmus with congenital zonular cataract	D002386
C536727	Nystagmus with congenital zonular cataract	D009759
C536746	Salamon Syndrome	D000015
C536746	Salamon Syndrome	D000505
C536747	Congenital suprabulbar paresis	D004401
C536747	Congenital suprabulbar paresis	D008607
C536747	Congenital suprabulbar paresis	D010244
C536747	Congenital suprabulbar paresis	D013341
C536771	Warburg Thomsen syndrome	D000015
C536771	Warburg Thomsen syndrome	D001766
C536771	Warburg Thomsen syndrome	D003638
C536771	Warburg Thomsen syndrome	D017496
C536824	Primary congenital glaucoma type 3B	D005901
C562793	Hypercalciuric Rickets	D053098
C562793	Hypercalciuric Rickets	D053565
C562791	Vitamin D-Resistant Rickets, Autosomal Dominant	D012279
C562791	Vitamin D-Resistant Rickets, Autosomal Dominant	D053098
C562688	Pseudovitamin D-Deficiency Rickets, Type IA	D053098
C562792	Hypophosphatemia, Autosomal Recessive	D053098
C564005	Pseudovitamin D3 Deficiency Rickets Due To 25-Hydroxylase Deficiency	D053098
C562794	Rickets-Alopecia Syndrome	D053098
C567571	VDDR2B	D053098
C581628	Metatropic dwarfism, type 2	D004392
C581628	Metatropic dwarfism, type 2	D010009
C565734	Cortical Defects, Wormian Bones, and Dentinogenesis Imperfecta	D001848
C565734	Cortical Defects, Wormian Bones, and Dentinogenesis Imperfecta	D003811
C565739	Asthma and Nasal Polyps	D001249
C565739	Asthma and Nasal Polyps	D009298
C565740	Osteoarthritis with Mild Chondrodysplasia	D010003
C565740	Osteoarthritis with Mild Chondrodysplasia	D010009
C565742	Hyaluronan Metabolism, Defect in	D008661
C565742	Hyaluronan Metabolism, Defect in	D012873
C565741	Retinal Dystrophy, Early Onset Severe	D015785
C565741	Retinal Dystrophy, Early Onset Severe	D058499
C565744	Mandibulofacial Dysostosis Syndrome, Bauru Type	D004413
C565744	Mandibulofacial Dysostosis Syndrome, Bauru Type	D019465
C565746	Microcephaly, Primary Autosomal Recessive, 3	D008831
C565747	Huntington Disease-Like Neurodegenerative Disorder, Autosomal Recessive	D006816
C565748	Muscular Dystrophy, Congenital, 1B	D009136
C565749	Ichthyosis, Nonlamellar and Nonerythrodermic, Congenital, Autosomal Recessive	D007057
C565761	Charcot-Marie-Tooth Neuropathy, Type 4B2, with Early-Onset Glaucoma	D002607
C565761	Charcot-Marie-Tooth Neuropathy, Type 4B2, with Early-Onset Glaucoma	D005901
C565764	Inflammatory Bowel Disease 3	D015212
C565765	Hypoglobulinemia and Absent B Cells	D001796
C565765	Hypoglobulinemia and Absent B Cells	D007153
C565772	Spinocerebellar Ataxia 11	D020754
C565773	Polyneuropathy, Lethal Neonatal, Axonal Sensorimotor, Autosomal Recessive	D015417
C565779	Ataxia Telangiectasia Like Disorder	D001260
C565784	Cytochrome C Oxidase Deficiency, Fatal Infantile, with Cardioencephalomyopathy	D002312
C565784	Cytochrome C Oxidase Deficiency, Fatal Infantile, with Cardioencephalomyopathy	D017237
C565784	Cytochrome C Oxidase Deficiency, Fatal Infantile, with Cardioencephalomyopathy	D030401
C565785	Epilepsy, Partial, with Variable Foci	D004828
C565790	Spinocerebellar Ataxia 12	D020754
C565808	Generalized Epilepsy with Febrile Seizures Plus	D003294
C565808	Generalized Epilepsy with Febrile Seizures Plus	D004829
C537964	Camera-Marugo-Cohen Syndrome	D008141
C537964	Camera-Marugo-Cohen Syndrome	D008607
C537964	Camera-Marugo-Cohen Syndrome	D009765
C537964	Camera-Marugo-Cohen Syndrome	D018908
C565813	Febrile Seizures Associated with Afebrile Seizures	D003294
C565821	Left Ventricular Noncompaction, Isolated, Autosomal Dominant	D056830
C563578	Ocular Myopathy with Hypogonadism	D002386
C563578	Ocular Myopathy with Hypogonadism	D007006
C563578	Ocular Myopathy with Hypogonadism	D009135
C563578	Ocular Myopathy with Hypogonadism	D028361
