MESH_ID	MESH_NAME	PARENT_MESH_ID	PARENT_MESH_CATEGORY	ROOT_MESH_CATEGORY	LEVEL
D001948	Brenner Tumor	D010051	C13.351.500.056.630.705	C13	5
D001948	Brenner Tumor	D010051	C13.351.937.418.685	C13	4
D001948	Brenner Tumor	D010051	C19.391.630.705	C19	3
D001913	Bowen's Disease	D002294	C04.557.470.200.400	C04	4
D001913	Bowen's Disease	D002294	C04.557.470.700.400	C04	4
D001912	Bovine Virus Diarrhea-Mucosal Disease	D018182	C02.782.350.675	C02	3
D001912	Bovine Virus Diarrhea-Mucosal Disease	D002418	C22.196	C22	1
D001919	Bradycardia	D001145	C14.280.067	C14	2
D001919	Bradycardia	D001145	C23.550.073	C23	2
D001925	Brain Damage, Chronic	D001927	C10.228.140	C10	2
D001924	Brain Concussion	D000070642	C10.228.140.199.444	C10	4
D001924	Brain Concussion	D000070642	C10.900.300.087.235	C10	4
D001924	Brain Concussion	D016489	C10.900.300.350	C10	3
D001924	Brain Concussion	D000070642	C26.915.300.200.194	C26	4
D001924	Brain Concussion	D016489	C26.915.300.450	C26	3
D001924	Brain Concussion	D016489	C26.974.382	C26	2
D001922	Brain Abscess	D002494	C01.395	C01	1
D001922	Brain Abscess	D000038	C01.539.830.025	C01	3
D001922	Brain Abscess	D001927	C10.228.140	C10	2
D001922	Brain Abscess	D002494	C10.228.228	C10	2
D013901	Thoracic Outlet Syndrome	D009408	C10.668.829.550	C10	3
D013901	Thoracic Outlet Syndrome	D014652	C14.907	C14	1
D001929	Brain Edema	D001927	C10.228.140	C10	2
D001928	Brain Diseases, Metabolic	D001927	C10.228.140	C10	2
D001928	Brain Diseases, Metabolic	D008659	C18.452	C18	1
D001927	Brain Diseases	D002493	C10.228	C10	1
D001926	Brain Death	D001927	C10.228.140	C10	2
D001926	Brain Death	D003128	C10.597.606.358.800.200	C10	5
D001926	Brain Death	D003643	C23.550.260	C23	2
D049914	DNA Repair-Deficiency Disorders	D008659	C18.452	C18	1
D049913	ACTH-Secreting Pituitary Adenoma	D000236	C04.557.470.035	C04	3
D049913	ACTH-Secreting Pituitary Adenoma	D010911	C04.588.322.609	C04	3
D049913	ACTH-Secreting Pituitary Adenoma	D010911	C10.228.140.617.738.675	C10	5
D049913	ACTH-Secreting Pituitary Adenoma	D010911	C19.344.609	C19	2
D049913	ACTH-Secreting Pituitary Adenoma	D010911	C19.700.734	C19	2
D049912	Growth Hormone-Secreting Pituitary Adenoma	D000236	C04.557.470.035	C04	3
D049912	Growth Hormone-Secreting Pituitary Adenoma	D010911	C04.588.322.609	C04	3
D049912	Growth Hormone-Secreting Pituitary Adenoma	D010911	C10.228.140.617.738.675	C10	5
D049912	Growth Hormone-Secreting Pituitary Adenoma	D010911	C19.344.609	C19	2
D049912	Growth Hormone-Secreting Pituitary Adenoma	D010911	C19.700.734	C19	2
D001907	Boutonneuse Fever	D000073605	C01.252.400.780.790.750	C01	5
D001907	Boutonneuse Fever	D000073605	C01.252.400.825.887	C01	4
D001906	Botulism	D003015	C01.252.410.222	C01	3
D001906	Botulism	D020511	C10.668.758	C10	2
D001906	Botulism	D020258	C10.720	C10	1
D001906	Botulism	D005517	C25.723.415	C25	2
D049932	Nijmegen Breakage Syndrome	D049914	C18.452.284	C18	2
D049950	Hyperparathyroidism, Primary	D006961	C19.642.355	C19	2
D049970	Graves Ophthalmopathy	D015785	C11.270	C11	1
D049970	Graves Ophthalmopathy	D006111	C11.675.349.500	C11	3
D049970	Graves Ophthalmopathy	D006111	C19.874.283.605	C19	3
D049970	Graves Ophthalmopathy	D006111	C19.874.397.370	C19	3
D049970	Graves Ophthalmopathy	D006111	C20.111.555	C20	2
D059325	Intra-Abdominal Hypertension	D003161	C05.651.180	C05	2
D059325	Intra-Abdominal Hypertension	D003161	C14.907.303	C14	2
D059327	Brachydactyly	D017880	C05.660.585	C05	2
D059327	Brachydactyly	D017880	C16.131.621.585	C16	3
D059350	Chronic Pain	D010146	C23.888.592.612	C23	3
D059345	Cerebral Small Vessel Diseases	D002561	C10.228.140.300	C10	3
D059345	Cerebral Small Vessel Diseases	D002561	C14.907.253	C14	2
D059348	Peripheral Nerve Injuries	D010523	C10.668.829	C10	2
D059348	Peripheral Nerve Injuries	D020196	C10.900	C10	1
D059348	Peripheral Nerve Injuries	D020196	C26.915	C26	1
D059347	Cardio-Renal Syndrome	D051437	C12.777.419.780	C12	3
D059347	Cardio-Renal Syndrome	D051437	C13.351.968.419.780	C13	4
D059347	Cardio-Renal Syndrome	D006333	C14.280.434	C14	2
D047268	Lingual Goiter	D046151	C16.131.894.500	C16	3
D047268	Lingual Goiter	D006042	C19.874.283	C19	2
D047268	Lingual Goiter	D046151	C19.874.689.500	C19	3
D059246	Tachypnea	D012120	C08.618	C08	1
D059246	Tachypnea	D012818	C23.888.852	C23	2
D059249	Otomycosis	D009181	C01.703	C01	1
D059249	Otomycosis	D004427	C09.218	C09	1
D059245	Transient Tachypnea of the Newborn	D012127	C08.381.842	C08	2
D059245	Transient Tachypnea of the Newborn	D012127	C08.618.842	C08	2
D059245	Transient Tachypnea of the Newborn	D059246	C08.618.961	C08	2
D059245	Transient Tachypnea of the Newborn	D012127	C16.614.521.563	C16	3
D059245	Transient Tachypnea of the Newborn	D059246	C23.888.852.944	C23	3
D059270	Petrositis	D010019	C01.539.160.495	C01	3
D059270	Petrositis	D010019	C05.116.165.495	C05	3
D059270	Petrositis	D010033	C09.218.705.663	C09	3
D059269	Chilaiditi Syndrome	D003108	C06.405.469.158	C06	3
D059268	Atrophic Vaginitis	D014627	C13.351.500.894.906	C13	4
D059265	Visceral Pain	D059226	C23.888.592.612.720	C23	4
D059266	Bisphosphonate-Associated Osteonecrosis of the Jaw	D010020	C05.116.852	C05	2
D059266	Bisphosphonate-Associated Osteonecrosis of the Jaw	D007571	C05.500	C05	1
D059266	Bisphosphonate-Associated Osteonecrosis of the Jaw	D007571	C07.320	C07	1
D059266	Bisphosphonate-Associated Osteonecrosis of the Jaw	D010020	C23.550.717.732	C23	3
D011378	Prognathism	D007569	C05.500.460	C05	2
D011378	Prognathism	D008336	C05.500.607	C05	2
D011378	Prognathism	D007569	C05.660.207.540.460	C05	4
D011378	Prognathism	D007569	C07.320.440	C07	2
D011378	Prognathism	D008336	C07.320.610	C07	2
D011378	Prognathism	D007569	C07.650.500.460	C07	3
D011378	Prognathism	D007569	C16.131.621.207.540.460	C16	5
D011378	Prognathism	D007569	C16.131.850.500.460	C16	4
D011371	Progeria	D008661	C16.320.565	C16	2
D011371	Progeria	D008661	C18.452.648	C18	2
D011391	Prolapse	D020763	C23.300	C23	1
D023341	Chills	D012816	C23.888	C23	1
D011350	Proctocolitis	D003092	C06.405.205.265	C06	3
D011350	Proctocolitis	D011349	C06.405.205.865	C06	3
D011350	Proctocolitis	D003092	C06.405.469.158.188	C06	4
D011350	Proctocolitis	D012810	C06.405.469.158.850	C06	4
D011350	Proctocolitis	D011349	C06.405.469.860.622	C06	4
D025981	Hip Injuries	D014947	C26	C26	0
D013991	Tietze's Syndrome	D002357	C05.182	C05	1
D013991	Tietze's Syndrome	D002357	C17.300.182	C17	2
D011349	Proctitis	D005759	C06.405.205	C06	2
D011349	Proctitis	D012002	C06.405.469.860	C06	3
D001998	Bronchopulmonary Sequestration	D015619	C08.695	C08	1
D001998	Bronchopulmonary Sequestration	D015619	C16.131.740	C16	2
D001997	Bronchopulmonary Dysplasia	D055397	C08.381.520.750	C08	3
D001997	Bronchopulmonary Dysplasia	D007235	C16.614.521	C16	2
D001996	Bronchopneumonia	D001982	C08.127	C08	1
D001996	Bronchopneumonia	D011014	C08.381.677	C08	2
D001996	Bronchopneumonia	D011014	C08.730.610	C08	2
D001990	Bronchiolitis, Viral	D014777	C02	C02	0
D001990	Bronchiolitis, Viral	D001988	C08.127.446.135	C08	3
D001990	Bronchiolitis, Viral	D001988	C08.381.495.146.135	C08	4
D001990	Bronchiolitis, Viral	D001988	C08.730.099.135	C08	3
D001994	Bronchogenic Cyst	D003560	C04.182	C04	1
D001994	Bronchogenic Cyst	D001982	C08.127	C08	1
D001994	Bronchogenic Cyst	D015619	C08.695	C08	1
D001994	Bronchogenic Cyst	D015619	C16.131.740	C16	2
D001991	Bronchitis	D001982	C08.127	C08	1
D001991	Bronchitis	D008173	C08.381.495	C08	2
D001991	Bronchitis	D012141	C08.730	C08	1
D025962	Septo-Optic Dysplasia	D009421	C10.500	C10	1
D025962	Septo-Optic Dysplasia	D009421	C16.131.666	C16	2
D011317	Priapism	D010409	C12.294.494	C12	2
D013978	Tibial Fractures	D050723	C26.404	C26	1
D013978	Tibial Fractures	D007869	C26.558	C26	1
D013971	Thyrotoxicosis	D006980	C19.874.397	C19	2
D013985	Tick Paralysis	D013986	C25.723.127.789.500	C25	4
D013986	Tick Toxicoses	D064927	C25.723.127.789	C25	3
D013984	Tick Infestations	D004478	C03.858.211	C03	2
D013981	Tic Disorders	D009069	C10.228.662	C10	2
D013981	Tic Disorders	D065886	F03.625	F03	1
D013955	Thyroglossal Cyst	D003560	C04.182	C04	1
D013952	Thymus Hyperplasia	D008206	C15.604	C15	1
D013953	Thymus Neoplasms	D013899	C04.588.894	C04	2
D013953	Thymus Neoplasms	D008206	C15.604	C15	1
D013958	Thyroid Crisis	D013971	C19.874.397.685	C19	3
D013959	Thyroid Diseases	D004700	C19	C19	0
D001987	Bronchiectasis	D001982	C08.127	C08	1
D001986	Bronchial Spasm	D001982	C08.127	C08	1
D001984	Bronchial Neoplasms	D008175	C04.588.894.797.520	C04	4
D001984	Bronchial Neoplasms	D001982	C08.127	C08	1
D001984	Bronchial Neoplasms	D008175	C08.785.520	C08	2
D001989	Bronchiolitis Obliterans	D001988	C08.127.446.135	C08	3
D001989	Bronchiolitis Obliterans	D001988	C08.381.495.146.135	C08	4
D001988	Bronchiolitis	D001991	C08.127.446	C08	2
D001988	Bronchiolitis	D001991	C08.381.495.146	C08	3
D001988	Bronchiolitis	D001991	C08.730.099	C08	2
D001983	Bronchial Fistula	D001982	C08.127	C08	1
D001983	Bronchial Fistula	D016156	C08.702	C08	1
D001983	Bronchial Fistula	D016156	C23.300.575.687	C23	3
D001982	Bronchial Diseases	D012140	C08	C08	0
D013966	Thyroiditis	D013959	C19.874	C19	1
D011304	Presbycusis	D006319	C09.218.458.341.887	C09	4
D011304	Presbycusis	D006319	C10.597.751.418.341.887	C10	5
D011304	Presbycusis	D006319	C23.888.592.763.393.341.887	C23	6
D013964	Thyroid Neoplasms	D004701	C04.588.322	C04	2
D013964	Thyroid Neoplasms	D006258	C04.588.443	C04	2
D013964	Thyroid Neoplasms	D004701	C19.344	C19	1
D013964	Thyroid Neoplasms	D013959	C19.874	C19	1
D013969	Thyroiditis, Suppurative	D013492	C01.539.830	C01	2
D013969	Thyroiditis, Suppurative	D013966	C19.874.871	C19	2
D011305	Presbyopia	D012030	C11.744	C11	1
D013967	Thyroiditis, Autoimmune	D013966	C19.874.871	C19	2
D013967	Thyroiditis, Autoimmune	D001327	C20.111	C20	1
D013968	Thyroiditis, Subacute	D013966	C19.874.871	C19	2
D013945	Thymoma	D018193	C04.557.435	C04	2
D013945	Thymoma	D013953	C04.588.894.949	C04	3
D013945	Thymoma	D013953	C15.604.861	C15	2
D000075122	Smoldering Multiple Myeloma	D011230	C04.834	C04	1
D000075122	Smoldering Multiple Myeloma	D006942	C15.378.147.542	C15	3
D000075122	Smoldering Multiple Myeloma	D010265	C15.378.147.780	C15	3
D000075122	Smoldering Multiple Myeloma	D006942	C20.683.460	C20	2
D000075122	Smoldering Multiple Myeloma	D010265	C20.683.780	C20	2
D059409	Stroke, Lacunar	D059345	C10.228.140.300.275	C10	4
D059409	Stroke, Lacunar	D020521	C10.228.140.300.775	C10	4
D059409	Stroke, Lacunar	D059345	C14.907.253.329	C14	3
D059409	Stroke, Lacunar	D020521	C14.907.253.855	C14	3
D059407	Pinguecula	D003229	C11.187	C11	1
D059411	Lower Urinary Tract Symptoms	D020924	C23.888.942	C23	2
D059413	Intraabdominal Infections	D007239	C01.539	C01	1
D060426	Anti-N-Methyl-D-Aspartate Receptor Encephalitis	D020361	C04.588.614.550	C04	3
D060426	Anti-N-Methyl-D-Aspartate Receptor Encephalitis	D020361	C04.730.856	C04	2
D060426	Anti-N-Methyl-D-Aspartate Receptor Encephalitis	D004660	C10.228.140.430	C10	3
D060426	Anti-N-Methyl-D-Aspartate Receptor Encephalitis	D020361	C10.574.781	C10	2
D060426	Anti-N-Methyl-D-Aspartate Receptor Encephalitis	D020274	C20.111.258	C20	2
D060425	Cerebral Phaeohyphomycosis	D060605	C01.539.800.200.383	C01	4
D060425	Cerebral Phaeohyphomycosis	D060605	C01.703.295.328	C01	3
D060425	Cerebral Phaeohyphomycosis	D060446	C01.703.726	C01	2
D060425	Cerebral Phaeohyphomycosis	D060605	C17.800.838.208.416	C17	4
D060437	Artificial Lens Implant Migration	D007905	C11.510	C11	1
D060437	Artificial Lens Implant Migration	D005548	C26.392.500	C26	2
D059445	Anhedonia	D019954	C10.597.606	C10	2
D059445	Anhedonia	D019954	C23.888.592.604	C23	3
D059445	Anhedonia	D019954	F01.700	F01	1
D059446	Heterotaxy Syndrome	D006330	C14.240.400	C14	2
D059446	Heterotaxy Syndrome	D006330	C14.280.400	C14	2
D059446	Heterotaxy Syndrome	D013158	C15.604.744	C15	2
D059446	Heterotaxy Syndrome	D000015	C16.131.077	C16	2
D059446	Heterotaxy Syndrome	D006330	C16.131.240.400	C16	3
D060446	Phaeohyphomycosis	D009181	C01.703	C01	1
D047489	Preconception Injuries	D007280	C21	C21	0
D059466	White Coat Hypertension	D006973	C14.907.489	C14	2
D059468	Masked Hypertension	D006973	C14.907.489	C14	2
D059352	Musculoskeletal Pain	D009135	C05.651	C05	1
D059352	Musculoskeletal Pain	D010146	C23.888.592.612	C23	3
D059352	Musculoskeletal Pain	D012677	F02.830.816	F02	2
D059352	Musculoskeletal Pain	D012677	G11.561.790	G11	2
D059373	Mastodynia	D010146	C23.888.592.612	C23	3
D059373	Mastodynia	D012677	F02.830.816	F02	2
D059373	Mastodynia	D012677	G11.561.790	G11	2
D059369	Pott Puffy Tumor	D010019	C01.539.160.495	C01	3
D059369	Pott Puffy Tumor	D010019	C05.116.165.495	C05	3
D059369	Pott Puffy Tumor	D009916	C11.675	C11	1
D059366	Asthma, Occupational	D001249	C08.127.108	C08	2
D059366	Asthma, Occupational	D001249	C08.674.095	C08	2
D059366	Asthma, Occupational	D001249	C20.543.480.680.095	C20	4
D059366	Asthma, Occupational	D009784	C24	C24	0
D060368	Lobomycosis	D003881	C01.539.800.200	C01	3
D060368	Lobomycosis	D003881	C01.703.295	C01	2
D060368	Lobomycosis	D003881	C17.800.838.208	C17	3
D059390	Breakthrough Pain	D010146	C23.888.592.612	C23	3
D059390	Breakthrough Pain	D012677	F02.830.816	F02	2
D059390	Breakthrough Pain	D010146	G11.561.790.444	G11	3
D059388	Pelvic Girdle Pain	D059352	C23.888.592.612.547	C23	4
D059388	Pelvic Girdle Pain	D017699	C23.888.592.612.944	C23	4
D011470	Prostatic Hyperplasia	D011469	C12.294.565	C12	2
D011472	Prostatitis	D011469	C12.294.565	C12	2
D011471	Prostatic Neoplasms	D005834	C04.588.945.440	C04	3
D011471	Prostatic Neoplasms	D005834	C12.294.260	C12	2
D011471	Prostatic Neoplasms	D011469	C12.294.565	C12	2
D011471	Prostatic Neoplasms	D005834	C12.758.409	C12	2
D011475	Prosthesis Failure	D011183	C23.550.767	C23	2
D011475	Prosthesis Failure	D004868	E05.325	E05	1
D011488	Protein Deficiency	D003677	C18.654.521.500	C18	3
D011469	Prostatic Diseases	D005832	C12.294	C12	1
D011507	Proteinuria	D014555	C12.777.934	C12	2
D011507	Proteinuria	D014555	C13.351.968.934	C13	3
D011507	Proteinuria	D020924	C23.888.942	C23	2
D011502	Protein-Energy Malnutrition	D011488	C18.654.521.500.708	C18	4
D011504	Protein-Losing Enteropathies	D007410	C06.405.469	C06	2
D000075224	Cardiac Conduction System Disease	D006331	C14.280	C14	1
D000075222	Essential Hypertension	D006973	C14.907.489	C14	2
D047508	Massive Hepatic Necrosis	D017114	C06.552.308.500.750	C06	4
D059525	Supraglottitis	D007818	C08.360	C08	1
D059525	Supraglottitis	D012141	C08.730	C08	1
D059525	Supraglottitis	D007818	C09.400	C09	1
D059545	Paraneoplastic Syndromes, Ocular	D005134	C04.588.364	C04	2
D059545	Paraneoplastic Syndromes, Ocular	D010257	C04.730	C04	1
D059545	Paraneoplastic Syndromes, Ocular	D005134	C11.319	C11	1
D060545	Pudendal Neuralgia	D009408	C10.668.829.550	C10	3
D060545	Pudendal Neuralgia	D009437	C10.668.829.600	C10	3
D060545	Pudendal Neuralgia	D009437	C23.888.592.612.664	C23	4
D000075262	Hypoadrenocorticism, Familial	D000224	C19.053.500.263	C19	3
D060467	Disease Resistance	D020969	C23.550.291	C23	2
D060467	Disease Resistance	D007113	G12.450.564	G12	2
D060467	Disease Resistance	D057865	G12.450.800	G12	2
D060467	Disease Resistance	D057865	G15.630	G15	1
D060487	Alternariosis	D060605	C01.539.800.200.383	C01	4
D060487	Alternariosis	D060605	C01.703.295.328	C01	3
D060487	Alternariosis	D060605	C17.800.838.208.416	C17	4
D060486	Ophthalmoplegic Migraine	D008881	C10.228.140.546.399.750	C10	5
D060486	Ophthalmoplegic Migraine	D009886	C10.292.562.750	C10	3
D060486	Ophthalmoplegic Migraine	D003389	C10.292	C10	1
D060486	Ophthalmoplegic Migraine	D003711	C10.314	C10	1
D060486	Ophthalmoplegic Migraine	D009886	C10.597.622.447	C10	3
D060486	Ophthalmoplegic Migraine	D009886	C11.590.472	C11	2
D060486	Ophthalmoplegic Migraine	D009886	C23.888.592.636.447	C23	4
D035583	Rare Diseases	D020969	C23.550.291	C23	2
D011595	Psychomotor Agitation	D020820	C10.597.350	C10	2
D011595	Psychomotor Agitation	D011596	C10.597.606.881	C10	3
D011595	Psychomotor Agitation	D020820	C23.888.592.350	C23	3
D011595	Psychomotor Agitation	D011596	C23.888.592.604.882	C23	4
D011595	Psychomotor Agitation	D011596	F01.700.875	F01	2
D011596	Psychomotor Disorders	D019954	C10.597.606	C10	2
D011596	Psychomotor Disorders	D019954	C23.888.592.604	C23	3
D011596	Psychomotor Disorders	D019954	F01.700	F01	1
D011557	Pseudorabies	D020805	C02.182	C02	1
D011557	Pseudorabies	D006566	C02.256.466	C02	2
D011557	Pseudorabies	D020805	C10.228.228.245	C10	3
D011557	Pseudorabies	D000820	C22	C22	0
D011556	Pseudopseudohypoparathyroidism	D011547	C05.116.198.709	C05	3
D011556	Pseudopseudohypoparathyroidism	D011547	C16.320.565.618.815	C16	4
D011556	Pseudopseudohypoparathyroidism	D011547	C18.452.104.709	C18	3
D011556	Pseudopseudohypoparathyroidism	D011547	C18.452.174.766	C18	3
D011556	Pseudopseudohypoparathyroidism	D011547	C18.452.648.618.815	C18	4
D011559	Pseudotumor Cerebri	D019586	C10.228.140.631	C10	3
D011553	Pseudomyxoma Peritonei	D018297	C04.557.470.590	C04	3
D011552	Pseudomonas Infections	D016905	C01.252.400	C01	2
D011565	Psoriasis	D017444	C17.800.859	C17	2
D011561	Pseudoxanthoma Elasticum	D020141	C14.907.454	C14	2
D011561	Pseudoxanthoma Elasticum	D020141	C15.378.463.515	C15	3
D011561	Pseudoxanthoma Elasticum	D012868	C16.131.831	C16	2
D011561	Pseudoxanthoma Elasticum	D012873	C16.320.850	C16	2
D011561	Pseudoxanthoma Elasticum	D003240	C17.300	C17	1
D011561	Pseudoxanthoma Elasticum	D012868	C17.800.804	C17	2
D011561	Pseudoxanthoma Elasticum	D012873	C17.800.827	C17	2
D023521	Chlamydophila Infections	D002694	C01.252.400.210	C01	3
D011535	Prune Belly Syndrome	D000015	C16.131.077	C16	2
D011537	Pruritus	D012871	C17.800	C17	1
D011537	Pruritus	D012877	C23.888.885	C23	2
D011536	Prurigo	D012871	C17.800	C17	1
D011539	Pruritus Vulvae	D014845	C13.351.500.944	C13	3
D011539	Pruritus Vulvae	D011537	C17.800.685	C17	2
D011538	Pruritus Ani	D001004	C06.405.469.860.101	C06	4
D011538	Pruritus Ani	D011537	C17.800.685	C17	2
D011546	Pseudohypoaldosteronism	D015499	C12.777.419.815	C12	3
D011546	Pseudohypoaldosteronism	D015499	C13.351.968.419.815	C13	4
D011546	Pseudohypoaldosteronism	D015499	C16.320.565.861	C16	3
D011546	Pseudohypoaldosteronism	D015499	C18.452.648.861	C18	3
D011547	Pseudohypoparathyroidism	D001851	C05.116.198	C05	2
D011547	Pseudohypoparathyroidism	D008664	C16.320.565.618	C16	3
D011547	Pseudohypoparathyroidism	D001851	C18.452.104	C18	2
D011547	Pseudohypoparathyroidism	D002128	C18.452.174	C18	2
D011547	Pseudohypoparathyroidism	D008664	C18.452.648.618	C18	3
D011542	Pseudarthrosis	D005599	C26.404.468	C26	2
D011512	Proteus Infections	D004756	C01.252.400.310	C01	3
D011529	Protozoan Infections, Animal	D010273	C03.701	C03	1
D011529	Protozoan Infections, Animal	D011528	C03.752	C03	1
D011529	Protozoan Infections, Animal	D010273	C22.674	C22	1
D011528	Protozoan Infections	D010272	C03	C03	0
D011618	Psychotic Disorders	D019967	F03.700	F03	1
D011629	Puberty, Precocious	D006058	C19.391	C19	1
D011628	Puberty, Delayed	D006058	C19.391	C19	1
D011625	Pterygium	D003229	C11.187	C11	1
D011602	Psychophysiologic Disorders	D009461	C23.888.592	C23	2
D011605	Psychoses, Substance-Induced	D011041	C25.723	C25	1
D011605	Psychoses, Substance-Induced	D019966	C25.775	C25	1
D011605	Psychoses, Substance-Induced	D011618	F03.700.675	F03	2
D011605	Psychoses, Substance-Induced	D019966	F03.900	F03	1
D011604	Psychoses, Alcoholic	D011605	C25.723.809	C25	2
D011604	Psychoses, Alcoholic	D020751	C25.775.100.087	C25	3
D011604	Psychoses, Alcoholic	D011605	F03.700.675.600	F03	3
D011604	Psychoses, Alcoholic	D019973	F03.900.100	F03	2
D059607	Polydipsia, Psychogenic	D059606	C23.550.759	C23	2
D059607	Polydipsia, Psychogenic	D059606	C23.888.663	C23	2
D059607	Polydipsia, Psychogenic	D001526	F01.145.126	F01	2
D059607	Polydipsia, Psychogenic	D019954	F01.700	F01	1
D059606	Polydipsia	D010335	C23.550	C23	1
D059606	Polydipsia	D012816	C23.888	C23	1
D059608	Laryngocele	D007818	C08.360	C08	1
D059608	Laryngocele	D015619	C08.695	C08	1
D059608	Laryngocele	D007818	C09.400	C09	1
D059608	Laryngocele	D015619	C16.131.740	C16	2
D060605	Hyalohyphomycosis	D003881	C01.539.800.200	C01	3
D060605	Hyalohyphomycosis	D003881	C01.703.295	C01	2
D060605	Hyalohyphomycosis	D003881	C17.800.838.208	C17	3
D047688	Breast Cyst	D003560	C04.182	C04	1
D047688	Breast Cyst	D001941	C17.800.090	C17	2
D057049	Thrombotic Microangiopathies	D013921	C15.378.140.855	C15	3
D057045	Laryngopharyngeal Reflux	D005764	C06.405.117.119.500.484	C06	5
D057045	Laryngopharyngeal Reflux	D007818	C08.360	C08	1
D060586	Trichosporonosis	D009181	C01.703	C01	1
D060586	Trichosporonosis	D000542	C08.381.483.125	C08	3
D060586	Trichosporonosis	D000542	C08.674.055	C08	2
D060586	Trichosporonosis	D000542	C20.543.480.680.075	C20	4
D060585	Fusariosis	D060605	C01.539.800.200.383	C01	4
D060585	Fusariosis	D060605	C01.703.295.328	C01	3
D060585	Fusariosis	D060605	C17.800.838.208.416	C17	4
D021081	Chronobiology Disorders	D009422	C10	C10	0
D008072	Hyperlipoproteinemia Type I	D008052	C16.320.565.398	C16	3
D008072	Hyperlipoproteinemia Type I	D006951	C18.452.584.500.500.644	C18	5
D008072	Hyperlipoproteinemia Type I	D008052	C18.452.648.398	C18	3
D008088	Listeriosis	D016908	C01.252.410	C01	2
D008080	Liposarcoma	D018205	C04.557.450.550	C04	3
D008080	Liposarcoma	D012509	C04.557.450.795	C04	3
D008048	Lip Neoplasms	D009062	C04.588.443.591	C04	3
D008048	Lip Neoplasms	D008047	C07.465.409	C07	2
D008048	Lip Neoplasms	D009062	C07.465.565	C07	2
D011697	Purpura, Thrombotic Thrombocytopenic	D011696	C15.378.100.802.687	C15	4
D011697	Purpura, Thrombotic Thrombocytopenic	D011696	C15.378.140.855.925.750	C15	5
D011697	Purpura, Thrombotic Thrombocytopenic	D019851	C15.378.925	C15	2
D011697	Purpura, Thrombotic Thrombocytopenic	D011696	C23.550.414.950.687	C23	4
D011697	Purpura, Thrombotic Thrombocytopenic	D011696	C23.888.885.687.687	C23	4
D008052	Lipid Metabolism, Inborn Errors	D008661	C16.320.565	C16	2
D008052	Lipid Metabolism, Inborn Errors	D052439	C18.452.584	C18	2
D008052	Lipid Metabolism, Inborn Errors	D008661	C18.452.648	C18	2
D011694	Purpura, Hyperglobulinemic	D020141	C14.907.454	C14	2
D011694	Purpura, Hyperglobulinemic	D011693	C15.378.100.802	C15	3
D011694	Purpura, Hyperglobulinemic	D020141	C15.378.463.515	C15	3
D011694	Purpura, Hyperglobulinemic	D011693	C23.550.414.950	C23	3
D011694	Purpura, Hyperglobulinemic	D011693	C23.888.885.687	C23	3
D011693	Purpura	D001778	C15.378.100	C15	2
D011693	Purpura	D006470	C23.550.414	C23	2
D011693	Purpura	D012877	C23.888.885	C23	2
D011696	Purpura, Thrombocytopenic	D011693	C15.378.100.802	C15	3
D011696	Purpura, Thrombocytopenic	D057049	C15.378.140.855.925	C15	4
D011696	Purpura, Thrombocytopenic	D007154	C20	C20	0
D011696	Purpura, Thrombocytopenic	D011693	C23.550.414.950	C23	3
D011696	Purpura, Thrombocytopenic	D011693	C23.888.885.687	C23	3
D011695	Purpura, Schoenlein-Henoch	D014657	C14.907.940	C14	2
D011695	Purpura, Schoenlein-Henoch	D011693	C15.378.100.802	C15	3
D011695	Purpura, Schoenlein-Henoch	D020141	C15.378.463.515	C15	3
D011695	Purpura, Schoenlein-Henoch	D007105	C20.543.520	C20	2
D011695	Purpura, Schoenlein-Henoch	D011693	C23.550.414.950	C23	3
D011695	Purpura, Schoenlein-Henoch	D011693	C23.888.885.687	C23	3
D008059	Mucopolysaccharidosis I	D009083	C16.320.565.202.715	C16	4
D008059	Mucopolysaccharidosis I	D009083	C16.320.565.595.600	C16	4
D008059	Mucopolysaccharidosis I	D009083	C17.300.550.575	C17	3
D008059	Mucopolysaccharidosis I	D009083	C18.452.648.202.715	C18	4
D008059	Mucopolysaccharidosis I	D009083	C18.452.648.595.600	C18	4
D008068	Lipomatosis	D012871	C17.800	C17	1
D008068	Lipomatosis	D052439	C18.452.584	C18	2
D008069	Lipomatosis, Multiple Symmetrical	D008068	C17.800.463	C17	2
D008069	Lipomatosis, Multiple Symmetrical	D008068	C18.452.584.718	C18	3
D008067	Lipoma	D018205	C04.557.450.550	C04	3
D008064	Lipidoses	D008052	C16.320.565.398	C16	3
D008064	Lipidoses	D052439	C18.452.584	C18	2
D008064	Lipidoses	D008052	C18.452.648.398	C18	3
D008065	Lipoid Proteinosis of Urbach and Wiethe	D006685	C08.618.490	C08	2
D008065	Lipoid Proteinosis of Urbach and Wiethe	D012873	C16.320.850	C16	2
D008060	Lipodystrophy	D012875	C17.800.849	C17	2
D008060	Lipodystrophy	D052439	C18.452.584	C18	2
D008060	Lipodystrophy	D012875	C18.452.880	C18	2
D008061	Whipple Disease	D000196	C01.252.410.040.137	C01	4
D008061	Whipple Disease	D008286	C06.405.469.637	C06	3
D008061	Whipple Disease	D008286	C18.452.603	C18	2
D011671	Pulpitis	D003788	C07.793.237	C07	2
D008039	Linitis Plastica	D002293	C04.557.470.200.025.095	C04	5
D008047	Lip Diseases	D009059	C07.465	C07	1
