DO_ID	DO_NAME	UMLS_CUI
DOID:6088	acute stress disorder	C0029488
DOID:6083	childhood ovarian endodermal sinus tumor	C1332993
DOID:10808	gastric ulcer	C0038358
DOID:6082	pediatric testicular germ cell tumor	C0796663
DOID:6085	meningeal melanoma	C1334386
DOID:6084	pediatric ovarian germ cell tumor	C0796664
DOID:13081	hemangioma of subcutaneous tissue	C0685200
DOID:13080	Jaccoud's syndrome	C0152084
DOID:0050475	Weill-Marchesani syndrome	C0265313
DOID:0050475	Weill-Marchesani syndrome	C1869114
DOID:0050475	Weill-Marchesani syndrome	C1869115
DOID:13087	Lown-Ganong-Levine syndrome	C0024054
DOID:0050474	Netherton syndrome	C0265962
DOID:0050473	Alstrom syndrome	C0268425
DOID:13089	intracranial arterial disease	C0752138
DOID:3816	glossopharyngeal nerve paralysis	C0919940
DOID:0050472	monilethrix	C0546966
DOID:13088	periventricular leukomalacia	C0023529
DOID:3817	cranial nerve palsy	C0151311
DOID:0050477	Liddle syndrome	C0221043
DOID:0050476	Barth syndrome	C0574083
DOID:3813	central nervous system chondroma	C1333019
DOID:0050471	Carney complex	C0406810
DOID:0050471	Carney complex	C1854540
DOID:0050471	Carney complex	C2607929
DOID:0050470	Donohue syndrome	C0265344
DOID:0050470	Donohue syndrome	C0271695
DOID:6032	juvenile type testicular granulosa cell tumor	C0334403
DOID:6032	juvenile type testicular granulosa cell tumor	C1515285
DOID:8696	subacute monocytic leukemia	C0152275
DOID:6034	heart malignant hemangiopericytoma	C1334567
DOID:7365	Kimura disease	C0033838
DOID:6033	heart fibrosarcoma	C1332844
DOID:8691	mycosis fungoides	C0026948
DOID:8692	myeloid leukemia	C0023470
DOID:7360	solid pattern testicular yolk sac tumor	C1515312
DOID:6039	uveal melanoma	C0220633
DOID:0050469	Costello syndrome	C0587248
DOID:6037	spindle cell intraocular melanoma	C0279687
DOID:0050464	Farber lipogranulomatosis	C0268255
DOID:0050463	campomelic dysplasia	C1861922
DOID:0050463	campomelic dysplasia	C1861923
DOID:0050462	Antley-Bixler syndrome	C1860042
DOID:0050462	Antley-Bixler syndrome	C2350233
DOID:0050462	Antley-Bixler syndrome	C2936791
DOID:0050461	aspartylglucosaminuria	C0268225
DOID:0050468	yellow nail syndrome	C0221348
DOID:0050467	erythrokeratodermia variabilis	C0265961
DOID:0050467	erythrokeratodermia variabilis	C1851480
DOID:0050466	Loeys-Dietz syndrome	C1836635
DOID:0050466	Loeys-Dietz syndrome	C2697932
DOID:0050465	Muir-Torre syndrome	C1321489
DOID:0050460	Wolf-Hirschhorn syndrome	C0796117
DOID:0050460	Wolf-Hirschhorn syndrome	C1956097
DOID:6021	malignant testicular Leydig cell tumor	C1515288
DOID:8683	myeloid sarcoma	C0152276
DOID:8680	alcoholic gastritis	C0156076
DOID:8681	paraneoplastic polyneuropathy	C0270932
DOID:7350	thymic dysplasia	C1331541
DOID:0050459	hyperphosphatemia	C0085681
DOID:0050458	juvenile myelomonocytic leukemia	C0349639
DOID:6025	selective immunoglobulin deficiency disease	C1335942
DOID:7356	rectum sarcomatoid carcinoma	C1335689
DOID:8688	tonsillar pillar cancer	C0153385
DOID:6024	selective IgE deficiency disease	C0398694
DOID:8689	anorexia nervosa	C0003125
DOID:8687	skin carcinoma in situ	C0154073
DOID:8687	skin carcinoma in situ	C0154074
DOID:8687	skin carcinoma in situ	C0154077
DOID:8687	skin carcinoma in situ	C0154078
DOID:8687	skin carcinoma in situ	C0154079
DOID:8687	skin carcinoma in situ	C0154080
DOID:8687	skin carcinoma in situ	C0154081
DOID:8687	skin carcinoma in situ	C0347139
DOID:0050453	lissencephaly	C0266463
DOID:0050453	lissencephaly	C0266483
DOID:0050452	mevalonic aciduria	C0342731
DOID:0050452	mevalonic aciduria	C0398691
DOID:0050452	mevalonic aciduria	C1959626
DOID:0050451	Brugada syndrome	C1142166
DOID:0050451	Brugada syndrome	C1721096
DOID:0050451	Brugada syndrome	C1955837
DOID:0050450	Gitelman syndrome	C0268450
DOID:0050457	Sertoli cell-only syndrome	C1384583
DOID:0050456	Buruli ulcer disease	C0085568
DOID:0050454	periventricular nodular heterotopia	C1848213
DOID:0050454	periventricular nodular heterotopia	C1868720
DOID:6054	frontal sinus Schneiderian papilloma	C1333645
DOID:6053	pediatric germ cell cancer	C0279014
DOID:6050	esophageal disease	C0014852
DOID:7381	lymphohistiocytoid mesothelioma	C1334464
DOID:7380	squamous cell papilloma of skin	C0345983
DOID:6052	central nervous system childhood germ cell tumor	C0278754
DOID:0050449	pachyonychia congenita	C0265334
DOID:0050449	pachyonychia congenita	C1706595
DOID:0050449	pachyonychia congenita	C1721007
DOID:0050448	hereditary mucosal leukokeratosis	C1721005
DOID:7389	pulmonary artery leiomyosarcoma	C1335572
DOID:7388	pulmonary vein leiomyosarcoma	C1335575
DOID:6059	nasal vestibule papilloma	C0339826
DOID:0050441	mucosulfatidosis	C0268263
DOID:0050441	mucosulfatidosis	C1720864
DOID:0050440	familial partial lipodystrophy	C0271694
DOID:0050440	familial partial lipodystrophy	C1720859
DOID:0050440	familial partial lipodystrophy	C1720860
DOID:0050440	familial partial lipodystrophy	C1720861
DOID:0050445	X-linked hypophosphatemic rickets	C0733682
DOID:0050445	X-linked hypophosphatemic rickets	C1845168
DOID:0050445	X-linked hypophosphatemic rickets	C3540852
DOID:0050444	infantile Refsum disease	C0282527
DOID:6043	ciliary body spindle cell melanoma	C1333052
DOID:6041	choroid spindle cell melanoma	C1333027
DOID:7371	superficial urinary bladder cancer	C1336527
DOID:0050439	Usher syndrome	C0271097
DOID:0050439	Usher syndrome	C1568248
DOID:0050439	Usher syndrome	C1568249
DOID:0050439	Usher syndrome	C2931205
DOID:0050438	Frasier syndrome	C0950122
DOID:0050437	Danon disease	C0878677
DOID:0050436	mulibrey nanism	C0524582
DOID:7378	pituitary hypoplasia	C0948740
DOID:6048	telangiectatic glomangioma	C1336699
DOID:7379	adrenal medulla carcinoma	C1334717
DOID:0050431	arrhythmogenic right ventricular cardiomyopathy	C0349788
DOID:0050430	multiple endocrine neoplasia type 2A	C0025268
DOID:0050434	Andersen-Tawil syndrome	C1563715
DOID:0050433	fatal familial insomnia	C0206042
DOID:0050432	Asperger syndrome	C0236792
DOID:8651	Hodgkin's granuloma	C0019829
DOID:8651	Hodgkin's granuloma	C0152266
DOID:8651	Hodgkin's granuloma	C0152267
DOID:8651	Hodgkin's granuloma	C0220597
DOID:8651	Hodgkin's granuloma	C1266194
DOID:8651	Hodgkin's granuloma	C1334968
DOID:7320	ovarian serous cystadenofibroma	C0877572
DOID:0050428	nonepidermolytic palmoplantar keratoderma	C0022584
DOID:0050428	nonepidermolytic palmoplantar keratoderma	C3489771
DOID:7327	pseudosarcomatous fibromatosis	C0410005
DOID:8659	chickenpox	C0008049
DOID:0050427	xeroderma pigmentosum	C0043346
DOID:7326	cranial pseudosarcomatous fasciitis	C1333162
DOID:0050426	Stevens-Johnson syndrome	C0014518
DOID:0050426	Stevens-Johnson syndrome	C0038325
DOID:0050426	Stevens-Johnson syndrome	C1274933
DOID:0050426	Stevens-Johnson syndrome	C3658301
DOID:0050426	Stevens-Johnson syndrome	C3658302
DOID:9988	tertiary neurosyphilis	C0027927
DOID:0050425	restless legs syndrome	C0035258
DOID:7328	iris spindle cell melanoma	C1334287
DOID:9986	orbit lymphoma	C0271333
DOID:9987	orbit sarcoma	C1335131
DOID:0050429	Hailey-Hailey disease	C0085106
DOID:8654	Hodgkin's lymphoma, mixed cellularity	C0152266
DOID:0050424	familial adenomatous polyposis	C0032580
DOID:0050424	familial adenomatous polyposis	C2713442
DOID:0050424	familial adenomatous polyposis	C2713443
DOID:9971	hypervitaminosis D	C1442839
DOID:9972	hypervitaminosis A	C0020579
DOID:9970	obesity	C0028754
DOID:7315	Jewett-Marshall bladder cancer	C1336362
DOID:8649	tongue cancer	C0153349
DOID:8649	tongue cancer	C0153350
DOID:8649	tongue cancer	C0153351
DOID:8649	tongue cancer	C0153356
DOID:8649	tongue cancer	C0474963
DOID:8649	tongue cancer	C0496755
DOID:8649	tongue cancer	C0684333
DOID:8646	substance-induced psychosis	C0154334
DOID:9977	hallucinogen dependence	C0018528
DOID:9978	acute female pelvic peritonitis	C0269032
DOID:7312	breast adenomyoepithelial adenosis	C1511283
DOID:8644	gastroduodenitis	C0029800
DOID:9975	cocaine dependence	C0600427
DOID:8645	subacute delirium	C0154333
DOID:9976	heroin dependence	C0019337
DOID:9973	substance dependence	C0439857
DOID:8643	duodenitis	C0013298
DOID:9974	drug dependence	C0029792
DOID:7319	axonal neuropathy	C0270921
DOID:10873	Kuhnt-Junius degeneration	C0271084
DOID:7340	pediatric ovarian dysgerminoma	C1332988
DOID:8672	viral exanthem	C0029841
DOID:8670	eating disorder	C0013473
DOID:6018	adult central nervous system immature teratoma	C1332193
DOID:6017	central nervous system mature teratoma	C1332886
DOID:6019	central nervous system immature teratoma	C1332883
DOID:8677	perinatal necrotizing enterocolitis	C0520459
DOID:6016	adult central nervous system mature teratoma	C1332194
DOID:7347	ovarian stromal hyperthecosis	C1518743
DOID:8675	lymphosarcoma	C0024302
DOID:8675	lymphosarcoma	C0024304
DOID:8675	lymphosarcoma	C0024305
DOID:8675	lymphosarcoma	C0024306
DOID:8675	lymphosarcoma	C0079740
DOID:8675	lymphosarcoma	C0079741
DOID:8675	lymphosarcoma	C0079747
DOID:8675	lymphosarcoma	C0079757
DOID:8675	lymphosarcoma	C0079770
DOID:8675	lymphosarcoma	C3714542
DOID:6015	adult central nervous system teratoma	C1370506
DOID:10880	iliac vein thrombophlebitis	C0155772
DOID:10881	hand, foot and mouth disease	C0018572
DOID:10882	epidemic pleurodynia	C0032238
DOID:10883	herpangina	C0019338
DOID:10887	lepromatous leprosy	C0023348
DOID:9993	hypoglycemia	C0020615
DOID:8663	aryepiglottic fold cancer	C0153401
DOID:6001	breast fibrosarcoma	C1332630
DOID:7332	esophageal tuberculosis	C0152902
DOID:8660	postcricoid region cancer	C0496769
DOID:6000	congestive heart failure	C0018801
DOID:6000	congestive heart failure	C0018802
DOID:8661	lip carcinoma in situ	C0154058
DOID:6003	aleukemic leukemia cutis	C0887846
DOID:7334	nephrogenic adenoma	C0334039
DOID:7333	nephrogenic adenoma of urinary bladder	C1336892
DOID:6004	aleukemic leukemia	C0877858
DOID:10892	hypospadias	C0848558
DOID:9821	choroideremia	C0008525
DOID:0050508	variola major	C1812609
DOID:9822	partial central choroid dystrophy	C0339427
DOID:9820	central gyrate choroidal dystrophy	C0154898
DOID:9827	radioulnar synostosis	C0158761
DOID:9828	neonatal abstinence syndrome	C0027609
DOID:9828	neonatal abstinence syndrome	C1332133
DOID:14305	tuberculous empyema	C0014014
DOID:14308	skin epithelioid hemangioma	C0002989
DOID:1091	tooth disease	C0040435
DOID:1094	attention deficit hyperactivity disorder	C0041671
DOID:1094	attention deficit hyperactivity disorder	C0154629
DOID:1099	alpha thalassemia	C0002312
DOID:1098	fetal erythroblastosis	C0014761
DOID:9810	polyarteritis nodosa	C0031036
DOID:9811	partial circumpapillary choroid dystrophy	C0154895
DOID:9840	esotropia	C0014877
DOID:8516	pulmonary embolism and infarction	C0034066
DOID:9847	peripheral vertigo	C0029706
DOID:8517	acute cor pulmonale	C0155672
DOID:9848	endolymphatic hydrops	C0206586
DOID:8514	acute pulmonary heart disease	C0155671
DOID:8515	Cor pulmonale	C0034072
DOID:8512	puerperal pulmonary embolism	C0157540
DOID:9843	monofixation syndrome	C0339611
DOID:9841	hypotropia	C0152208
DOID:9842	total circumpapillary dystrophy of choroid	C0154896
DOID:9849	Meniere's disease	C0025281
DOID:8519	barbiturate abuse	C0154529
DOID:8505	dermatitis herpetiformis	C0011608
DOID:8506	bullous pemphigoid	C0030805
DOID:9837	hypertropia	C0020575
DOID:8503	impetigo herpetiformis	C1314968
DOID:9834	hyperopia	C0020490
DOID:8504	impetigo	C0021099
DOID:9835	refractive error	C0034951
DOID:8501	fundus dystrophy	C0854723
DOID:8502	bullous skin disease	C0079957
DOID:8500	hereditary retinal dystrophy	C0154860
DOID:8507	juvenile dermatitis herpetiformis	C0152092
DOID:9838	cyclotropia	C0152209
DOID:8508	subcorneal pustular dermatosis	C0600336
DOID:9839	accommodative esotropia	C0155336
DOID:1062	Fanconi syndrome	C0015624
DOID:1062	Fanconi syndrome	C0341703
DOID:2392	glandular cystitis	C0268837
DOID:1060	Hartnup disease	C0018609
DOID:1066	residual stage of open angle glaucoma	C0154944
DOID:1064	cystinosis	C2931187
DOID:1063	interstitial nephritis	C0027707
DOID:2394	ovarian cancer	C0919267
DOID:2394	ovarian cancer	C1140680
DOID:2394	ovarian cancer	C1299247
DOID:1067	open-angle glaucoma	C0017612
DOID:2382	kernicterus	C0022610
DOID:2384	Wernicke encephalopathy	C0043121
DOID:2383	neonatal jaundice	C0022353
DOID:1059	intellectual disability	C0025362
DOID:2388	renal artery disease	C0268790
DOID:1056	oculocerebrorenal syndrome	C0028860
DOID:1080	filariasis	C0016085
DOID:1082	dirofilariasis	C0012602
DOID:1081	mansonelliasis	C0024759
DOID:1088	meningocele	C0025299
DOID:9801	tuberculous peritonitis	C0041325
DOID:1085	Edwards syndrome	C0152096
DOID:1089	tethered spinal cord syndrome	C0080178
DOID:9809	hypersensitivity vasculitis	C0151436
DOID:9808	Goodpasture syndrome	C0403529
DOID:1073	renal hypertension	C0020544
DOID:1070	primary open angle glaucoma	C0339573
DOID:1076	chronic pyelonephritis	C0085697
DOID:1074	kidney failure	C0035078
DOID:1079	setariasis	C0036850
DOID:1022	pinta disease	C0031946
DOID:1022	pinta disease	C0153241
DOID:1022	pinta disease	C0153242
DOID:1022	pinta disease	C0153243
DOID:1022	pinta disease	C0153244
DOID:2352	hemochromatosis	C0018995
DOID:2351	iron metabolism disease	C0012715
DOID:3687	MELAS syndrome	C0162671
DOID:3688	plexopathy	C1335437
DOID:13050	corpus luteum cyst	C0156361
DOID:1025	tuberculoid leprosy	C0023351
DOID:1024	leprosy	C0023343
DOID:2355	anemia	C0002871
DOID:3683	lung benign neoplasm	C0024121
DOID:1023	borderline leprosy	C0023346
DOID:2354	myelophthisic anemia	C0002890
DOID:1029	familial periodic paralysis	C0030443
DOID:14384	parietal lobe neoplasm	C0153637
DOID:14384	parietal lobe neoplasm	C1263888
DOID:3689	brachial plexus neuritis	C0221759
DOID:3674	kidney rhabdoid cancer	C0854917
DOID:3675	childhood kidney neoplasm	C1333003
DOID:2340	craniosynostosis	C0010278
DOID:3677	pulmonary plasma cell granuloma	C0085269
DOID:14392	thrombophlebitis migrans	C0152250
DOID:2346	monoclonal paraproteinemia	C0026471
DOID:13060	traumatic glaucoma	C0339594
DOID:2345	plasma protein metabolism disease	C0029594
DOID:3671	pericoronitis	C0031055
DOID:2344	polyclonal hypergammaglobulinemia	C0154254
DOID:3672	rhabdoid cancer	C0206743
DOID:1019	osteomyelitis	C0008707
DOID:1019	osteomyelitis	C0158372
DOID:1019	osteomyelitis	C0158381
DOID:2349	arteriosclerosis	C0003850
DOID:2348	arteriosclerotic cardiovascular disease	C0004153
DOID:2348	arteriosclerotic cardiovascular disease	C3665365
DOID:14397	protozoal dysentery	C0152507
DOID:2347	generalized atherosclerosis	C0017327
DOID:13068	renal osteodystrophy	C0035086
DOID:1040	chronic lymphocytic leukemia	C0023434
DOID:2373	hereditary elliptocytosis	C0013902
DOID:2378	relapsing-remitting multiple sclerosis	C0751967
DOID:2377	multiple sclerosis	C0026769
DOID:13031	balanoposthitis	C0004691
DOID:13034	relapsing fever	C0035021
DOID:14365	systemic primary carnitine deficiency disease	C0342788
DOID:14365	systemic primary carnitine deficiency disease	C1260388
DOID:13033	balanitis	C0004690
DOID:13036	tick-borne relapsing fever	C0035022
DOID:13035	louse-borne relapsing fever	C0152061
DOID:13038	cicatricial lagophthalmos	C0155199
DOID:13037	mechanical lagophthalmos	C0155198
DOID:3690	brachial plexus neuropathy	C0700251
DOID:3691	anal colloid adenocarcinoma	C1332272
DOID:2364	post-thrombotic syndrome	C0032807
DOID:2364	post-thrombotic syndrome	C1135219
DOID:2364	post-thrombotic syndrome	C1135220
DOID:2364	post-thrombotic syndrome	C1135221
DOID:3696	acute sanguinous otitis media	C0395865
DOID:3697	acute transudative otitis media	C0271432
DOID:3698	bile duct mucinous adenocarcinoma	C0861856
DOID:2361	macrocytic anemia	C0002886
DOID:3699	uterine ligament mucinous adenocarcinoma	C1519869
DOID:1037	lymphoblastic leukemia	C0023448
DOID:2368	gangliosidosis	C0017083
DOID:3692	anal canal adenocarcinoma	C1332259
DOID:2367	neuroaxonal dystrophy	C0338473
DOID:3693	ampulla of Vater mucinous adenocarcinoma	C1332248
DOID:1035	natural killer cell leukemia	C1292777
DOID:2366	West Nile fever	C0043124
DOID:2365	West Nile encephalitis	C0751583
DOID:14374	norwegian scabies	C0028425
DOID:13042	persistent fetal circulation syndrome	C0031190
DOID:1039	prolymphocytic leukemia	C0023486
DOID:13046	acute sphenoidal sinusitis	C0155807
DOID:3641	conus medullaris neoplasm	C1333153
DOID:4972	myelodysplastic/myeloproliferative neoplasm	C1301355
DOID:3642	empty sella syndrome	C0014008
DOID:3643	sella turcica neoplasm	C0748616
DOID:4974	actinobacillosis	C0001247
DOID:3644	hypothalamic neoplasm	C0020659
DOID:2312	nocardiosis	C0028242
DOID:4970	prosopagnosia	C0234512
DOID:3640	central nervous system teratoma	C1332895
DOID:4971	myelofibrosis	C0001815
DOID:4971	myelofibrosis	C0026987
DOID:3649	pyruvate decarboxylase deficiency	C0034345
DOID:2316	brain ischemia	C0007786
DOID:2314	malt worker's lung	C0155888
DOID:13014	shipyard eye	C0014493
DOID:4976	elephantiasis	C0013882
DOID:3646	necrosis of pituitary	C0271558
DOID:4977	lymphedema	C0024236
DOID:4961	bone marrow disease	C0005956
DOID:4962	pericardial tuberculosis	C0031049
DOID:3633	beta-mannosidosis	C4048196
DOID:4964	neurotic disorder	C0011579
DOID:4964	neurotic disorder	C0027932
DOID:4964	neurotic disorder	C0282126
DOID:2301	atrophy of prostate	C0156296
DOID:14350	suppurative thyroiditis	C0040150
DOID:2300	spondylolysis	C0038018
DOID:4960	bone marrow cancer	C0027022
DOID:4969	Gerstmann syndrome	C0017494
DOID:14351	Riedel's fibrosing thyroiditis	C1335787
DOID:3639	spinal cord intramedullary teratoma	C1334259
DOID:14353	acute thyroiditis	C0001360
DOID:2303	stereotypic movement disorder	C0038273
DOID:13025	retinopathy of prematurity	C0035344
DOID:3635	congenital myasthenic syndrome	C0751882
DOID:13027	transient global amnesia	C0338591
DOID:13026	lobomycosis	C0152066
DOID:3637	childhood spinal cord tumor	C1134515
DOID:4968	Nelson syndrome	C0027577
DOID:14319	pleuropneumonia	C0032241
DOID:3663	cutaneous mastocytosis	C1136033
DOID:4994	adenomyoma of uterine corpus	C1336903
DOID:3664	mast cell neoplasm	C0334664
DOID:4995	cervical adenomyoma	C1516404
DOID:3665	diffuse cutaneous mastocytosis	C0024901
DOID:4997	Camurati-Engelmann disease	C0011989
DOID:4990	essential tremor	C0270736
DOID:1003	pelvic inflammatory disease	C0242172
DOID:3660	wheat allergy	C0949570
DOID:4991	optic nerve astrocytoma	C1335114
DOID:4991	optic nerve astrocytoma	C1336971
DOID:1002	endometritis	C0014179
DOID:4992	optic nerve glioma	C0346326
DOID:4993	atypical polypoid adenomyoma	C1300347
DOID:2339	Crouzon syndrome	C0010273
DOID:2338	mandibular cancer	C0024694
DOID:2338	mandibular cancer	C0153511
DOID:1005	endometrial disease	C0151622
DOID:14320	generalized anxiety disorder	C0270549
DOID:14323	Marfan syndrome	C0024796
DOID:4998	trichorhinophalangeal syndrome type II	C0023003
DOID:14325	mixed malaria	C0153121
DOID:3669	intermittent claudication	C0021775
DOID:14324	Plasmodium malariae malaria	C0024536
DOID:2320	obstructive lung disease	C0600260
DOID:3652	Leigh disease	C0023264
DOID:4985	extraosseous Ewings sarcoma-primitive neuroepithelial tumor	C0279980
DOID:4986	nonparalytic poliomyelitis	C0152998
DOID:3650	lactic acidosis	C0001125
DOID:2321	dyspepsia	C0013395
DOID:3651	pyruvate carboxylase deficiency disease	C0034341
DOID:14330	Parkinson's disease	C0030567
DOID:2327	viral gastritis	C0563238
DOID:13001	carotid stenosis	C0007282
DOID:14332	postencephalitic Parkinson disease	C0030568
DOID:2326	gastroenteritis	C0017160
DOID:13003	vertebrobasilar insufficiency	C0042568
DOID:13002	subclavian steal syndrome	C0038531
DOID:4988	alcoholic pancreatitis	C0376670
DOID:13005	intra-abdominal lymph node mast cell malignancy	C0153844
DOID:14336	estrogen excess	C0154209
DOID:4989	pancreatitis	C0030305
DOID:3659	sialuria	C0342853
DOID:3720	extramedullary plasmacytoma	C0278619
DOID:3721	plasmacytoma	C0032131
DOID:3728	acute allergic sanguinous otitis media	C0155420
DOID:3722	solitary osseous plasmacytoma	C0272256
DOID:3723	solitary plasmacytoma of chest wall	C1332936
DOID:10742	cerebral lipidosis	C0007788
DOID:10744	broad ligament malignant neoplasm	C0346866
DOID:3709	rectum mucinous adenocarcinoma	C0279652
DOID:10747	lymphoid leukemia	C0152271
DOID:3710	bladder colloid adenocarcinoma	C1511193
DOID:3716	mucinous stomach adenocarcinoma	C1334809
DOID:3717	gastric adenocarcinoma	C0278701
DOID:3711	bladder adenocarcinoma	C0279682
DOID:3713	ovary adenocarcinoma	C0948216
DOID:10718	giardiasis	C0017536
DOID:10719	toxic diffuse goiter	C0154138
DOID:3740	vulva verrucous carcinoma	C1336983
DOID:3741	bladder verrucous squamous cell carcinoma	C1511208
DOID:3742	bladder squamous cell carcinoma	C0279681
DOID:3743	cervical verrucous carcinoma	C1516435
DOID:2411	granular cell tumor	C0085167
DOID:2410	skin granular cell tumor	C0346060
DOID:3748	esophagus squamous cell carcinoma	C0279626
DOID:3749	urethral verrucous carcinoma	C1519827
DOID:3744	cervical squamous cell carcinoma	C0279671
DOID:3747	esophagus verrucous carcinoma	C1333470
DOID:2401	clitoris cancer	C0153589
DOID:2401	clitoris cancer	C1333070
DOID:3737	verrucous carcinoma	C0206706
DOID:2409	rhinosporidiosis	C0035469
DOID:3733	theileriasis	C0039753
DOID:7280	congenital epulis	C0376319
DOID:7284	Skene gland carcinoma	C1335352
DOID:7284	Skene gland carcinoma	C1527427
DOID:7289	secretory uterine corpus endometrioid adenocarcinoma	C1336907
DOID:14284	patellofemoral pain syndrome	C0877149
DOID:14283	primary hypertrophic osteoarthropathy	C0029411
DOID:14286	neurogenic arthropathy	C0003892
DOID:3704	fallopian tube mucinous adenocarcinoma	C1517119
DOID:3705	fallopian tube mucinous tumor	C1517120
DOID:3706	fallopian tube adenocarcinoma	C1333590
DOID:14287	brawny scleritis	C0155356
DOID:3707	endometrial mucinous adenocarcinoma	C1519859
DOID:3700	uterine ligament adenocarcinoma	C1519866
DOID:14289	Ebstein anomaly	C0013481
DOID:3701	cervical mucinous adenocarcinoma	C1332919
DOID:3702	cervical adenocarcinoma	C0279672
DOID:3703	prostate colloid adenocarcinoma	C1335513
DOID:7297	childhood extraosseous osteosarcoma	C1332968
DOID:7293	mucin-rich endometrial endometrioid adenocarcinoma	C1513711
DOID:14291	LEOPARD syndrome	C0175704
DOID:14292	vulvar dystrophy	C0013426
DOID:0050596	taeniasis	C0152073
DOID:0050597	intestinal schistosomiasis	C0036329
DOID:0050597	intestinal schistosomiasis	C0036330
DOID:0050597	intestinal schistosomiasis	C0276932
DOID:0050591	tooth agenesis	C0399352
DOID:7242	uterine corpus cellular leiomyoma	C1519845
DOID:8574	lichen disease	C0023643
DOID:7241	uterine corpus apoplectic leiomyoma	C1519852
DOID:7244	bladder urachal urothelial carcinoma	C1511207
DOID:8573	lichen nitidus	C0162849
DOID:7246	lymphoepithelioma-like acinar prostate adenocarcinoma	C1515864
DOID:8578	soft palate cancer	C0153376
DOID:8577	ulcerative colitis	C0009324
DOID:8577	ulcerative colitis	C0375359
DOID:0050589	inflammatory bowel disease	C0021390
DOID:0050580	hereditary lymphedema	C1313885
DOID:7231	pediatric CNS embryonal cell carcinoma	C1377605
DOID:7230	postgerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma	C1333037
DOID:8564	lip cancer	C0153340
DOID:8564	lip cancer	C0153346
DOID:8564	lip cancer	C0153347
DOID:7233	adult central nervous system embryonal carcinoma	C1370503
DOID:9892	median arcuate ligament syndrome	C0152098
DOID:7232	central nervous system embryonal carcinoma	C1333377
DOID:9893	periodontosis	C0600298
DOID:7235	pancreatic mucinous cystadenoma	C1518872
DOID:8567	Hodgkin's lymphoma	C0019829
DOID:9898	villonodular synovitis	C0158168
DOID:7234	pancreatic colloid cystadenocarcinoma	C1335308
DOID:8568	infectious mononucleosis	C0021345
DOID:7237	pancreatic non-invasive mucinous cystadenocarcinoma	C1518874
DOID:7236	pancreatic invasive mucinous cystadenocarcinoma	C1518870
DOID:8566	herpes simplex	C0019348
DOID:8596	scarlet fever	C0036285
DOID:8596	scarlet fever	C0343487
DOID:7263	selective IgD deficiency disease	C0398695
DOID:7266	familiar fallopian tube carcinoma	C1512418
DOID:8593	chronic monocytic leukemia	C0023466
DOID:8590	acute vascular insufficiency of intestine	C0001363
DOID:7267	lung clear cell carcinoma	C0345959
DOID:7269	cribriform variant testicular seminoma	C1515292
DOID:8584	Burkitt lymphoma	C0006413
DOID:8580	malignant histiocytosis	C0019623
DOID:0050557	congenital muscular dystrophy	C2937300
DOID:10773	bubonic plague	C0282312
DOID:10778	fiedler's myocarditis	C0155689
DOID:10779	septic myocarditis	C0155690
DOID:9861	miliary tuberculosis	C0041321
DOID:7206	melanomatosis	C1334691
DOID:8538	reticulosarcoma	C0024302
DOID:9869	hereditary fructose intolerance syndrome	C0016751
DOID:8536	herpes zoster	C0019360
DOID:9867	toxic maculopathy	C0271086
DOID:7207	lung combined large cell neuroendocrine carcinoma	C1333122
DOID:9868	intestinal disaccharidase deficiency	C0021830
DOID:7202	intermediate malignant teratoma	C0334522
DOID:8534	gastroesophageal reflux disease	C0017168
DOID:8533	hypopharynx cancer	C0153398
DOID:8533	hypopharynx cancer	C0496770
DOID:10780	primary polycythemia	C0152264
DOID:10782	mesenteric lymphadenitis	C0025469
DOID:10783	methemoglobinemia	C0025637
DOID:10787	premature menopause	C0025322
DOID:8527	monocytic leukemia	C0153903
DOID:9858	deep keratitis	C0155087
DOID:9856	congenital syphilis	C0039131
DOID:0050535	exudative vitreoretinopathy	C0004608
DOID:9857	interstitial keratitis	C0155088
DOID:9854	lingual-facial-buccal dyskinesia	C0152115
DOID:0050539	Charcot-Marie-Tooth disease type 2	C0392553
DOID:10790	chronic frontal sinusitis	C0008683
DOID:0050534	congenital stationary night blindness	C1306122
DOID:10791	frontal sinusitis	C0016735
DOID:10792	chronic maxillary sinusitis	C0008698
DOID:10793	chronic sphenoidal sinusitis	C0008712
DOID:10794	sphenoid sinusitis	C0037886
DOID:10754	otitis media	C0029882
DOID:10755	petrositis	C0155448
DOID:10755	petrositis	C0155449
DOID:10755	petrositis	C0155450
DOID:8552	chronic myeloid leukemia	C0023473
DOID:9883	Becker muscular dystrophy	C0699741
DOID:8553	pyoderma gangrenosum	C0085652
DOID:9884	muscular dystrophy	C0026850
DOID:7221	gallbladder papillary carcinoma	C1333753
DOID:9880	cardiovascular syphilis	C0029751
DOID:0110636	congenital merosin-deficient muscular dystrophy 1A	C1263858
DOID:7224	spinal meninges cancer	C0153647
DOID:8556	vallecula cancer	C0153386
DOID:7223	breast giant fibroadenoma	C0346157
DOID:8557	oropharynx cancer	C0153382
DOID:8557	oropharynx cancer	C0153388
DOID:8557	oropharynx cancer	C0153389
DOID:8557	oropharynx cancer	C0153390
DOID:9888	alternating esotropia	C0152205
DOID:0050523	adult T-cell leukemia	C0023493
