ORPHANET_ID	ORPHANET_NAME	PARENT_ORPHANET_ID
2611	Linear verrucous nevus syndrome	89826
231393	Beta-thalassemia-X-linked thrombocytopenia syndrome	97992
809	Mixed connective tissue disease	98023
231386	Beta-thalassemia with other manifestations	
231256	Beta-thalassemia-trichothiodystrophy syndrome	
1309	Medullary sponge kidney	93890
231249	Hemoglobin E-beta-thalassemia syndrome	97992
231242	Hemoglobin C-beta-thalassemia syndrome	97992
2197	Idiopathic hypercalciuria	93626
231237	Delta-beta-thalassemia	97992
231230	Beta-thalassemia associated with another hemoglobin anomaly	
231226	Dominant beta-thalassemia	97992
18	Distal renal tubular acidosis	93626
231222	Beta-thalassemia intermedia	97992
160	Castleman disease	97992
231214	Beta-thalassemia major	97992
2841	Familial benign chronic pemphigus	89826
231183	Usher syndrome type 3	93890
347	Frasier syndrome	93626
231178	Usher syndrome type 2	93890
1670	Chronic diarrhea with villous atrophy	97935
231154	Combined immunodeficiency due to partial RAG1 deficiency	98004
2596	Myopathy and diabetes mellitus	98006
2966	Properdin deficiency	98004
231160	Familial cerebral saccular aneurysm	98006
231169	Usher syndrome type 1	93890
231137	Silver-Russell syndrome due to 7p11.2p13 microduplication	93890
231140	Silver-Russell syndrome due to an imprinting defect of 11p15	93890
231144	Silver-Russell syndrome due to 11p15 microduplication	93890
2194	Anti-HLA hyperimmunization	98004
231147	Silver-Russell syndrome due to maternal uniparental disomy of chromosome 11	93890
231120	Beckwith-Wiedemann syndrome due to CDKN1C mutation	93890
231127	Beckwith-Wiedemann syndrome due to 11p15 microdeletion	93890
231130	Beckwith-Wiedemann syndrome due to 11p15 translocation/inversion	93890
231080	High-grade dysplasia in patients with Barrett esophagus	280879
231108	Familial rhabdoid tumor	250908
405	Familial hypocalciuric hypercalcemia	97978
231111	Drug-induced lupus erythematosus	98023
231117	Beckwith-Wiedemann syndrome due to imprinting defect of 11p15	93890
1223	Balantidiasis	68416
231040	Familial generalized lentiginosis	89826
3318	Essential thrombocythemia	97992
230857	Ehlers-Danlos/osteogenesis imperfecta syndrome	98023
230851	Cardiac-valvular Ehlers-Danlos syndrome	98023
231031	Erythema palmare hereditarium	89826
913	Zollinger-Ellison syndrome	97978
231013	Congenital trigeminal anesthesia	98006
230800	Toxin-mediated infectious botulism	68416
230845	Vascular-like classical Ehlers-Danlos syndrome	
82	Hereditary thrombophilia due to congenital antithrombin deficiency	97992
230839	Classical-like Ehlers-Danlos syndrome type 1	98023
519	Acute myeloid leukemia	
233655	Rare genetic vascular disease	
235832	Congenital vascular bone syndrome	
235936	Familial hyperaldosteronism	
238305	Infundibulo-neurohypophysitis	97978
238269	AApoAII amyloidosis	93626
238446	15q11q13 microduplication syndrome	93890
238329	Severe X-linked mitochondrial encephalomyopathy	98006
231573	Congenital erosive and vesicular dermatosis	89826
231580	Primary unilateral adrenal hyperplasia	97978
231556	Late-onset localized junctional epidermolysis bullosa-intellectual disability syndrome	89826
231568	Generalized dominant dystrophic epidermolysis bullosa	89826
231632	Ectopic aldosterone-producing tumor	97978
231637	Rare surgically correctable form of primary aldosteronism	
231625	Adrenocortical carcinoma with pure aldosterone hypersecretion	97978
1900	Kyphoscoliotic Ehlers-Danlos syndrome due to lysyl hydroxylase 1 deficiency	98023
231671	Isolated growth hormone deficiency type IB	97978
286	Vascular Ehlers-Danlos syndrome	98023
231679	Isolated growth hormone deficiency type II	97978
231641	Rare non surgically correctable form of primary aldosteronism	
285	Hypermobile Ehlers-Danlos syndrome	98023
231662	Isolated growth hormone deficiency type IA	97978
231736	Microcornea-posterior megalolenticonus-persistent fetal vasculature-coloboma syndrome	97966
231742	Epibulbar lipodermoid-preauricular appendage-polythelia syndrome	93890
257	Epidermolysis bullosa simplex with muscular dystrophy	89826
1901	Dermatosparaxis Ehlers-Danlos syndrome	98023
231692	Isolated growth hormone deficiency type III	97978
231720	Non-acquired combined pituitary hormone deficiency-sensorineural hearing loss-spine abnormalities syndrome	97978
1899	Arthrochalasia Ehlers-Danlos syndrome	98023
839	Congenital nephrotic syndrome, Finnish type	93626
232035	Infectious embryofetopathy	
231957	Disease associated with a genetic susceptibility or tested for a biomarker	
531	Miller-Dieker syndrome	93890
3394	Soft tissue sarcoma	
1084	Isolated lissencephaly type 1 without known genetic defects	93890
232288	Alpha-thalassemia-related diseases	
1083	Microlissencephaly	93890
452	X-linked lissencephaly with abnormal genitalia	93890
238750	4q21 microdeletion syndrome	93890
238755	Autosomal dominant limb-girdle muscular dystrophy type 1H	98006
238763	Glaucoma secondary to spherophakia/ectopia lentis and megalocornea	97966
238696	Transient congenital hypothyroidism due to maternal factor	
238699	Transient congenital hypothyroidism due to neonatal factor	
238722	Familial congenital mirror movements	98006
238744	Mammary-digital-nail syndrome	93890
238766	Ptosis-syndactyly-learning difficulties syndrome	
238769	1q44 microdeletion syndrome	93890
238510	Lymphoproliferative syndrome	
238517	Hypotonia-cystinuria type 1 syndrome	
238505	Combined immunodeficiency due to CD27 deficiency	98004
238468	Hypohidrotic ectodermal dysplasia	93890
238475	Familial hypercholanemia	68367
238455	Infantile dystonia-parkinsonism	98006
238459	SLC35A1-CDG	68367
238578	Familial clubfoot due to 17q23.1q23.2 microduplication	93890
238583	Hyperphenylalaninemia due to tetrahydrobiopterin deficiency	68367
238557	Chuvash erythrocytosis	97992
238569	Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome	97935
238547	Acquired secondary polycythemia	
238523	Atypical hypotonia-cystinuria syndrome	68367
238536	Congenital secondary polycythemia	
238637	Megacystis-megaureter syndrome	101433
238624	Idiopathic intracranial hypertension	98006
238621	Ileal pouch anal anastomosis related faecal incontinence	
238613	Beckwith-Wiedemann syndrome due to NSD1 mutation	93890
238606	Primary orthostatic tremor	98006
238593	IgG4-related mesenteritis	165711
238688	Neonatal iodine exposure	97978
238670	Isolated thyrotropin-releasing hormone deficiency	97978
238666	Isolated congenital hypogonadotropic hypogonadism	
238654	Congenital primary megaureter, nonrefluxing and unobstructed form	101433
238650	Congenital primary megaureter, refluxing form	101433
238646	Congenital primary megaureter, obstructed form	101433
238642	Primary megaureter, adult-onset form	101433
240885	Irinotecan toxicity	
240887	Isoniazid toxicity	
240869	Efavirenz toxicity	
240867	Codeine toxicity	
240871	Flucloxacilline toxicity	
240921	Voriconazole toxicity	
240905	Raltegravir toxicity	
240371	Syndromic obesity	
240071	Classic progressive supranuclear palsy syndrome	98006
240112	Progressive supranuclear palsy-progressive non-fluent aphasia syndrome	98006
240103	Progressive supranuclear palsy-corticobasal syndrome	98006
240094	Progressive supranuclear palsy-pure akinesia with gait freezing syndrome	98006
240085	Progressive supranuclear palsy-parkinsonism syndrome	98006
240863	Cisplatin toxicity	
240839	5-fluorouracil toxicity	
240841	Abacavir toxicity	
240760	Nijmegen breakage syndrome-like disorder	93890
240845	Allopurinol toxicity	
241043	Tacrolimus dose selection	
240947	Resistance to tamoxifene	
240935	Resistance to clopidogrel	
331226	Susceptibility to infection due to TYK2 deficiency	98004
331223	Hyper-IgE syndrome	
331235	Selective IgM deficiency	98004
331232	Immunodeficiency with isotype or light chain deficiencies with normal number of B-cells	
331244	Other immunodeficiency syndrome with predominantly antibody defects	
331240	Immunodeficiency with severe reduction in serum IgG and IgA with normal/elevated IgM and normal number of B-cells	
331249	Immunodeficiency syndrome with hypopigmentation	
331176	Autosomal recessive severe congenital neutropenia due to G6PC3 deficiency	98004
331184	Constitutional neutropenia with extra-hematopoietic manifestations	
331187	Immunodeficiency due to MASP-2 deficiency	98004
331190	Immunodeficiency due to ficolin3 deficiency	98004
331193	Other immunodeficiency syndromes due to defects in innate immunity	
331206	Severe combined immunodeficiency due to complete RAG1/2 deficiency	98004
331217	Syndrome with combined immunodeficiency	
331220	Immunodeficiency due to absence of thymus	
330206	Genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability	
330197	Genetic multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome	
330064	Chronic actinic dermatitis	89826
329998	Lymphomatous meningitis	280879
330001	Wild type ATTR amyloidosis	98023
329977	Classic neuroendocrine tumor of appendix	250908
329984	Goblet cell carcinoma	250908
330012	High altitude pulmonary edema	280879
330015	Lead poisoning	108999
330009	Poliomyelitis in patients with immunodeficiencies deemed at risk	280879
330032	Hemoglobin Lepore-beta-thalassemia syndrome	97992
330041	Hemoglobin M disease	97992
330021	Mercury poisoning	108999
330029	Hypotrichosis-deafness syndrome	89826
330058	Hydroa vacciniforme	89826
330061	Actinic prurigo	89826
330050	DNM1L-related encephalopathy due to mitochondrial and peroxisomal fission defect	98006
330054	Congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome	98006
329813	Mosaic genome-wide paternal uniparental disomy	93890
329802	5p13 microduplication syndrome	93890
329883	Non-hypoproteinemic hypertrophic gastropathy	97935
329874	Idiopathic giant cell myocarditis	97929
329475	Spastic paraplegia-Paget disease of bone syndrome	98006
329481	Lipoprotein glomerulopathy	93626
329478	Adult-onset distal myopathy due to VCP mutation	98006
329942	Transient neonatal multiple acyl-CoA dehydrogenase deficiency	68367
329931	C3 glomerulonephritis	93626
329971	Generalized juvenile polyposis/juvenile polyposis coli	97935
329967	Intermittent hydrarthrosis	98023
329894	Juvenile overlap myositis	98006
329888	Juvenile idiopathic inflammatory myopathy	
329918	C3 glomerulopathy	93626
329903	Immunoglobulin-mediated membranoproliferative glomerulonephritis	93626
329308	Fatty acid hydroxylase-associated neurodegeneration	98006
329314	Adult-onset multiple mitochondrial DNA deletion syndrome due to DGUOK deficiency	68367
329319	Thrombocythemia with distal limb defects	93890
329324	Inverse Klippel-Trénaunay syndrome	93890
329284	Beta-propeller protein-associated neurodegeneration	98006
329303	PLA2G6-associated neurodegeneration	
329457	Distal arthrogryposis type 5D	93890
329466	Autosomal dominant focal dystonia, DYT25 type	98006
329469	Acute megakaryoblastic leukemia without Down syndrome	250908
329329	Autosomal recessive frontotemporal pachygyria	93890
329332	Microcephaly-cerebellar hypoplasia-cardiac conduction defect syndrome	98006
329336	Adult-onset chronic progressive external ophthalmoplegia with mitochondrial myopathy	68367
329341	Limbic encephalitis with DPP6 antibodies	98006
329228	Microcephalic primordial dwarfism due to ZNF335 deficiency	93419
329224	Intellectual disability-craniofacial dysmorphism-cryptorchidism syndrome	93890
329217	Cerebral sinovenous thrombosis	98028
329211	Autosomal dominant neovascular inflammatory vitreoretinopathy	97966
329195	Developmental delay with autism spectrum disorder and gait instability	98006
329191	Tall stature-scoliosis-macrodactyly of the great toes syndrome	93890
329178	Congenital muscular dystrophy with intellectual disability and severe epilepsy	68367
329258	Autosomal dominant Charcot-Marie-Tooth disease type 2Q	98006
329255	Blepharophimosis-intellectual disability syndrome due to UBE3B deficiency	
329252	Spondylocostal dysostosis-hypospadias-intellectual disability syndrome	93890
329249	Severe early-onset obesity-insulin resistance syndrome due to SH2B1 deficiency	97978
329242	Congenital chronic diarrhea with protein-losing enteropathy	97935
329235	X-linked central congenital hypothyroidism with late-onset testicular enlargement	97978
329173	Autoinflammatory syndrome with pyogenic bacterial infection and amylopectinosis	98004
325697	Genetic 46,XX disorder of sex development	
325690	Genetic disorder of sex development	
325713	Genetic 46,XY disorder of sex development of endocrine origin	
325706	Genetic 46,XY disorder of sex development	
325638	Syndrome with disorder of sex development of gynecological interest	
325665	Genetic disorder of sex development of gynecological interest	
325620	Disorder of sex development of gynecological interest	
325632	46,XY disorder of sex development of gynecological interest	
329	Congenital factor XI deficiency	97992
1243	Best vitelliform macular dystrophy	97966
325511	46,XY disorder of sex development due to a cholesterol synthesis defect	
325524	Classic congenital lipoid adrenal hyperplasia due to STAR deficency	93890
325357	46,XY disorder of sex development due to impaired androgen production	
325448	Leydig cell hypoplasia due to LHB deficiency	93890
325546	Sex chromosome disorder of sex development	
325529	Non-classic congenital lipoid adrenal hyperplasia due to STAR deficency	93890
325537	46,XY disorder of sex development induced by maternal exposure to endocrine disruptors	
325124	Testicular agenesis	93890
325118	46,XY disorder of gonadal development	
325351	46,XY disorder of sex development of endocrine origin	
325345	46,XY ovotesticular disorder of sex development	93890
325055	46,XX disorder of gonadal development	
325109	Syndrome with 46,XX disorder of sex development	
325099	46,XX disorder of sex development induced by exogenous maternal-derived androgen	
325093	46,XX disorder of sex development induced by endogenous maternal-derived androgen	
325061	46,XX disorder of sex development induced by fetoplacental androgens excess	
324999	JMP syndrome	98023
325004	CANDLE syndrome	98023
324960	Unexplained periodic fever syndrome of childhood	
324964	Chronic nonbacterial osteomyelitis/Chronic recurrent multifocal osteomyelitis	98023
324972	MAGIC syndrome	98023
324977	Proteasome disability syndrome	98023
324939	Periodic fever syndrome of childhood	
324942	Pyogenic autoinflammatory syndrome of childhood	
324950	Granulomatous autoinflammatory syndrome of childhood	
324953	Unclassified autoinflammatory syndrome of childhood	
324927	Pyogenic autoinflammatory syndrome	
324930	Granulomatous autoinflammatory syndrome	
324933	Mixed autoinflammatory and autoimmune syndrome	
324936	Unclassified autoinflammatory syndrome	
324764	Trichorhinophalangeal syndrome	
324761	Microcephalic primordial dwarfism	
324924	Hereditary periodic fever syndrome	
324767	Non-familial rare disease with dilated cardiomyopathy	
324718	ABetaA21G amyloidosis	98006
324713	ABeta amyloidosis, Italian type	98006
324737	SRD5A3-CDG	68367
324723	ABeta amyloidosis, Arctic type	98006
324648	Invasive non-typhoidal salmonellosis	68416
324636	Autoerythrocyte sensitization syndrome	98004
324708	ABeta amyloidosis, Iowa type	98006
324703	ABetaL34V amyloidosis	98006
324611	Autosomal dominant Charcot-Marie-Tooth disease type 2 due to KIF5A mutation	98006
324604	Classic multiminicore myopathy	98006
324632	Hendra virus infection	68416
324625	Chikungunya	68416
324588	Familial dyskinesia and facial myokymia	98006
324601	X-linked cleft palate and ankyloglossia	93890
324581	Benign Samaritan congenital myopathy	98006
324585	Autosomal dominant intermediate Charcot-Marie-Tooth disease with neuropathic pain	98006
324569	Pontocerebellar hypoplasia type 8	93890
324575	Hyperinsulinism due to HNF1A deficiency	68367
324540	Aphonia-deafness-retinal dystrophy-bifid halluces-intellectual disability syndrome	93890
324561	Hypopigmentation-punctate palmoplantar keratoderma syndrome	89826
324530	Autoinflammation-PLCG2-associated antibody deficiency-immune dysregulation	98004
324535	Combined oxidative phosphorylation defect type 11	68367
324525	Hypertrophic cardiomyopathy and renal tubular disease due to mitochondrial DNA mutation	68367
324442	Autosomal recessive axonal neuropathy with neuromyotonia	98006
324416	Muscular hypertrophy-hepatomegaly-polyhydramnios syndrome	93890
324422	ALG13-CDG	68367
324410	X-linked intellectual disability-cardiomegaly-congestive heart failure syndrome	93890
324381	Hereditary inclusion body myopathy type 4	98006
324364	Mixed sclerosing bone dystrophy with extra-skeletal manifestations	93419
324353	Congenital achiasma	98006
324321	Sinoatrial node dysfunction and deafness	98036
324313	9p13 microdeletion syndrome	93890
324307	Severe lateral tibial bowing with short stature	93419
324299	Multiple paragangliomas associated with polycythemia	97978
324294	T-cell immunodeficiency with epidermodysplasia verruciformis	98004
324290	Early-onset Lafora body disease	98006
320716	Rare disorders	
322126	Genetic tumor of hematopoietic and lymphoid tissues	
324262	Autosomal recessive congenital cerebellar ataxia due to MGLUR1 deficiency	98006
319719	Autoinflammatory syndrome of childhood	
320317	Cleft lip/palate-ectodermal dysplasia syndrome	
320332	X-linked pure spastic paraplegia	
320335	Pure or complex hereditary spastic paraplegia	
320342	Pure or complex autosomal dominant spastic paraplegia	
320346	Pure or complex autosomal recessive spastic paraplegia	
320350	Pure or complex X-linked spastic paraplegia	
320360	MT-ATP6-related mitochondrial spastic paraplegia	98006
320355	Autosomal dominant spastic paraplegia type 41	98006
320370	Autosomal recessive spastic paraplegia type 43	98006
320365	Autosomal dominant spastic paraplegia type 36	98006
320380	Autosomal recessive spastic paraplegia type 54	98006
320375	Autosomal recessive spastic paraplegia type 55	98006
320391	Autosomal recessive spastic paraplegia type 46	98006
320385	Hereditary sensory and autonomic neuropathy due to TECPR2 mutation	98006
320401	Autosomal recessive spastic paraplegia type 44	98006
320396	Autosomal recessive spastic paraplegia type 45	98006
320411	Autosomal recessive spastic paraplegia type 56	98006
320406	Spastic paraplegia-optic atrophy-neuropathy syndrome	98006
319543	Autosomal dominant mendelian susceptibility to mycobacterial diseases due to a partial deficiency	
319547	Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR2 deficiency	98004
319535	Autosomal recessive mendelian susceptibility to mycobacterial diseases due to a complete deficiency	
319539	Autosomal recessive mendelian susceptibility to mycobacterial diseases due to a partial deficiency	
319519	Combined oxidative phosphorylation defect type 14	68367
319524	Combined oxidative phosphorylation defect type 15	68367
319509	Combined oxidative phosphorylation defect type 9	68367
319514	Combined oxidative phosphorylation defect type 13	68367
319589	Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency	98004
319595	Mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency	98004
319574	Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency	98004
319581	Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency	98004
319563	Mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency	98004
319569	Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency	98004
319552	Mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency	98004
319558	Mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency	98004
319651	Constitutional megaloblastic anemia with severe neurologic disease	97992
319646	PGM1-CDG	68367
319640	Retinal macular dystrophy type 2	97966
319635	Amyloidosis cutis dyschromia	89826
319623	X-linked mendelian susceptibility to mycobacterial diseases due to CYBB deficiency	98004
319612	X-linked mendelian susceptibility to mycobacterial diseases due to IKBKG deficiency	98004
319605	X-linked mendelian susceptibility to mycobacterial diseases	98004
319600	Mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency	98004
319678	Encephalopathy-hypertrophic cardiomyopathy-renal tubular disease syndrome	68367
319675	Microcephalic primordial dwarfism, Dauber type	93419
319671	Microcephalic primordial dwarfism, Alazami type	93419
319667	Primary lymphoma of the conjunctiva	97966
319254	Kyasanur forest disease	68416
319266	Omsk hemorrhagic fever	68416
319269	Susceptibility/resistance to HIV infection	
319276	Clear cell renal carcinoma	250908
319239	Brazilian hemorrhagic fever	68416
319244	Chapare hemorrhagic fever	68416
319247	Hantavirus pulmonary syndrome	68416
319251	Rift valley fever	68416
319319	Renal medullary carcinoma	250908
319322	Mucinous tubular and spindle cell renal carcinoma	250908
319325	Tubulocystic renal cell carcinoma	250908
319287	Multilocular cystic renal neoplasm of low malignant potential	250908
319298	Papillary renal cell carcinoma	250908
319303	Chromophobe renal cell carcinoma	250908
319308	MiT family translocation renal cell carcinoma	250908
319332	Autosomal recessive myogenic arthrogryposis multiplex congenita	98006
319328	Inherited renal cancer-predisposing syndrome	
319340	Carney complex-trismus-pseudocamptodactyly syndrome	93890
319487	Familial papillary or follicular thyroid carcinoma	250908
319480	Acute myeloid leukemia with CEBPA somatic mutations	250908
319504	Combined oxidative phosphorylation defect type 8	68367
319494	Familial nonmedullary thyroid carcinoma	
319465	Inherited acute myeloid leukemia	250908
319462	Inherited cancer-predisposing syndrome due to biallelic BRCA2 mutations	250908
319205	Bilateral massive adrenal hemorrhage	97978
319213	Lujo hemorrhagic fever	68416
319195	Chondroectodermal dysplasia with night blindness	93890
319199	Autosomal recessive spastic paraplegia type 53	98006
319229	Bolivian hemorrhagic fever	68416
319234	Venezuelan hemorrhagic fever	68416
319218	Ebola hemorrhagic fever	68416
319223	Argentine hemorrhagic fever	68416
319160	Congenital myopathy with internal nuclei and atypical cores	98006
319171	Distal 17p13.1 microdeletion syndrome	93890
319189	Familial cortical myoclonus	98006
319192	Diencephalic-mesencephalic junction dysplasia	98006
319182	Wiedemann-Steiner syndrome	93890
317419	T-B- severe combined immunodeficiency	
317416	T-B+ severe combined immunodeficiency	
317428	Combined immunodeficiency due to ORAI1 deficiency	98004
317425	Severe combined immunodeficiency due to DNA-PKcs deficiency	98004
317430	Combined immunodeficiency due to STIM1 deficiency	98004
317473	Pancytopenia due to IKZF1 mutations	98004
317476	X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia	98004
315350	Autoimmune disease with skin involvement	
315311	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, simple virilizing form	93890
315306	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, salt wasting form	93890
314993	Cataract-congenital heart disease-neural tube defect syndrome	98006
314978	X-linked non progressive cerebellar ataxia	98006
314970	Lymphocytic hypereosinophilic syndrome	97992
314962	Secondary hypereosinophilic syndrome	97992
314950	Primary hypereosinophilic syndrome	97992
314946	Mycobacterium xenopi infection	68416
314928	Normal pressure hydrocephalus	98006
314918	Mild Canavan disease	98006
314911	Severe Canavan disease	98006
316244	Partial deletion of the short arm of chromosome 12	
316235	Autosomal dominant spastic ataxia	
316240	Autosomal recessive spastic ataxia	
316226	Spastic ataxia	
314701	Primary systemic amyloidosis	98023
314697	Acquired porencephaly	93890
314709	Primary localized amyloidosis	98023
314679	Cerebrofacioarticular syndrome	93890
314667	TMEM165-CDG	68367
314689	Combined immunodeficiency due to STK4 deficiency	98004
314684	Primary bone lymphoma	250908
314652	Variant ABeta2M amyloidosis	98023
314647	Non-progressive cerebellar ataxia with intellectual disability	98006
314662	Segmental progressive overgrowth syndrome with fibroadipose hyperplasia	93890
314655	Severe neonatal hypotonia-seizures-encephalopathy syndrome due to 5q31.3 microdeletion	98006
314629	CLN11 disease	98006
314621	Duplication of the pituitary gland	93890
314637	Mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency	68367
314632	ATP13A2-related juvenile neuronal ceroid lipofuscinosis	98006
314802	Short stature due to partial GHR deficiency	97978
314811	Short stature due to GHSR deficiency	97978
314822	Primary renal tubular acidosis	
314889	Autosomal dominant proximal renal tubular acidosis	93626
314777	Familial isolated pituitary adenoma	97978
314786	Silent pituitary adenoma	97978
314790	Null pituitary adenoma	97978
314795	SHOX-related short stature	93419
314753	Functioning pituitary adenoma	
314759	Mixed functioning pituitary adenoma	
314769	Somatomammotropinoma	97978
314718	Lethal arteriopathy syndrome due to fibulin-4 deficiency	98028
314721	Atypical dentin dysplasia due to SMOC2 deficiency	98026
314749	Rare disease with Cushing syndrome as a major feature	
370127	Medich giant platelet syndrome	97992
370114	Combined cervical dystonia	
370109	Ataxia-telangiectasia variant	98006
370106	Rare disorder with dystonia and other neurologic or systemic manifestation	
370103	Primary dystonia, DYT17 type	98006
370097	Oculocutaneous albinism type 6	89826
370091	Oculocutaneous albinism type 5	89826
370396	Small cell carcinoma of the ovary	250908
370348	Peripheral primitive neuroectodermal tumor	250908
370334	Extraskeletal Ewing sarcoma	250908
370131	White platelet syndrome	97992
370046	Didymosis aplasticosebacea	89826
370034	Familial syringomyelia	93890
370039	Angora hair nevus	89826
370022	Ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome	98006
370026	Acute myeloid leukemia with t(8;16)(p11;p13) translocation	250908
370015	Spondyloepimetaphyseal dysplasia, Isidor type	93419
370019	Spondylometaphyseal dysplasia, Czarny-Ratajczak type	93419
370088	Acute infantile liver failure-multisystemic involvement syndrome	57146
370076	Fetal carbamazepine syndrome	93890
370079	Proximal 16p11.2 microduplication syndrome	93890
370068	Fetal anticonvulsant syndrome	
370052	SCALP syndrome	89826
370059	NEVADA syndrome	89826
371054	X-linked congenital disorder of glycosylation with intellectual disability as a major feature	
371047	Congenital disorder of glycosylation with neurological involvement	
371071	Congenital disorder of glycosylation with epilepsy as a major feature	
371064	Non-X-linked congenital disorder of glycosylation with intellectual disability as a major feature	
371007	Congenital muscular dystrophy with hyperlaxity	98006
370997	Muscle-eye-brain disease with bilateral multicystic leucodystrophy	98006
371040	Primary qualitative or quantitative defects of alpha-dystroglycan	
371024	Qualitative or quantitative defects of alpha-dystroglycan	
371183	Congenital disorder of glycosylation with cardiac malformation as a major feature	
371176	Congenital disorder of glycosylation with dilated cardiomyopathy	
371195	Congenital disorder of glycosylation-related bone disorder	
371188	Congenital disorder of glycosylation with intestinal involvement	
371157	Congenital disorder of glycosylation with hepatic involvement	
370921	STT3A-CDG	98006
370924	STT3B-CDG	98006
370927	SSR4-CDG	98006
370930	XYLT1-CDG	93890
370953	Congenital muscular dystrophy due to dystroglycanopathy	
370959	Congenital muscular dystrophy with cerebellar involvement	98006
370968	Congenital muscular dystrophy with intellectual disability	98006
370980	Congenital muscular dystrophy without intellectual disability	98006
370933	GM3 synthase deficiency	
370938	Salt-and-pepper syndrome	98006
370943	Autism spectrum disorder-epilepsy-arthrogryposis syndrome	98006
365563	Primary short bowel syndrome	
369929	Primary hyperaldosteronism-seizures-neurological abnormalities syndrome	98006
369920	Pontocerebellar hypoplasia type 9	93890
369942	CADDS	98006
369939	Severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome	98006
369955	Methylmalonic acidemia with homocystinuria, type cblJ	68367
369950	Intellectual disability-seizures-macrocephaly-obesity syndrome	93890
369970	Microcornea-myopic chorioretinal atrophy-telecanthus syndrome	97966
369962	Methylmalonic acidemia with homocystinuria, type cblX	68367
369979	Finger hyperphalangy-toe anomalies-severe pectus excavatum syndrome	93890
369992	Severe dermatitis-multiple allergies-metabolic wasting syndrome	89826
370002	Focal palmoplantar keratoderma with joint keratoses	89826
369999	Diffuse palmoplantar keratoderma with painful fissures	89826
370010	Intellectual disability-facial dysmorphism-hand anomalies syndrome	93890
370006	Hypothalamic insufficiency-secondary microcephaly-visual impairment-urinary anomalies syndrome	
369837	Intellectual disability-seizures-hypophosphatasia-ophthalmic-skeletal anomalies syndrome	98006
369840	Autosomal recessive limb-girdle muscular dystrophy type 2S	98006
369847	Intellectual disability-hyperkinetic movement-truncal ataxia syndrome	98006
369852	Congenital neutropenia-myelofibrosis-nephromegaly syndrome	98004
369861	Congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome	98004
369867	Autosomal recessive intermediate Charcot-Marie-Tooth disease type C	98006
369873	Obesity due to SIM1 deficiency	97978
369881	2p21 microdeletion syndrome without cystinuria	93890
369886	Homozygous 2p21 microdeletion syndrome	
369891	Developmental delay-facial dysmorphism syndrome due to MED13L deficiency	93890
369897	Mitochondrial DNA depletion syndrome, encephalomyopathic form with variable craniofacial anomalies	68367
369913	Combined oxidative phosphorylation defect type 17	68367
364063	Infantile epileptic-dyskinetic encephalopathy	98006
364055	Severe early-childhood-onset retinal dystrophy	97966
364039	Hydroa vacciniforme-like lymphoma	250908
364043	ALK-positive large B-cell lymphoma	250908
364028	X-linked intellectual disability due to GRIA3 mutations	93890
364033	Systemic Epstein-Barr virus-positive T-cell lymphoproliferative disease of childhood	250908
772	Infantile Refsum disease	68367
1194	TMEM70-related mitochondrial encephalo-cardio-myopathy	68367
363999	Non-immune hydrops fetalis	93890
1048	Isolated anencephaly/exencephaly	93890
364013	Immune hydrops fetalis	93890
363989	Familial benign flecked retina	97966
823	Isolated spina bifida	
363992	Ichthyosis-short stature-brachydactyly-microspherophakia syndrome	93890
363976	Giant cell tumor of bone	250908
363981	Charcot-Marie-Tooth disease type 4B3	98006
363969	Autosomal recessive cerebral atrophy	98006
363972	Noonan syndrome-like disorder with juvenile myelomonocytic leukemia	93890
363965	Koolen-De Vries syndrome due to a point mutation	93890
363958	17q21.31 microdeletion syndrome	93890
363746	Balint syndrome	98006
363741	Colobomatous microphthalmia-obesity-hypogenitalism-intellectual disability syndrome	93890
363727	X-linked dyserythropoietic anemia with abnormal platelets and neutropenia	97992
363722	Alexander disease type II	98006
363717	Alexander disease type I	98006
363710	Spinocerebellar ataxia type 37	98006
363705	Craniofaciofrontodigital syndrome	93890
