DO_ID	DO_NAME	PARENT_DO_ID	LEVEL
DOID:6033	heart fibrosarcoma	DOID:5262	6
DOID:8691	mycosis fungoides	DOID:0060061	10
DOID:8692	myeloid leukemia	DOID:1240	6
DOID:7360	solid pattern testicular yolk sac tumor	DOID:5344	10
DOID:6039	uveal melanoma	DOID:3479	7
DOID:0050469	Costello syndrome	DOID:0050736	4
DOID:6037	spindle cell intraocular melanoma	DOID:1752	7
DOID:0050464	Farber lipogranulomatosis	DOID:9455	4
DOID:0050463	campomelic dysplasia	DOID:2256	6
DOID:0050462	Antley-Bixler syndrome	DOID:0050737	4
DOID:0050461	aspartylglucosaminuria	DOID:3211	3
DOID:0050468	yellow nail syndrome	DOID:225	1
DOID:0050467	erythrokeratodermia variabilis	DOID:37	3
DOID:0050466	Loeys-Dietz syndrome	DOID:0050736	4
DOID:0050465	Muir-Torre syndrome	DOID:3883	5
DOID:0050460	Wolf-Hirschhorn syndrome	DOID:0060388	3
DOID:6021	malignant testicular Leydig cell tumor	DOID:0050616	6
DOID:8683	myeloid sarcoma	DOID:2531	5
DOID:8680	alcoholic gastritis	DOID:4029	4
DOID:8681	paraneoplastic polyneuropathy	DOID:2537	5
DOID:7350	thymic dysplasia	DOID:533	4
DOID:0050459	hyperphosphatemia	DOID:2485	4
DOID:0050458	juvenile myelomonocytic leukemia	DOID:4972	8
DOID:6025	selective immunoglobulin deficiency disease	DOID:2115	4
DOID:7356	rectum sarcomatoid carcinoma	DOID:1993	8
DOID:8688	tonsillar pillar cancer	DOID:8557	6
DOID:6024	selective IgE deficiency disease	DOID:11702	6
DOID:8689	anorexia nervosa	DOID:8670	4
DOID:8687	skin carcinoma in situ	DOID:8719	3
DOID:0050453	lissencephaly	DOID:2490	2
DOID:0050452	mevalonic aciduria	DOID:906	3
DOID:0050451	Brugada syndrome	DOID:10273	4
DOID:0050450	Gitelman syndrome	DOID:447	4
DOID:0050457	Sertoli cell-only syndrome	DOID:12336	4
DOID:0050456	Buruli ulcer disease	DOID:0050338	3
DOID:0050454	periventricular nodular heterotopia	DOID:2490	2
DOID:6054	frontal sinus Schneiderian papilloma	DOID:1361	6
DOID:6053	pediatric germ cell cancer	DOID:2994	4
DOID:6050	esophageal disease	DOID:77	2
DOID:7381	lymphohistiocytoid mesothelioma	DOID:7474	7
DOID:7380	squamous cell papilloma of skin	DOID:3178	6
DOID:6052	central nervous system childhood germ cell tumor	DOID:4439	6
DOID:0050449	pachyonychia congenita	DOID:0050736	4
DOID:0050448	hereditary mucosal leukokeratosis	DOID:37	3
DOID:7389	pulmonary artery leiomyosarcoma	DOID:175	5
DOID:7388	pulmonary vein leiomyosarcoma	DOID:175	5
DOID:6059	nasal vestibule papilloma	DOID:0050621	4
DOID:0050441	mucosulfatidosis	DOID:1927	5
DOID:0050440	familial partial lipodystrophy	DOID:811	4
DOID:0050445	X-linked hypophosphatemic rickets	DOID:10609	6
DOID:0050444	infantile Refsum disease	DOID:906	3
DOID:6043	ciliary body spindle cell melanoma	DOID:6037	8
DOID:6041	choroid spindle cell melanoma	DOID:6438	9
DOID:7371	superficial urinary bladder cancer	DOID:4007	6
DOID:0050439	Usher syndrome	DOID:0050737	4
DOID:0050438	Frasier syndrome	DOID:0050736	4
DOID:0050437	Danon disease	DOID:3211	3
DOID:0050436	mulibrey nanism	DOID:0050737	4
DOID:7378	pituitary hypoplasia	DOID:53	3
DOID:6048	telangiectatic glomangioma	DOID:2435	7
DOID:7379	adrenal medulla carcinoma	DOID:5719	6
DOID:0050431	arrhythmogenic right ventricular cardiomyopathy	DOID:0060036	5
DOID:0050430	multiple endocrine neoplasia type 2A	DOID:0050736	4
DOID:0050434	Andersen-Tawil syndrome	DOID:2843	6
DOID:0050433	fatal familial insomnia	DOID:649	5
DOID:0050432	Asperger syndrome	DOID:0060041	4
DOID:0110542	autosomal dominant nonsyndromic deafness 10	DOID:0050564	6
DOID:8651	Hodgkin's granuloma	DOID:8567	7
DOID:0110541	autosomal dominant nonsyndromic deafness 1	DOID:0050564	6
DOID:0110540	autosomal recessive nonsyndromic deafness 98	DOID:0050565	6
DOID:7320	ovarian serous cystadenofibroma	DOID:5474	7
DOID:0050428	nonepidermolytic palmoplantar keratoderma	DOID:3390	5
DOID:0110539	autosomal recessive nonsyndromic deafness 97	DOID:0050565	6
DOID:7327	pseudosarcomatous fibromatosis	DOID:9598	4
DOID:8659	chickenpox	DOID:934	2
DOID:0050427	xeroderma pigmentosum	DOID:0050737	4
DOID:0110538	autosomal recessive nonsyndromic deafness 96	DOID:0050565	6
DOID:7326	cranial pseudosarcomatous fasciitis	DOID:7327	5
DOID:0050426	Stevens-Johnson syndrome	DOID:37	3
DOID:0110537	autosomal recessive nonsyndromic deafness 93	DOID:0050565	6
DOID:9988	tertiary neurosyphilis	DOID:8200	5
DOID:0050425	restless legs syndrome	DOID:331	3
DOID:0110536	autosomal recessive nonsyndromic deafness 91	DOID:0050565	6
DOID:7328	iris spindle cell melanoma	DOID:6037	8
DOID:7328	iris spindle cell melanoma	DOID:6994	9
DOID:0110535	autosomal recessive nonsyndromic deafness 9	DOID:0050565	6
DOID:9986	orbit lymphoma	DOID:4143	7
DOID:0110534	autosomal recessive nonsyndromic deafness 89	DOID:0050565	6
DOID:9987	orbit sarcoma	DOID:4143	7
DOID:0110533	autosomal recessive nonsyndromic deafness 88	DOID:0050565	6
DOID:0050429	Hailey-Hailey disease	DOID:9182	6
DOID:0110532	autosomal recessive nonsyndromic deafness 86	DOID:0050565	6
DOID:8654	Hodgkin's lymphoma, mixed cellularity	DOID:8567	7
DOID:0050424	familial adenomatous polyposis	DOID:0050736	4
DOID:0110531	autosomal recessive nonsyndromic deafness 85	DOID:0050565	6
DOID:9971	hypervitaminosis D	DOID:654	4
DOID:0110530	autosomal recessive nonsyndromic deafness 84B	DOID:0050565	6
DOID:9972	hypervitaminosis A	DOID:654	4
DOID:9970	obesity	DOID:654	4
DOID:0110528	autosomal recessive nonsyndromic deafness 83	DOID:0050565	6
DOID:0110527	autosomal recessive nonsyndromic deafness 8	DOID:0050565	6
DOID:7315	Jewett-Marshall bladder cancer	DOID:4007	6
DOID:8649	tongue cancer	DOID:8618	5
DOID:0110526	autosomal recessive nonsyndromic deafness 79	DOID:0050565	6
DOID:8646	substance-induced psychosis	DOID:2468	3
DOID:9977	hallucinogen dependence	DOID:9974	4
DOID:0110525	autosomal recessive nonsyndromic deafness 77	DOID:0050565	6
DOID:9978	acute female pelvic peritonitis	DOID:1003	4
DOID:0110524	autosomal recessive nonsyndromic deafness 76	DOID:0050565	6
DOID:7312	breast adenomyoepithelial adenosis	DOID:5998	4
DOID:8644	gastroduodenitis	DOID:750	3
DOID:9975	cocaine dependence	DOID:9974	4
DOID:0110523	autosomal recessive nonsyndromic deafness 74	DOID:0050565	6
DOID:8645	subacute delirium	DOID:8646	4
DOID:9976	heroin dependence	DOID:2559	5
DOID:0050419	complement factor I deficiency	DOID:626	4
DOID:0110522	autosomal recessive nonsyndromic deafness 71	DOID:0050565	6
DOID:8642	Hodgkin's paragranuloma	DOID:8567	7
DOID:9973	substance dependence	DOID:303	2
DOID:0110521	autosomal recessive nonsyndromic deafness 70	DOID:0050565	6
DOID:8643	duodenitis	DOID:5295	3
DOID:9974	drug dependence	DOID:9973	3
DOID:7319	axonal neuropathy	DOID:870	4
DOID:0110529	autosomal recessive nonsyndromic deafness 84A	DOID:0050565	6
DOID:10873	Kuhnt-Junius degeneration	DOID:2007	9
DOID:0110520	autosomal recessive nonsyndromic deafness 7	DOID:0050565	6
DOID:7340	pediatric ovarian dysgerminoma	DOID:5511	6
DOID:7340	pediatric ovarian dysgerminoma	DOID:6084	8
DOID:8672	viral exanthem	DOID:0050486	4
DOID:8670	eating disorder	DOID:0060038	3
DOID:0110517	autosomal recessive nonsyndromic deafness 66	DOID:0050565	6
DOID:6018	adult central nervous system immature teratoma	DOID:6015	8
DOID:0110516	autosomal recessive nonsyndromic deafness 65	DOID:0050565	6
DOID:6017	central nervous system mature teratoma	DOID:3640	7
DOID:0110515	autosomal recessive nonsyndromic deafness 63	DOID:0050565	6
DOID:0110514	autosomal recessive nonsyndromic deafness 62	DOID:0050565	6
DOID:6019	central nervous system immature teratoma	DOID:3640	7
DOID:0110513	autosomal recessive nonsyndromic deafness 61	DOID:0050565	6
DOID:8677	perinatal necrotizing enterocolitis	DOID:77	2
DOID:0110512	autosomal recessive nonsyndromic deafness 6	DOID:0050565	6
DOID:0110511	autosomal recessive nonsyndromic deafness 59	DOID:0050565	6
DOID:6016	adult central nervous system mature teratoma	DOID:6015	8
DOID:7347	ovarian stromal hyperthecosis	DOID:1100	4
DOID:8675	lymphosarcoma	DOID:0060073	5
DOID:0110510	autosomal recessive nonsyndromic deafness 55	DOID:0050565	6
DOID:6015	adult central nervous system teratoma	DOID:3640	7
DOID:10880	iliac vein thrombophlebitis	DOID:3875	6
DOID:0110519	autosomal recessive nonsyndromic deafness 68	DOID:0050565	6
DOID:10881	hand, foot and mouth disease	DOID:934	2
DOID:0110518	autosomal recessive nonsyndromic deafness 67	DOID:0050565	6
DOID:10882	epidemic pleurodynia	DOID:934	2
DOID:10883	herpangina	DOID:934	2
DOID:10887	lepromatous leprosy	DOID:1024	4
DOID:9993	hypoglycemia	DOID:1428	4
DOID:9993	hypoglycemia	DOID:4194	4
DOID:8663	aryepiglottic fold cancer	DOID:8533	6
DOID:6001	breast fibrosarcoma	DOID:3017	6
DOID:7332	esophageal tuberculosis	DOID:404	7
DOID:8660	postcricoid region cancer	DOID:8533	6
DOID:6000	congestive heart failure	DOID:114	3
DOID:8661	lip carcinoma in situ	DOID:8719	3
DOID:0110506	autosomal recessive nonsyndromic deafness 49	DOID:0050565	6
DOID:0110505	autosomal recessive nonsyndromic deafness 48	DOID:0050565	6
DOID:0110504	autosomal recessive nonsyndromic deafness 47	DOID:0050565	6
DOID:0110503	autosomal recessive nonsyndromic deafness 46	DOID:0050565	6
DOID:0110502	autosomal recessive nonsyndromic deafness 45	DOID:0050565	6
DOID:6003	aleukemic leukemia cutis	DOID:6004	7
DOID:7334	nephrogenic adenoma	DOID:3116	5
DOID:0110501	autosomal recessive nonsyndromic deafness 44	DOID:0050565	6
DOID:7333	nephrogenic adenoma of urinary bladder	DOID:0050623	5
DOID:0110500	autosomal recessive nonsyndromic deafness 42	DOID:0050565	6
DOID:6004	aleukemic leukemia	DOID:1240	6
DOID:0110509	autosomal recessive nonsyndromic deafness 53	DOID:0050565	6
DOID:0110508	autosomal recessive nonsyndromic deafness 51	DOID:0050565	6
DOID:10892	hypospadias	DOID:0080015	1
DOID:0110507	autosomal recessive nonsyndromic deafness 5	DOID:0050565	6
DOID:9821	choroideremia	DOID:1417	7
DOID:9821	choroideremia	DOID:8466	7
DOID:0050508	variola major	DOID:8736	3
DOID:9822	partial central choroid dystrophy	DOID:9794	8
DOID:9820	central gyrate choroidal dystrophy	DOID:9822	9
DOID:9827	radioulnar synostosis	DOID:0080015	1
DOID:9828	neonatal abstinence syndrome	DOID:0060001	3
DOID:14305	tuberculous empyema	DOID:3798	5
DOID:14308	skin epithelioid hemangioma	DOID:471	6
DOID:1091	tooth disease	DOID:403	3
DOID:1094	attention deficit hyperactivity disorder	DOID:0060038	3
DOID:1099	alpha thalassemia	DOID:10241	5
DOID:1098	fetal erythroblastosis	DOID:11252	4
DOID:9810	polyarteritis nodosa	DOID:865	4
DOID:9811	partial circumpapillary choroid dystrophy	DOID:9794	8
DOID:9840	esotropia	DOID:540	7
DOID:8516	pulmonary embolism and infarction	DOID:8514	6
DOID:9847	peripheral vertigo	DOID:3426	6
DOID:8517	acute cor pulmonale	DOID:8514	6
DOID:9848	endolymphatic hydrops	DOID:9847	7
DOID:8514	acute pulmonary heart disease	DOID:8515	5
DOID:8515	Cor pulmonale	DOID:6000	4
DOID:8512	puerperal pulmonary embolism	DOID:9477	5
DOID:9843	monofixation syndrome	DOID:540	7
DOID:9841	hypotropia	DOID:540	7
DOID:9842	total circumpapillary dystrophy of choroid	DOID:9794	8
DOID:9849	Meniere's disease	DOID:9848	8
DOID:8519	barbiturate abuse	DOID:302	3
DOID:8505	dermatitis herpetiformis	DOID:0060039	5
DOID:8505	dermatitis herpetiformis	DOID:8502	5
DOID:8506	bullous pemphigoid	DOID:0060039	5
DOID:9837	hypertropia	DOID:540	7
DOID:8503	impetigo herpetiformis	DOID:8504	6
DOID:9834	hyperopia	DOID:9835	6
DOID:8504	impetigo	DOID:4223	5
DOID:9835	refractive error	DOID:5614	5
DOID:8501	fundus dystrophy	DOID:5614	5
DOID:8502	bullous skin disease	DOID:2723	4
DOID:8500	hereditary retinal dystrophy	DOID:8501	6
DOID:8507	juvenile dermatitis herpetiformis	DOID:8505	6
DOID:9838	cyclotropia	DOID:540	7
DOID:8508	subcorneal pustular dermatosis	DOID:8502	5
DOID:9839	accommodative esotropia	DOID:9840	8
DOID:1062	Fanconi syndrome	DOID:447	4
DOID:2392	glandular cystitis	DOID:1680	5
DOID:1060	Hartnup disease	DOID:9252	3
DOID:1066	residual stage of open angle glaucoma	DOID:1067	7
DOID:1064	cystinosis	DOID:3211	3
DOID:1063	interstitial nephritis	DOID:10952	4
DOID:2394	ovarian cancer	DOID:120	5
DOID:1068	juvenile glaucoma	DOID:1067	7
DOID:1067	open-angle glaucoma	DOID:1686	6
DOID:2382	kernicterus	DOID:936	4
DOID:2384	Wernicke encephalopathy	DOID:936	4
DOID:2383	neonatal jaundice	DOID:10123	4
DOID:1059	intellectual disability	DOID:0060038	3
DOID:2388	renal artery disease	DOID:0050828	4
DOID:1056	oculocerebrorenal syndrome	DOID:0050735	3
DOID:1080	filariasis	DOID:883	3
DOID:1082	dirofilariasis	DOID:1080	4
DOID:1081	mansonelliasis	DOID:1080	4
DOID:1088	meningocele	DOID:0080016	3
DOID:9801	tuberculous peritonitis	DOID:404	7
DOID:1085	Edwards syndrome	DOID:0080014	2
DOID:1089	tethered spinal cord syndrome	DOID:319	4
DOID:9809	hypersensitivity vasculitis	DOID:1557	4
DOID:9808	Goodpasture syndrome	DOID:417	4
DOID:1073	renal hypertension	DOID:11130	6
DOID:1070	primary open angle glaucoma	DOID:1067	7
DOID:1076	chronic pyelonephritis	DOID:11400	5
DOID:1074	kidney failure	DOID:557	3
DOID:1079	setariasis	DOID:1080	4
DOID:1022	pinta disease	DOID:0050338	3
DOID:2352	hemochromatosis	DOID:896	3
DOID:2351	iron metabolism disease	DOID:0050032	3
DOID:3687	MELAS syndrome	DOID:890	7
DOID:3688	plexopathy	DOID:1289	4
DOID:13050	corpus luteum cyst	DOID:5119	5
DOID:1025	tuberculoid leprosy	DOID:1024	4
DOID:1024	leprosy	DOID:0050338	3
DOID:2355	anemia	DOID:74	2
DOID:3683	lung benign neoplasm	DOID:0050621	4
DOID:1023	borderline leprosy	DOID:1024	4
DOID:2354	myelophthisic anemia	DOID:12449	4
DOID:1029	familial periodic paralysis	DOID:896	3
DOID:14384	parietal lobe neoplasm	DOID:368	8
DOID:3689	brachial plexus neuritis	DOID:3690	4
DOID:3674	kidney rhabdoid cancer	DOID:3672	7
DOID:3675	childhood kidney neoplasm	DOID:263	5
DOID:2340	craniosynostosis	DOID:11971	7
DOID:3677	pulmonary plasma cell granuloma	DOID:850	4
DOID:14392	thrombophlebitis migrans	DOID:3875	6
DOID:2346	monoclonal paraproteinemia	DOID:2345	3
DOID:13060	traumatic glaucoma	DOID:1686	6
DOID:2345	plasma protein metabolism disease	DOID:655	2
DOID:3671	pericoronitis	DOID:1483	6
DOID:2344	polyclonal hypergammaglobulinemia	DOID:2345	3
DOID:3672	rhabdoid cancer	DOID:3675	6
DOID:1019	osteomyelitis	DOID:3342	5
DOID:2349	arteriosclerosis	DOID:0050828	4
DOID:2348	arteriosclerotic cardiovascular disease	DOID:2349	5
DOID:14397	protozoal dysentery	DOID:12384	5
DOID:2347	generalized atherosclerosis	DOID:1936	7
DOID:13068	renal osteodystrophy	DOID:11705	4
DOID:1040	chronic lymphocytic leukemia	DOID:1037	7
DOID:2373	hereditary elliptocytosis	DOID:74	2
DOID:2378	relapsing-remitting multiple sclerosis	DOID:2377	6
DOID:2377	multiple sclerosis	DOID:3213	5
DOID:13031	balanoposthitis	DOID:1529	4
DOID:13034	relapsing fever	DOID:0050338	3
DOID:14365	systemic primary carnitine deficiency disease	DOID:9252	3
DOID:13033	balanitis	DOID:1529	4
DOID:13036	tick-borne relapsing fever	DOID:13034	4
DOID:13035	louse-borne relapsing fever	DOID:13034	4
DOID:13038	cicatricial lagophthalmos	DOID:12959	7
DOID:13037	mechanical lagophthalmos	DOID:12959	7
DOID:3690	brachial plexus neuropathy	DOID:574	3
DOID:3691	anal colloid adenocarcinoma	DOID:3447	9
DOID:2364	post-thrombotic syndrome	DOID:10128	5
DOID:3696	acute sanguinous otitis media	DOID:3697	8
DOID:3697	acute transudative otitis media	DOID:11180	7
DOID:3698	bile duct mucinous adenocarcinoma	DOID:4896	8
DOID:2361	macrocytic anemia	DOID:2355	3
DOID:3699	uterine ligament mucinous adenocarcinoma	DOID:3700	8
DOID:1037	lymphoblastic leukemia	DOID:1240	6
DOID:2368	gangliosidosis	DOID:1927	5
DOID:3692	anal canal adenocarcinoma	DOID:0050688	7
DOID:1036	chronic leukemia	DOID:1240	6
DOID:2367	neuroaxonal dystrophy	DOID:1443	5
DOID:3693	ampulla of Vater mucinous adenocarcinoma	DOID:3502	10
DOID:1035	natural killer cell leukemia	DOID:1037	7
DOID:2366	West Nile fever	DOID:934	2
DOID:2365	West Nile encephalitis	DOID:934	2
DOID:14374	norwegian scabies	DOID:8295	5
DOID:13042	persistent fetal circulation syndrome	DOID:6432	6
DOID:1039	prolymphocytic leukemia	DOID:1040	8
DOID:13046	acute sphenoidal sinusitis	DOID:10794	7
DOID:3641	conus medullaris neoplasm	DOID:5612	6
DOID:4972	myelodysplastic/myeloproliferative neoplasm	DOID:0070004	7
DOID:3642	empty sella syndrome	DOID:53	3
DOID:3643	sella turcica neoplasm	DOID:3842	8
DOID:4974	actinobacillosis	DOID:0050339	3
DOID:3644	hypothalamic neoplasm	DOID:1659	7
DOID:2312	nocardiosis	DOID:0050340	3
DOID:4970	prosopagnosia	DOID:4090	5
DOID:3640	central nervous system teratoma	DOID:4439	6
DOID:4971	myelofibrosis	DOID:0070004	7
DOID:3649	pyruvate decarboxylase deficiency	DOID:2978	3
DOID:2316	brain ischemia	DOID:326	4
DOID:2314	malt worker's lung	DOID:841	6
DOID:13014	shipyard eye	DOID:9368	6
DOID:4976	elephantiasis	DOID:4977	4
DOID:3646	necrosis of pituitary	DOID:53	3
DOID:4977	lymphedema	DOID:75	3
DOID:4961	bone marrow disease	DOID:74	2
DOID:4962	pericardial tuberculosis	DOID:0050598	5
DOID:3633	beta-mannosidosis	DOID:3211	3
DOID:4964	neurotic disorder	DOID:2030	3
DOID:2301	atrophy of prostate	DOID:47	4
DOID:14350	suppurative thyroiditis	DOID:7166	4
DOID:2300	spondylolysis	DOID:0080010	5
DOID:4960	bone marrow cancer	DOID:2531	5
DOID:4969	Gerstmann syndrome	DOID:863	2
DOID:14351	Riedel's fibrosing thyroiditis	DOID:7166	4
DOID:3639	spinal cord intramedullary teratoma	DOID:5612	6
DOID:14353	acute thyroiditis	DOID:7166	4
DOID:2303	stereotypic movement disorder	DOID:0060038	3
DOID:13025	retinopathy of prematurity	DOID:5679	6
DOID:3635	congenital myasthenic syndrome	DOID:439	6
DOID:13027	transient global amnesia	DOID:10914	3
DOID:13026	lobomycosis	DOID:1563	4
DOID:3637	childhood spinal cord tumor	DOID:5612	6
DOID:4968	Nelson syndrome	DOID:3952	4
DOID:14319	pleuropneumonia	DOID:10247	5
DOID:14319	pleuropneumonia	DOID:552	5
DOID:3663	cutaneous mastocytosis	DOID:350	4
DOID:4994	adenomyoma of uterine corpus	DOID:2609	6
DOID:3664	mast cell neoplasm	DOID:2531	5
DOID:4995	cervical adenomyoma	DOID:2609	6
DOID:3665	diffuse cutaneous mastocytosis	DOID:3663	5
DOID:3666	cutaneous solitary mastocytoma	DOID:3664	6
DOID:4997	Camurati-Engelmann disease	DOID:4254	6
DOID:4990	essential tremor	DOID:480	5
DOID:1003	pelvic inflammatory disease	DOID:229	3
DOID:3660	wheat allergy	DOID:3044	5
DOID:4991	optic nerve astrocytoma	DOID:4992	8
DOID:1002	endometritis	DOID:1005	5
DOID:4992	optic nerve glioma	DOID:3419	7
DOID:4993	atypical polypoid adenomyoma	DOID:2609	6
DOID:2339	Crouzon syndrome	DOID:2340	8
DOID:2338	mandibular cancer	DOID:1862	7
DOID:1005	endometrial disease	DOID:345	4
DOID:14320	generalized anxiety disorder	DOID:2030	3
DOID:14323	Marfan syndrome	DOID:65	3
DOID:4998	trichorhinophalangeal syndrome type II	DOID:0050736	4
DOID:14325	mixed malaria	DOID:12365	4
DOID:3669	intermittent claudication	DOID:2349	5
DOID:14324	Plasmodium malariae malaria	DOID:12365	4
DOID:2320	obstructive lung disease	DOID:850	4
DOID:3652	Leigh disease	DOID:700	3
DOID:4985	extraosseous Ewings sarcoma-primitive neuroepithelial tumor	DOID:4232	8
DOID:4986	nonparalytic poliomyelitis	DOID:4953	3
DOID:3650	lactic acidosis	DOID:0060158	2
DOID:2321	dyspepsia	DOID:1159	4
DOID:3651	pyruvate carboxylase deficiency disease	DOID:2978	3
DOID:14330	Parkinson's disease	DOID:0050890	5
DOID:2327	viral gastritis	DOID:4029	4
DOID:13001	carotid stenosis	DOID:3407	6
DOID:14332	postencephalitic Parkinson disease	DOID:13548	5
DOID:2326	gastroenteritis	DOID:77	2
DOID:13003	vertebrobasilar insufficiency	DOID:224	6
DOID:13002	subclavian steal syndrome	DOID:225	1
DOID:4988	alcoholic pancreatitis	DOID:4989	4
DOID:13005	intra-abdominal lymph node mast cell malignancy	DOID:10619	6
DOID:14336	estrogen excess	DOID:1414	5
DOID:4989	pancreatitis	DOID:26	3
DOID:3659	sialuria	DOID:3211	3
DOID:3720	extramedullary plasmacytoma	DOID:3721	11
DOID:3721	plasmacytoma	DOID:6536	10
DOID:0110699	hypotrichosis 2	DOID:4535	4
DOID:0110698	hypotrichosis 1	DOID:4535	4
DOID:3728	acute allergic sanguinous otitis media	DOID:3696	9
DOID:3722	solitary osseous plasmacytoma	DOID:3721	11
DOID:3723	solitary plasmacytoma of chest wall	DOID:3721	11
DOID:10742	cerebral lipidosis	DOID:1443	5
DOID:10744	broad ligament malignant neoplasm	DOID:11747	7
DOID:3709	rectum mucinous adenocarcinoma	DOID:1996	9
DOID:10747	lymphoid leukemia	DOID:1037	7
DOID:3710	bladder colloid adenocarcinoma	DOID:3711	7
DOID:3716	mucinous stomach adenocarcinoma	DOID:6217	8
DOID:3717	gastric adenocarcinoma	DOID:5517	6
DOID:3711	bladder adenocarcinoma	DOID:4007	6
DOID:3713	ovary adenocarcinoma	DOID:4001	9
DOID:0110683	congenital myasthenic syndrome 18	DOID:3635	7
DOID:0110682	congenital myasthenic syndrome 16	DOID:3635	7
DOID:10718	giardiasis	DOID:2789	3
DOID:0110681	congenital myasthenic syndrome 2A	DOID:3635	7
DOID:10719	toxic diffuse goiter	DOID:7998	4
DOID:0110680	congenital myasthenic syndrome 2C	DOID:3635	7
DOID:3740	vulva verrucous carcinoma	DOID:2101	8
DOID:3741	bladder verrucous squamous cell carcinoma	DOID:3742	7
DOID:3742	bladder squamous cell carcinoma	DOID:4007	6
DOID:0110679	congenital myasthenic syndrome 4C	DOID:3635	7
DOID:3743	cervical verrucous carcinoma	DOID:3744	8
DOID:0110678	congenital myasthenic syndrome 4A	DOID:3635	7
DOID:0110677	congenital myasthenic syndrome 4B	DOID:3635	7
DOID:2411	granular cell tumor	DOID:3165	5
DOID:0110676	congenital myasthenic syndrome 13	DOID:3635	7
DOID:2410	skin granular cell tumor	DOID:3165	5
DOID:0110675	congenital myasthenic syndrome 11	DOID:3635	7
DOID:3748	esophagus squamous cell carcinoma	DOID:1107	6
DOID:3749	urethral verrucous carcinoma	DOID:3750	6
DOID:3744	cervical squamous cell carcinoma	DOID:2893	7
DOID:3747	esophagus verrucous carcinoma	DOID:3748	7
DOID:0110674	congenital myasthenic syndrome 17	DOID:3635	7
DOID:0110673	congenital myasthenic syndrome 19	DOID:3635	7
DOID:0110672	congenital myasthenic syndrome 21	DOID:3635	7
DOID:0110671	congenital myasthenic syndrome 6	DOID:3635	7
DOID:0110670	congenital myasthenic syndrome 9	DOID:3635	7
DOID:0110669	congenital myasthenic syndrome 14	DOID:3635	7
DOID:0110668	congenital myasthenic syndrome 10	DOID:3635	7
DOID:0110667	congenital myasthenic syndrome 5	DOID:3635	7
DOID:2401	clitoris cancer	DOID:1245	6
DOID:0110666	congenital myasthenic syndrome 3A	DOID:3635	7
DOID:0110665	congenital myasthenic syndrome 3B	DOID:3635	7
DOID:0110664	congenital myasthenic syndrome 3C	DOID:3635	7
DOID:3737	verrucous carcinoma	DOID:1749	5
DOID:2409	rhinosporidiosis	DOID:0050291	3
DOID:3733	theileriasis	DOID:2789	3
DOID:7280	congenital epulis	DOID:5337	8
DOID:7281	uterine corpus adenocarcinofibroma	DOID:4114	8
DOID:7281	uterine corpus adenocarcinofibroma	DOID:4422	6
DOID:7284	Skene gland carcinoma	DOID:14059	6
DOID:7289	secretory uterine corpus endometrioid adenocarcinoma	DOID:2870	9
DOID:14284	patellofemoral pain syndrome	DOID:381	6
DOID:14283	primary hypertrophic osteoarthropathy	DOID:225	1
DOID:14286	neurogenic arthropathy	DOID:381	6
DOID:3704	fallopian tube mucinous adenocarcinoma	DOID:3706	8
DOID:3705	fallopian tube mucinous tumor	DOID:0060111	6
DOID:3706	fallopian tube adenocarcinoma	DOID:1963	7
DOID:14287	brawny scleritis	DOID:13794	8
DOID:3707	endometrial mucinous adenocarcinoma	DOID:2870	9
DOID:3700	uterine ligament adenocarcinoma	DOID:5727	7
DOID:14289	Ebstein anomaly	DOID:0050826	5
DOID:3701	cervical mucinous adenocarcinoma	DOID:3702	8
DOID:3702	cervical adenocarcinoma	DOID:2893	7
DOID:3703	prostate colloid adenocarcinoma	DOID:2526	8
DOID:7297	childhood extraosseous osteosarcoma	DOID:3357	8
DOID:7293	mucin-rich endometrial endometrioid adenocarcinoma	DOID:2870	9
DOID:14291	LEOPARD syndrome	DOID:0050736	4
DOID:14292	vulvar dystrophy	DOID:2059	4
DOID:0050596	taeniasis	DOID:883	3
DOID:0050594	glycogen storage disease IX	DOID:2747	5
DOID:0050593	primary congenital glaucoma	DOID:1686	6
DOID:0050599	abdominal tuberculosis	DOID:0050598	5
DOID:0050598	extrapulmonary tuberculosis	DOID:399	4
DOID:0050597	intestinal schistosomiasis	DOID:1395	4
DOID:0050592	asphyxiating thoracic dystrophy	DOID:0050737	4
DOID:0050591	tooth agenesis	DOID:1091	4
DOID:0050590	severe congenital neutropenia	DOID:1227	6
DOID:7242	uterine corpus cellular leiomyoma	DOID:0060095	6
DOID:8574	lichen disease	DOID:37	3
DOID:7241	uterine corpus apoplectic leiomyoma	DOID:7242	7
DOID:7244	bladder urachal urothelial carcinoma	DOID:5958	7
DOID:8573	lichen nitidus	DOID:8574	4
DOID:0110616	primary ciliary dyskinesia 8	DOID:9562	3
DOID:0110615	primary ciliary dyskinesia 25	DOID:9562	3
DOID:0110614	primary ciliary dyskinesia 4	DOID:9562	3
DOID:0110613	primary ciliary dyskinesia 16	DOID:9562	3
DOID:0110612	primary ciliary dyskinesia 10	DOID:9562	3
DOID:7246	lymphoepithelioma-like acinar prostate adenocarcinoma	DOID:2526	8
DOID:8578	soft palate cancer	DOID:8618	5
DOID:0110611	primary ciliary dyskinesia 27	DOID:9562	3
DOID:0110610	primary ciliary dyskinesia 34	DOID:9562	3
