ORPHANET_ID	ORPHANET_NAME	ICD10CM_ID
465508	Symptomatic form of hemochromatosis type 1	E83.1
464329	Kaposiform lymphangiomatosis	D18.1
464321	Multifocal lymphangioendotheliomatosis-thrombocytopenia syndrome	D18.1
464318	Verrucous hemangioma	D18.0
464366	NEK9-related lethal skeletal dysplasia	Q77.2
464359	Benign metanephric tumour	D30.0
464343	Catastrophic antiphospholipid syndrome	D68.6
464453	Acquired methemoglobinemia	D74.8
464443	COG6-CGD	E77.8
464440	Primary dystonia, DYT27 type	G24.1
464370	Neonatal alloimmune neutropenia	P61.5
639	Polyneuropathy associated with IgM monoclonal gammapathy with anti-MAG	G61.8
662	Yellow nail syndrome	L60.5
537	Toxic epidermal necrolysis	L51.2
793	SAPHO syndrome	M86.3
456298	1p35.2 microdeletion syndrome	Q93.5
456318	Hereditary sensory neuropathy-deafness-dementia syndrome	G60.8
454840	NTHL1-related attenuated familial adenomatous polyposis	D12.6
454831	Acute radiation syndrome	T66
454836	Avian influenza	J09
454887	Corticobasal syndrome	G31.0
454742	Variably protease-sensitive prionopathy	A81.8
454723	Endometrioid carcinoma of ovary	C56
454718	Holmes-Adie syndrome	H57.0
454714	Plasma cell leukemia	C90.1
454821	Pleomorphic salivary gland adenoma	D11.0
454750	Isolated tracheoesophageal fistula	Q39.2
454745	Kuru	A81.8
453521	Autosomal recessive cerebellar ataxia due to CWF19L1 deficiency	G11.1
454710	Anti-p200 pemphigoid	L12.8
454706	Progressive muscular atrophy	G12.2
454700	Acquired Creutzfeldt-Jakob disease	A81.0
451602	Primary cutaneous plasmacytosis	L98.6
451607	Cutaneous pseudolymphoma	L98.6
451612	Familial congenital nasolacrimal duct obstruction	Q10.5
450322	Polyclonal hyperviscosity syndrome	D89.0
449566	Eosinophilic angiocentric fibrosis	J39.8
449563	IgG4-related ophthalmic disease	H05.1
449291	Symptomatic form of fragile X syndrome in female carrier	Q99.2
449400	IgG4-related aortitis	I77.6
449395	IgG4-related kidney disease	N11.8
449432	IgG4-related submandibular gland disease	K11.2
449427	IgG4-related pachymeningitis	G03.9
449280	Scedosporiosis	B48.7
449285	Snakebite envenomation	T63.0
448372	X-linked acrogigantism due to Xq26 microduplication	E22.0
448348	X-linked acrogigantism due to a point mutation	E22.0
448251	Progressive autosomal recessive ataxia-deafness syndrome	G11.1
448270	Ectopia cordis	Q24.8
448267	Regressive spondylometaphyseal dysplasia	Q77.8
448010	CAD-CDG	E77.8
447997	Spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome	Q02
448242	Autosomal recessive brachyolmia	Q76.3
448237	Zika virus disease	U06
447977	Progressive scapulohumeroperoneal distal myopathy	G71.0
447974	Klippel-Feil anomaly-myopathy-facial dysmorphism syndrome	Q76.1
447980	19p13.3 microduplication syndrome	Q92.3
447954	Combined oxidative phosphorylation defect type 25	E88.8
447964	Autosomal dominant Charcot-Marie-Tooth disease type 2V	G60.0
459353	C1 inhibitor deficiency	D84.1
459051	Spondyloepiphyseal dysplasia, Stanescu type	Q77.7
459056	Autosomal recessive spastic paraplegia type 75	G11.4
459074	Corpus callosum agenesis-macrocephaly-hypertelorism syndrome	Q04.0
458718	Idiopathic spontaneous coronary artery dissection	I25.4
458758	Composite hemangioendothelioma	D18.0
458763	Retiform hemangioendothelioma	D18.0
458768	Primary intralymphatic angioendothelioma	D18.0
458785	Partially involuting congenital hemangioma	D18.0
458792	Mixed cystic lymphatic malformation	D18.1
458798	Spinocerebellar ataxia type 41	G11.2
458803	Spinocerebellar ataxia type 42	G11.8
457265	Progressive myoclonic epilepsy type 9	G40.3
457246	Clear cell sarcoma of kidney	C64
457375	ITPA-related encephalopathy	G40.4
457378	Complex lethal osteochondrodysplasia	Q78.8
457083	Isolated splenogonadal fusion	Q89.0
457077	TAFRO syndrome	M35.8
457095	Actinomycosis	A42.8
457095	Actinomycosis	A42.7
457095	Actinomycosis	A42.0
457095	Actinomycosis	A42.1
457095	Actinomycosis	A42.2
457088	Predisposition to invasive fungal disease due to CARD9 deficiency	D84.8
457223	Syndromic sensorineural deafness due to combined oxidative phosphorylation defect	G31.8
456369	Polyglucosan body myopathy type 2	E74.0
457050	Autosomal dominant mitochondrial myopathy with exercise intolerance	G71.3
317	Erythrokeratodermia variabilis	Q82.8
629	Short stature due to growth hormone qualitative anomaly	E23.0
632	Short stature due to isolated growth hormone deficiency with X-linked hypogammaglobulinemia	E23.0
248	Autosomal recessive hypohidrotic ectodermal dysplasia	Q82.4
1810	Autosomal dominant hypohidrotic ectodermal dysplasia	Q82.4
3437	Vogt-Koyanagi-Harada disease	H20.8
3437	Vogt-Koyanagi-Harada disease	H30.8
2032	Idiopathic pulmonary fibrosis	J84.1
1303	Bronchiolitis obliterans with obstructive pulmonary disease	J44.8
3348	Tracheobronchopathia osteochondroplastica	J98.0
2902	Idiopathic chronic eosinophilic pneumonia	J82
1302	Cryptogenic organizing pneumonia	J84.1
198	Occipital horn syndrome	E83.0
891	Familial exudative vitreoretinopathy	H35.0
225	Maternally-inherited diabetes and deafness	E13.8
466677	Scorpion envenomation	T63.2
466682	Euthyroid Graves orbitopathy	H05.2
466695	Supratip dysplasia	J34.8
466670	Cyanide poisoning	T65.0
466650	Exercise-induced malignant hyperthermia	T88.3
466784	Neonatal severe cardiopulmonary failure due to mitochondrial methylation defect	E88.8
466722	Autosomal recessive spastic paraplegia type 77	G11.4
466718	Martinique crinkled retinal pigment epitheliopathy	H35.5
468726	Severe primary trimethylaminuria	E88.8
401785	Autosomal recessive spastic paraplegia type 62	G11.4
401780	Autosomal recessive spastic paraplegia type 61	G11.4
401800	Autosomal recessive spastic paraplegia type 60	G11.4
401795	Autosomal recessive spastic paraplegia type 59	G11.4
401768	Proximal myopathy with extrapyramidal signs	G71.3
401764	Pancytopenia-developmental delay syndrome	D61.0
401777	Optic atrophy-intellectual disability syndrome	H47.2
401830	Autosomal recessive spastic paraplegia type 69	G11.4
401835	Autosomal recessive spastic paraplegia type 70	G11.4
401840	Autosomal recessive spastic paraplegia type 71	G11.4
401805	Autosomal recessive spastic paraplegia type 63	G11.4
401810	Autosomal recessive spastic paraplegia type 64	G11.4
401815	Autosomal recessive spastic paraplegia type 66	G11.4
401820	Autosomal recessive spastic paraplegia type 67	G11.4
401866	Childhood-onset spasticity with hyperglycinemia	E88.8
401869	Multiple mitochondrial dysfunctions syndrome type 1	E88.8
401874	Multiple mitochondrial dysfunctions syndrome type 2	E88.8
401849	Autosomal spastic paraplegia type 72	G11.4
401854	Lipoic acid biosynthesis defect	E88.8
401859	Lipoic acid synthetase deficiency	E88.8
401862	Lipoyl transferase 1 deficiency	E88.8
399998	Male infertility due to obstructive azoospermia of genetic origin	N46
399994	Rare male infertility due to adrenal disorder of genetic origin	N46
399983	Rare male infertility due to hypothalamic-pituitary-gonadal axis disorder of genetic origin	N46
399882	Rare female infertility due to an implantation defect	N97.2
399877	Rare female infertility due to gonadal dysgenesis	N97.0
400025	Female infertility due to an implantation defect of genetic origin	N97.2
400022	Rare female infertility due to an anomaly of ovarian function of genetic origin	N97.0
400011	Rare female infertility due to hypothalamic-pituitary-gonadal axis disorder of genetic origin	N97.0
402823	Hepatitis delta	B17.0
401920	Fibrolamellar hepatocellular carcinoma	C22.0
401911	AXIN2-related attenuated familial adenomatous polyposis	D12.6
401901	Huntington disease-like syndrome due to C9ORF72 expansions	G10
401942	Familial median cleft of the upper and lower lips	Q36.1
401935	14q24.1q24.3 microdeletion syndrome	Q93.5
401923	9q31.1q31.3 microdeletion syndrome	Q93.5
401959	Partial corpus callosum agenesis-cerebellar vermis hypoplasia with posterior fossa cysts syndrome	Q04.3
401953	Episodic ataxia with slurred speech	G11.8
401948	Hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency	E74.8
401945	Moyamoya disease with early-onset achalasia	I67.5
401986	1p31p32 microdeletion syndrome	Q93.5
401979	Autosomal recessive spondylometaphyseal dysplasia, Mégarbané type	Q77.8
401973	MEND syndrome	Q87.8
401964	Autosomal dominant Charcot-Marie-Tooth disease type 2 with giant axons	G60.0
402003	Autosomal dominant focal non-epidermolytic palmoplantar keratoderma with plantar blistering	Q82.8
402007	Lichen myxedematosus	L98.5
401993	Cold-induced sweating syndrome-hyperthermia spectrum	G90.8
401996	Karyomegalic interstitial nephritis	N11.8
402017	Acute myeloid leukemia with t(9;11)(p22;q23)	C92.0
402020	Acute myeloid leukemia with inv(3)(q21q26.2) or t(3;3)(q21;q26.2)	C92.0
402014	Acute myeloid leukemia with t(6;9)(p23;q34)	C92.0
402029	Primary eosinophilic gastrointestinal disease	K52.8
402035	Eosinophilic colitis	K52.8
402023	Megakaryoblastic acute myeloid leukemia with t(1;22)(p13;q13)	C94.2
402026	Acute myeloid leukemia with NPM1 somatic mutations	C92.0
402082	Progressive myoclonic epilepsy type 5	G40.3
402364	Infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly	Q04.3
402041	Autosomal recessive distal renal tubular acidosis	N25.8
402075	Familial bicuspid aortic valve	Q23.1
806	Scott syndrome	D69.8
404469	Rare female infertility due to oocyte maturation defect	N97.8
404473	Severe intellectual disability-progressive spastic diplegia syndrome	G11.4
404463	Multisystemic smooth muscle dysfunction syndrome	I73.8
404466	Female infertility due to zona pellucida defect	N97.8
404451	FBLN1-related developmental delay-central nervous system anomaly-syndactyly syndrome	Q87.8
404454	Alacrimia-choreoathetosis-liver dysfunction syndrome	E77.8
404443	Tall stature-intellectual disability-facial dysmorphism syndrome	Q87.3
404448	ADNP syndrome	Q87.0
404437	Diffuse cerebral and cerebellar atrophy-intractable seizures-progressive microcephaly syndrome	G98
404440	Intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency	Q87.0
404560	Familial atypical multiple mole melanoma syndrome	D22.9
404553	Vasculitis due to ADA2 deficiency	M30.8
404546	DITRA	L40.1
404538	X-linked distal hereditary motor neuropathy	G12.2
404521	Spinal muscular atrophy with respiratory distress type 2	G12.2
404514	Acquired cystic disease-associated renal cell carcinoma	C64
404511	Clear cell papillary renal cell carcinoma	C64
404507	Chondromyxoid fibroma	D16.9
404499	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN deficiency	G11.1
404493	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency	G11.1
404481	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome	G11.1
404476	Global developmental delay-lung cysts-overgrowth-Wilms tumor syndrome	Q87.3
411527	Central retinal vein occlusion	H34.8
411536	Mild phosphoribosylpyrophosphate synthetase superactivity	E79.8
411543	Severe phosphoribosylpyrophosphate synthetase superactivity	E79.8
411590	Wolfram-like syndrome	E13.8
411593	Insulin autoimmune syndrome	E16.1
411602	Hereditary late-onset Parkinson disease	G20
411629	Nephropathic infantile cystinosis	E72.0+
411629	Nephropathic infantile cystinosis	N16.3*
411493	Pontocerebellar hypoplasia type 10	Q04.3
411501	Williams-Campbell syndrome	Q33.4
411511	Angelman syndrome due to a point mutation	Q93.5
411515	Angelman syndrome due to imprinting defect in 15q11-q13	Q93.5
411777	Generalized eruptive keratoacanthoma	L85.8
411712	Maternal riboflavin deficiency	P00.4
411986	Early-onset epileptic encephalopathy-cortical blindness-intellectual disability-facial dysmorphism syndrome	G40.4
412035	13q12.3 microdeletion syndrome	Q93.5
412022	Facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome	Q87.0
411641	Ocular cystinosis	E72.0
411634	Juvenile nephropathic cystinosis	E72.0+
411634	Juvenile nephropathic cystinosis	N16.3*
411696	Proton-pump inhibitor-responsive esophageal eosinophilia	K20
411709	Renal agenesis	Q60.2
411709	Renal agenesis	Q60.0
411709	Renal agenesis	Q60.1
411703	Pulmonary non-tuberculous mycobacterial infection	A31.0
376724	Generalized isolated dystonia	G24.1
371861	Genetic hyperaldosteronism	E26.0
371235	Congenital disorder of glycosylation with developmental anomaly	E77.8
371207	Congenital disorder of glycosylation with nephropathy as a major feature	E77.8
371200	Congenital disorder of glycosylation with skin involvement	E77.8
371212	Congenital disorder of glycosylation with deafness as a major feature	E77.8
371433	Genetic periodic paralysis	G72.3
371428	Multicentric osteolysis-nodulosis-arthropathy spectrum	Q85.9
371364	Hypotonia-speech impairment-severe cognitive delay syndrome	Q87.8
391711	Persistent combined dystonia	G24.1
391673	Necrotizing enterocolitis	P77
391677	Short stature-optic atrophy-Pelger-Huët anomaly syndrome	Q87.1
391723	Mucinous adenocarcinoma of the appendix	C18.1
391474	Frontorhiny	Q75.8
391504	Transient neonatal myasthenia gravis	P94.0
391497	Juvenile myasthenia gravis	G70.0
391490	Adult-onset myasthenia gravis	G70.0
391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	K63.9
391646	Feingold syndrome type 2	Q87.8
391641	Feingold syndrome type 1	Q87.8
391665	Homozygous familial hypercholesterolemia	E78.0
391651	Glomus tumor	D18.0
391343	Fatal post-viral neurodegenerative disorder	G04.8
391348	Growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome	E88.8
391351	SURF1-related Charcot-Marie-Tooth disease type 4	G60.0
391372	Intellectual disability-severe speech delay-mild dysmorphism syndrome	Q87.0
391376	Congenital microcephaly-severe encephalopathy-progressive cerebral atrophy syndrome	E72.8
391384	Familial episodic pain syndrome	M79.6
391389	Familial episodic pain syndrome with predominantly upper body involvement	M79.6
391392	Familial episodic pain syndrome with predominantly lower limb involvement	M79.6
391397	Hereditary sensory and autonomic neuropathy type 7	G60.8
391408	Primary microcephaly-mild intellectual disability-young-onset diabetes syndrome	Q87.8
391411	Atypical juvenile parkinsonism	G20
391417	HSD10 disease	E72.8
391428	HSD10 disease, infantile type	E72.8
391457	HSD10 disease, neonatal type	E72.8
391307	Severe intellectual disability-short stature-behavioral abnormalities-facial dysmorphism syndrome	Q87.8
391316	Infantile-onset mesial temporal lobe epilepsy with severe cognitive regression	G40.2
391311	Susceptibility to viral and mycobacterial infections	D84.8
391327	X-linked calvarial hyperostosis	M85.2
391320	East Texas bleeding disorder	D68.2
391330	X-linked osteoporosis with fractures	M80.5
398063	Refractory celiac disease	K90.0
398058	Squamous cell carcinoma of the penis	C60.2
398058	Squamous cell carcinoma of the penis	C60.8
398058	Squamous cell carcinoma of the penis	C60.9
398058	Squamous cell carcinoma of the penis	C60.0
398058	Squamous cell carcinoma of the penis	C60.1
398053	Adenocarcinoma of the penis	C60.1
398053	Adenocarcinoma of the penis	C60.2
398053	Adenocarcinoma of the penis	C60.8
398053	Adenocarcinoma of the penis	C60.9
398053	Adenocarcinoma of the penis	C60.0
398043	Malignant tumor of penis	C60.2
398043	Malignant tumor of penis	C60.8
398043	Malignant tumor of penis	C60.9
398043	Malignant tumor of penis	C60.0
398043	Malignant tumor of penis	C60.1
397973	Intellectual disability-obesity-prognathism-eye and skin anomalies syndrome	Q87.8
397968	Charcot-Marie-Tooth disease type 2R	G60.0
397964	Combined immunodeficiency due to MALT1 deficiency	D81.8
397959	TCR-alpha-beta-positive T-cell deficiency	D84.8
397951	Microcephaly-thin corpus callosum-intellectual disability syndrome	Q87.8
397946	Autosomal spastic paraplegia type 58	G11.4
397941	MAN1B1-CDG	E77.8
397937	Polyglucosan body myopathy type 1	E74.0
397933	Severe intellectual disability-progressive postnatal microcephaly-midline stereotypic hand movements syndrome	Q87.8
397927	Sacral agenesis-abnormal ossification of the vertebral bodies-persistent notochordal canal syndrome	Q87.5
397922	Ferro-cerebro-cutaneous syndrome	G23.0
397787	Severe combined immunodeficiency due to IKK2 deficiency	D81.2
397802	T+ B+ severe combined immunodeficiency	D81.2
397755	Periodic paralysis with transient compartment-like syndrome	G72.3
397758	Retinal dystrophy with inner retinal dysfunction and ganglion cell anomalies	H35.5
397744	Peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome	G60.0
397750	Periodic paralysis with later-onset distal motor neuropathy	G72.3
397725	COASY protein-associated neurodegeneration	G23.0
397735	Autosomal dominant Charcot-Marie-Tooth disease type 2U	G60.0
397709	Intellectual disability-coarse face-macrocephaly-cerebellar hypotrophy syndrome	Q87.8
397715	Joubert syndrome with Jeune asphyxiating thoracic dystrophy	Q04.3
397692	Hereditary isolated aplastic anemia	D61.0
397695	3q27.3 microdeletion syndrome	Q93.5
397623	Short stature-auditory canal atresia-mandibular hypoplasia-skeletal anomalies syndrome	Q87.1
397685	Familial hyperprolactinemia	E22.1
397615	Obesity due to CEP19 deficiency	E66.8
397618	Foveal hypoplasia-optic nerve decussation defect-anterior segment dysgenesis syndrome	Q15.8
397596	Activated PI3K-delta syndrome	D81.8
397593	Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency	E88.8
397612	Macrocephaly-developmental delay syndrome	Q75.3
397606	PrP systemic amyloidosis	G60.8
397590	Silver-Russell syndrome due to a point mutation	Q87.1
397587	Deep dermatophytosis	B35.8
394532	Multiple acyl-CoA dehydrogenase deficiency, mild type	E71.3
394529	Multiple acyl-CoA dehydrogenase deficiency, severe neonatal type	E71.3
399839	Rare female infertility due to a congenital hypogonadotropic hypogonadism	N97.0
399831	Rare female infertility due to hypothalamic-pituitary-gonadal axis disorder	N97.0
399813	Male infertility due to sperm motility disorder	N46
399853	Rare female infertility due to an anomaly of ovarian function	N97.0
399771	Male infertility due to sperm disorder	N46
399764	Male infertility due to gonadal dysgenesis or sperm disorder	N46
399685	Rare male infertility due to testicular endocrine disorder	N46
399584	Rare male infertility due to adrenal disorder	N46
399808	Male infertility with teratozoospermia due to single gene mutation	N46
399805	Male infertility with azoospermia or oligozoospermia due to single gene mutation	N46
399786	Male infertility with spermatogenesis disorder due to single gene mutation	N46
399775	Male infertility with spermatogenesis disorder	N46
399329	Epiphysiolysis of the hip	M93.9
399391	Osteochondrosis of genetic origin	M93.9
399572	Rare male infertility due to hypothalamic-pituitary-gonadal axis disorder	N46
399380	Osteonecrosis of genetic origin	M93.9
399388	Avascular necrosis of genetic origin	M93.9
399180	Secondary non-traumatic avascular necrosis	M87.1
399180	Secondary non-traumatic avascular necrosis	M87.3
399169	Secondary avascular necrosis	M87.1
399169	Secondary avascular necrosis	M87.2
399169	Secondary avascular necrosis	M87.3
399175	Traumatic avascular necrosis	M87.2
399307	Idiopathic avascular necrosis	M87.0
399319	Osteochondrosis	M93.9
399293	Osteonecrosis of the jaw	K10.2
399302	Primary avascular necrosis	M87.8
399058	Alpha-B crystallin-related late-onset myopathy	G71.0
398987	Malignant teratoma of ovary	C56
399086	Finnish upper limb-onset distal myopathy	G71.0
399081	KLHL9-related early-onset distal myopathy	G71.0
399103	Distal nebulin myopathy	G71.0
399096	Distal anoctaminopathy	G71.0
399164	Avascular necrosis	M87.0
399164	Avascular necrosis	M87.1
399164	Avascular necrosis	M87.2
399164	Avascular necrosis	M87.3
399164	Avascular necrosis	M87.8
399164	Avascular necrosis	M87.9
399158	Osteonecrosis	M87.0
399158	Osteonecrosis	M87.1
399158	Osteonecrosis	M87.2
399158	Osteonecrosis	M87.3
399158	Osteonecrosis	M87.8
399158	Osteonecrosis	M87.9
398961	Mucinous adenocarcinoma of ovary	C56
398980	Primary peritoneal serous/papillary carcinoma	C48.0
398980	Primary peritoneal serous/papillary carcinoma	C48.1
398980	Primary peritoneal serous/papillary carcinoma	C48.2
398980	Primary peritoneal serous/papillary carcinoma	C48.8
398971	Clear cell adenocarcinoma of the ovary	C56
398124	Neonatal lupus erythematosus	M32.8
398127	Neonatal scleroderma	P83.8
398147	Persistent idiopathic facial pain	G50.1
398156	Oculoauriculofrontonasal syndrome	Q87.0
398166	Focal facial dermal dysplasia	Q82.8
398173	Focal facial dermal dysplasia type II	Q82.8
398189	Focal facial dermal dysplasia type IV	Q82.8
398069	Prader-Willi syndrome due to a point mutation	Q87.1
398073	Prader-Willi-like syndrome	Q87.1
398079	Prader-Willi-like syndrome due to a point mutation	Q87.1
398088	Hereditary cryohydrocytosis with normal stomatin	D58.8
398097	Neonatal antiphospholipid syndrome	D68.6
398109	Neonatal autoimmune hemolytic anemia	D59.1
398117	Neonatal dermatomyositis	M33.1
435628	Keppen-Lubinsky syndrome	E88.1
435660	LIPE-related familial partial lipodystrophy	E88.1
435651	CIDEC-related familial partial lipodystrophy	E88.1
435638	3p25.3 microdeletion syndrome	Q93.5
435804	Short stature-advanced bone age-early-onset osteoarthritis syndrome	M89.8
435845	Lethal neonatal spasticity-epileptic encephalopathy syndrome	G40.4
435930	Colobomatous optic disc-macular atrophy-chorioretinopathy syndrome	Q14.8
435819	Autosomal dominant Charcot-Marie-Tooth disease type 2 due to TFG mutation	G60.0
435988	Chronic atrial and intestinal dysrhythmia syndrome	K59.8
435934	COG2-CDG	E77.8
435938	X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome	Q87.8
436141	Severe intellectual disability-hypotonia-strabismus-coarse face-planovalgus syndrome	Q87.8
436144	Intrauterine growth restriction-short stature-early adult-onset diabetes syndrome	Q87.1
435998	Autosomal recessive intermediate Charcot-Marie-Tooth disease type D	G60.0
436003	Contractures-developmental delay-Pierre Robin syndrome	Q87.0
436159	Autoimmune lymphoproliferative syndrome due to CTLA4 haploinsuffiency	D47.9
436151	Intellectual disability-expressive aphasia-facial dysmorphism syndrome	Q87.0
436169	Thrombomodulin-related bleeding disorder	D68.3
436166	Periodic fever-infantile enterocolitis-autoinflammatory syndrome	E85.0
436182	Microcephalic primordial dwarfism-insulin resistance syndrome	Q87.1
436174	Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome	Q87.8
436245	Retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome	Q87.8
436242	Familial atrial tachyarrhythmia-infra-Hisian cardiac conduction disease	I45.8
436271	Non-progressive predominantly posterior cavitating leukoencephalopathy with peripheral neuropathy	G93.4
436252	Combined immunodeficiency-enteropathy spectrum	Q82.8
436274	Pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa	Q82.8
437552	Autosomal recessive primary immunodeficiency with defective spontaneous natural killer cell cytotoxicity	D84.8
437572	MYH7-related late-onset scapuloperoneal muscular dystrophy	G71.0
438178	Severe intellectual disability-epilepsy-cataract syndrome due to fatty acyl-CoA reductase 1 deficiency	E71.3
438159	STAT3-related early-onset multisystem autoimmune disease	M35.8
438134	PCNA-related progressive neurodegenerative photosensitivity syndrome	G11.3
438117	Steel syndrome	Q87.5
438114	RARS-related autosomal recessive hypomyelinating leukodystrophy	E75.2
438075	Ketoacidosis due to monocarboxylate transporter-1 deficiency	E88.8
438279	Human infection by orthopoxvirus	B08.0
438274	GCGR-related hyperglucagonemia	E16.3
438266	Progressive encephalomyelitis with rigidity and myoclonus	G04.8
438216	PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome due to a point mutation	G40.4
438213	PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome	G40.4
438207	Severe autosomal recessive macrothrombocytopenia	D69.4
439224	ALECT2 amyloidosis	E85.8
439232	AApoAIV amyloidosis	E85.8
439212	Early-onset myopathy-areflexia-respiratory distress-dysphagia syndrome	G71.2
439218	KCNQ2-related epileptic encephalopathy	G40.4
439196	Zinc-responsive necrolytic acral erythema	L53.8
439202	Non-recovering obstetric brachial plexus lesion	P14.3
439167	Placental insufficiency	O36.5
439175	Pediatric arterial ischemic stroke	I63.5
439762	Systemic polyarteritis nodosa	M30.0
439746	Secondary polyarteritis nodosa	M30.8
439755	Single-organ polyarteritis nodosa	M30.0
439729	Cutaneous polyarteritis nodosa	M30.0
439737	Primary polyarteritis nodosa	M30.0
439254	ITM2B amyloidosis	E85.4+
439254	ITM2B amyloidosis	I68.0*
440221	Congenital oculomotor nerve palsy	Q07.8
440233	Congenital abducens nerve palsy	Q07.8
439854	Fatal congenital hypertrophic cardiomyopathy due to glycogen storage disease	E74.0+
439854	Fatal congenital hypertrophic cardiomyopathy due to glycogen storage disease	G73.6*
440402	Interstitial lung disease due to ABCA3 deficiency	J84.8
440392	Interstitial lung disease due to SP-C deficiency	J84.8
440368	Necrotizing soft tissue infection	M72.6
440427	Severe early-onset pulmonary alveolar proteinosis due to MARS deficiency	J84.0
440437	Familial colorectal cancer Type X	C18.0
440437	Familial colorectal cancer Type X	C18.1
440437	Familial colorectal cancer Type X	C18.2
440437	Familial colorectal cancer Type X	C18.3
440437	Familial colorectal cancer Type X	C18.4
440437	Familial colorectal cancer Type X	C18.5
440437	Familial colorectal cancer Type X	C18.6
440437	Familial colorectal cancer Type X	C18.7
441447	Early-onset posterior subcapsular cataract	H26.0
440987	Isolated agenesis of gallbladder	Q44.0
443057	Sporadic porphyria cutanea tarda	E80.1
443062	Familial porphyria cutanea tarda	E80.1
443079	Central serous chorioretinopathy	H35.7
443084	Baroreflex failure	G90.4
443070	Hemicrania continua	G44.0
443073	Charcot-Marie-Tooth disease type 2S	G60.0
442835	Undetermined early-onset epileptic encephalopathy	G40.4
442582	AH amyloidosis	E85.9
443197	X-linked erythropoietic protoporphyria	E80.0
3008	Pyruvate carboxylase deficiency	E74.4
443192	Classic stiff person syndrome	G25.8
595	Centronuclear myopathy	G71.2
443180	Spontaneous intracranial hypotension	G96.0
443173	Postpartum psychosis	F53.1
298	Mitochondrial neurogastrointestinal encephalomyopathy	G71.3
443236	Postural orthostatic tachycardia syndrome due to NET deficiency	I95.1
552	MODY	E11.9
854	Primitive portal vein thrombosis	I81
443227	Paratyphoid fever	A01.1
443227	Paratyphoid fever	A01.2
443227	Paratyphoid fever	A01.3
443227	Paratyphoid fever	A01.4
443098	Hyperostosis cranialis interna	M85.2
443087	46,XY disorder of sex development due to testicular 17,20-desmolase deficiency	E29.1
443167	NUT midline carcinoma	C80.9
130	Brugada syndrome	I49.8
277	Severe combined immunodeficiency due to adenosine deaminase deficiency	D81.3
443162	NDE1-related microhydranencephaly	Q04.8
443159	Lymphoplasmacytic lymphoma without IgM production	C83.0
443101	Hypothalamic adipsic hypernatraemia syndrome	E23.3
443804	Focal stiff limb syndrome	G25.8
443811	PGM3-CDG	E77.8
443950	DNAJB2-related Charcot-Marie-Tooth disease type 2	G60.0
444092	Autoimmune interstitial lung disease-arthritis syndrome	J84.8
444099	Autosomal dominant spastic paraplegia type 73	G11.4
444138	Peeling skin-leukonychia-acral punctate keratoses-cheilitis-knuckle pads syndrome	Q82.8
444002	11q22.2q22.3 microdeletion syndrome	Q93.5
443995	Mandibulofacial dysostosis with alopecia	Q75.4
444048	46,XX ovarian dysgenesis-short stature syndrome	Q96.8
444013	Combined oxidative phosphorylation defect type 23	E88.8
444069	Lethal fetal brain malformation-duodenal atresia-bilateral renal hypoplasia syndrome	Q87.8
444051	20q11.2 microdeletion syndrome	Q93.5
444077	Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome	Q87.8
444072	Cerebellar-facial-dental syndrome	Q87.0
444463	Autoimmune hemolytic anemia-autoimmune thrombocytopenia-primary immunodeficiency syndrome	D61.0
444490	Familial chylomicronemia syndrome	E78.3
444316	Idiopathic phalangeal acro-osteolysis	M89.5
444458	Combined oxidative phosphorylation defect type 24	E88.8
445110	Limb-girdle muscular dystrophy due to POMK deficiency	G71.0
445038	3-methylglutaconic aciduria type 7	E71.1
445018	Combined immunodeficiency due to LRBA deficiency	D81.8
447731	NIK deficiency	D81.8
447737	DOCK2 deficiency	D81.8
447740	Susceptibility to localized juvenile periodontitis	D71
447877	Polymerase proofreading-related adenomatous polyposis	D12.6
447896	Tremor-ataxia-central hypomyelination syndrome	E75.2
447893	Hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome	E75.2
447792	Hemochromatosis type 5	E83.1
447788	Cerebral visual impairment	H47.6
447774	Secondary sclerosing cholangitis	K83.0
447784	Mitochondrial pyruvate carrier deficiency	E74.4
