ORPHANET_ID	ORPHANET_NAME	UMLS_CUI
1576	Infantile bilateral striatal necrosis	C0795996
2073	Narcolepsy type 1	C0027404
2073	Narcolepsy type 1	C0751362
231401	Alpha-thalassemia-myelodysplastic syndrome	C0585216
809	Mixed connective tissue disease	C0026272
1309	Medullary sponge kidney	C0022681
231249	Hemoglobin E-beta-thalassemia syndrome	C0472777
2197	Idiopathic hypercalciuria	C0543800
231237	Delta-beta-thalassemia	C0271985
231226	Dominant beta-thalassemia	C1858990
18	Distal renal tubular acidosis	C1704380
18	Distal renal tubular acidosis	C0259810
231222	Beta-thalassemia intermedia	C0472767
160	Castleman disease	C0017531
160	Castleman disease	C2931179
231214	Beta-thalassemia major	C0002875
2841	Familial benign chronic pemphigus	C0085106
231183	Usher syndrome type 3	C1568248
347	Frasier syndrome	C0950122
231178	Usher syndrome type 2	C0339534
231178	Usher syndrome type 2	C1568249
1670	Chronic diarrhea with villous atrophy	C1838912
231154	Combined immunodeficiency due to partial RAG1 deficiency	C1835931
2596	Myopathy and diabetes mellitus	C1839028
2966	Properdin deficiency	C0398762
2966	Properdin deficiency	C1839454
231169	Usher syndrome type 1	C0339533
405	Familial hypocalciuric hypercalcemia	C1809471
231111	Drug-induced lupus erythematosus	C0263591
1223	Balantidiasis	C0004692
1223	Balantidiasis	C0276786
3318	Essential thrombocythemia	C0040028
230851	Cardiac-valvular Ehlers-Danlos syndrome	C1857034
231031	Erythema palmare hereditarium	C1851502
913	Zollinger-Ellison syndrome	C0017150
913	Zollinger-Ellison syndrome	C0043515
230839	Classical-like Ehlers-Danlos syndrome type 1	C1848029
519	Acute myeloid leukemia	C0023467
519	Acute myeloid leukemia	C1879321
235936	Familial hyperaldosteronism	C3713420
238446	15q11q13 microduplication syndrome	C2675336
231556	Late-onset localized junctional epidermolysis bullosa-intellectual disability syndrome	C1856969
231568	Generalized dominant dystrophic epidermolysis bullosa	C0432322
1900	Kyphoscoliotic Ehlers-Danlos syndrome due to lysyl hydroxylase 1 deficiency	C0268342
231671	Isolated growth hormone deficiency type IB	C2748571
286	Vascular Ehlers-Danlos syndrome	C0268338
231679	Isolated growth hormone deficiency type II	C0271567
285	Hypermobile Ehlers-Danlos syndrome	C0268337
257	Epidermolysis bullosa simplex with muscular dystrophy	C2931072
1901	Dermatosparaxis Ehlers-Danlos syndrome	C2700425
1899	Arthrochalasia Ehlers-Danlos syndrome	C0268345
839	Congenital nephrotic syndrome, Finnish type	C0403399
531	Miller-Dieker syndrome	C0265219
3394	Soft tissue sarcoma	C1261473
3394	Soft tissue sarcoma	C0334492
1083	Microlissencephaly	C1956147
452	X-linked lissencephaly with abnormal genitalia	C1846171
238510	Lymphoproliferative syndrome	C0024314
238468	Hypohidrotic ectodermal dysplasia	C1706004
238468	Hypohidrotic ectodermal dysplasia	C0406702
238468	Hypohidrotic ectodermal dysplasia	C0162359
238475	Familial hypercholanemia	C1843139
238455	Infantile dystonia-parkinsonism	C2751067
238459	SLC35A1-CDG	C1970344
238583	Hyperphenylalaninemia due to tetrahydrobiopterin deficiency	C0751436
238583	Hyperphenylalaninemia due to tetrahydrobiopterin deficiency	C0751435
238547	Acquired secondary polycythemia	C1318533
238637	Megacystis-megaureter syndrome	C0431752
238624	Idiopathic intracranial hypertension	C0033845
238606	Primary orthostatic tremor	C0878578
238593	IgG4-related mesenteritis	C0025470
238593	IgG4-related mesenteritis	C0267770
240071	Classic progressive supranuclear palsy syndrome	C0038868
240760	Nijmegen breakage syndrome-like disorder	C2751318
331226	Susceptibility to infection due to TYK2 deficiency	C1969086
331223	Hyper-IgE syndrome	C3887645
331176	Autosomal recessive severe congenital neutropenia due to G6PC3 deficiency	C2675526
331187	Immunodeficiency due to MASP-2 deficiency	C3151085
331206	Severe combined immunodeficiency due to complete RAG1/2 deficiency	C1832322
330064	Chronic actinic dermatitis	C1510437
330064	Chronic actinic dermatitis	C0282309
329998	Lymphomatous meningitis	C1704231
329984	Goblet cell carcinoma	C0205695
330012	High altitude pulmonary edema	C0340100
330015	Lead poisoning	C0023176
330021	Mercury poisoning	C0025427
330058	Hydroa vacciniforme	C0020241
330061	Actinic prurigo	C0406217
330054	Congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome	C2751320
329802	5p13 microduplication syndrome	C2750805
329481	Lipoprotein glomerulopathy	C2673196
329903	Immunoglobulin-mediated membranoproliferative glomerulonephritis	C0268742
329903	Immunoglobulin-mediated membranoproliferative glomerulonephritis	C1720821
329308	Fatty acid hydroxylase-associated neurodegeneration	C3668943
329329	Autosomal recessive frontotemporal pachygyria	C1853215
325697	Genetic 46,XX disorder of sex development	C2936403
329	Congenital factor XI deficiency	C0015523
1243	Best vitelliform macular dystrophy	C0339510
1243	Best vitelliform macular dystrophy	C2745945
325546	Sex chromosome disorder of sex development	C2936421
325004	CANDLE syndrome	C1850568
324964	Chronic nonbacterial osteomyelitis/Chronic recurrent multifocal osteomyelitis	C0410422
324764	Trichorhinophalangeal syndrome	C0265255
324737	SRD5A3-CDG	C3150191
324636	Autoerythrocyte sensitization syndrome	C0301928
324625	Chikungunya	C0008055
324588	Familial dyskinesia and facial myokymia	C1847627
320365	Autosomal dominant spastic paraplegia type 36	C2936879
320401	Autosomal recessive spastic paraplegia type 44	C2750784
320406	Spastic paraplegia-optic atrophy-neuropathy syndrome	C1836010
319651	Constitutional megaloblastic anemia with severe neurologic disease	C3151205
319646	PGM1-CDG	C2752015
319640	Retinal macular dystrophy type 2	C0339512
319254	Kyasanur forest disease	C0022810
319266	Omsk hemorrhagic fever	C0019103
319276	Clear cell renal carcinoma	C0279702
319239	Brazilian hemorrhagic fever	C0343633
319247	Hantavirus pulmonary syndrome	C0243025
319251	Rift valley fever	C0035613
319298	Papillary renal cell carcinoma	C1306837
319303	Chromophobe renal cell carcinoma	C1266042
319340	Carney complex-trismus-pseudocamptodactyly syndrome	C1837245
319229	Bolivian hemorrhagic fever	C0282192
319234	Venezuelan hemorrhagic fever	C0042470
319218	Ebola hemorrhagic fever	C0282687
319223	Argentine hemorrhagic fever	C0019097
319182	Wiedemann-Steiner syndrome	C1854630
314946	Mycobacterium xenopi infection	C0275715
314928	Normal pressure hydrocephalus	C0020258
314918	Mild Canavan disease	C0751667
314911	Severe Canavan disease	C0751664
314911	Severe Canavan disease	C0751666
316226	Spastic ataxia	C1849156
314697	Acquired porencephaly	C0151860
314679	Cerebrofacioarticular syndrome	C1832390
314777	Familial isolated pituitary adenoma	C1863340
314753	Functioning pituitary adenoma	C0854486
314759	Mixed functioning pituitary adenoma	C0346305
370109	Ataxia-telangiectasia variant	C1876175
370348	Peripheral primitive neuroectodermal tumor	C0684337
370334	Extraskeletal Ewing sarcoma	C0852530
370334	Extraskeletal Ewing sarcoma	C0279980
370131	White platelet syndrome	C2931293
370068	Fetal anticonvulsant syndrome	C1739111
371024	Qualitative or quantitative defects of alpha-dystroglycan	C2936406
370924	STT3B-CDG	C2931007
369942	CADDS	C1845408
364055	Severe early-childhood-onset retinal dystrophy	C1858080
772	Infantile Refsum disease	C0282527
1194	TMEM70-related mitochondrial encephalo-cardio-myopathy	C3279699
363999	Non-immune hydrops fetalis	C0455988
364013	Immune hydrops fetalis	C0455990
363989	Familial benign flecked retina	C1856718
823	Isolated spina bifida	C0080178
363976	Giant cell tumor of bone	C0206638
363958	17q21.31 microdeletion syndrome	C1864871
363746	Balint syndrome	C0270706
363741	Colobomatous microphthalmia-obesity-hypogenitalism-intellectual disability syndrome	C1866256
363705	Craniofaciofrontodigital syndrome	C2676032
364577	Intellectual disability-brachydactyly-Pierre Robin syndrome	C1837564
364559	Dysostosis	C0013393
364541	Otopalatodigital syndrome spectrum disorder	C2748918
363417	Temtamy preaxial brachydactyly syndrome	C1854466
363314	Genetic intestinal polyposis	C2713443
363189	Congenital anomaly of the great veins	C0158632
363665	Acroosteolysis-keloid-like lesions-premature aging syndrome	C1866182
363504	Germ cell tumor of testis	C1336708
363447	Autosomal dominant childhood-onset proximal spinal muscular atrophy	C1834690
363483	Testicular teratoma	C0238451
357502	Idiopathic nephrotic syndrome	C3496337
357043	Amyotrophic lateral sclerosis type 4	C1865409
357027	Hereditary retinoblastoma	C0751483
357064	Autosomal recessive cutis laxa type 2B	C2751987
357058	Autosomal recessive cutis laxa type 2A	C0268355
357158	Mandibulofacial dysostosis-macroblepharon-macrostomia syndrome	C1865181
357154	Oral submucous fibrosis	C0029172
357131	Venous thoracic outlet syndrome	C1956396
357107	Arterial thoracic outlet syndrome	C1956395
352657	Hereditary benign intraepithelial dyskeratosis	C0265966
352731	Oculocutaneous albinism type 1	C0268494
352737	Temperature-sensitive oculocutaneous albinism type 1	C1847132
353253	Burning mouth syndrome	C0006430
353253	Burning mouth syndrome	C2930806
353298	Roifman syndrome	C1846059
352540	Oncogenic osteomalacia	C1274103
294944	Congenital deformities of limbs	C0206762
294925	Amelia	C0002447
294415	Renal-hepatic-pancreatic dysplasia	C2673883
294057	Rare nevus	C0027960
294060	Multiple pterygium syndrome	C0265261
293864	Hypoplastic pancreas-intestinal atresia-hypoplastic gallbladder syndrome	C2748662
293812	Fixed drug eruption	C0877391
293725	Blepharophimosis-intellectual disability syndrome, Verloes type	C1858538
295044	Macrodactyly of fingers	C0574044
295047	Macrodactyly of toes	C2931596
295049	Upper limb hypertrophy	C0575518
295030	True congenital shoulder dislocation	C0265562
295032	Isolated congenital radial head dislocation	C0265561
295034	Congenital knee dislocation	C0265669
295036	Congenital patella dislocation	C0345360
295018	Congenital pseudoarthrosis of the tibia	C0265661
295014	Familial isolated clinodactyly of fingers	C0265610
295004	Central polydactyly	C0431903
294979	Congenital absence of both forearm and hand	C1306663
294975	Congenital absence of upper arm and forearm with hand present	C0031575
294986	Apodia	C0265624
294963	Popliteal pterygium syndrome	C0265259
290849	Rare head and neck tumor	C0018671
289891	Hypermethioninemia due to glycine N-methyltransferase deficiency	C1847720
289902	3-methylglutaconic aciduria	C3696376
289869	Disorder of ornithine metabolism	C0342690
289916	Vitamin B12-unresponsive methylmalonic acidemia type mut0	C1855114
289685	Myopericytoma	C1302808
289666	Plasmablastic lymphoma	C3472614
289644	Epstein-Barr virus-associated malignant lymphoproliferative disorder	C2363744
289857	Neonatal glycine encephalopathy	C0751748
289849	Glutathione synthetase deficiency without 5-oxoprolinuria	C1856399
289841	Disorder of glutamine metabolism	C0342669
289586	Exfoliative ichthyosis	C1838440
293381	Epithelial recurrent erosion dystrophy	C1852551
293462	Pre-Descemet corneal dystrophy	C0339282
293603	Congenital hereditary endothelial dystrophy type II	C1857569
293621	X-linked endothelial corneal dystrophy	C2749049
811	Shwachman-Diamond syndrome	C0272170
2687	Neutropenia-hyperlymphocytosis with large granular lymphocytes syndrome	C2930809
741	Familial mitral valve prolapse	C0340364
293168	Infantile-onset ascending hereditary spastic paralysis	C2931441
2298	Insulin-resistance syndrome type B	C0342337
293173	Acute generalized exanthematous pustulosis	C0877055
293173	Acute generalized exanthematous pustulosis	C0853331
293199	Pleomorphic rhabdomyosarcoma	C0334480
393	46,XX testicular disorder of sex development	C0432475
393	46,XX testicular disorder of sex development	C2936419
293202	Epithelioid sarcoma	C0205944
2459	Mansonelliasis	C0024759
2404	Loiasis	C0023968
2356	Arachnoid cyst	C0078981
829	Adult-onset Still disease	C0085253
829	Adult-onset Still disease	C0043195
3096	Reye syndrome	C0035400
1929	Rasmussen subacute encephalitis	C0393484
1929	Rasmussen subacute encephalitis	C2930868
1183	Opsoclonus-myoclonus syndrome	C0393626
1183	Opsoclonus-myoclonus syndrome	C1096154
1183	Opsoclonus-myoclonus syndrome	C1721017
2688	Adult idiopathic neutropenia	C1842930
2686	Cyclic neutropenia	C0221023
890	Hepatic veno-occlusive disease	C0019156
231	Dracunculiasis	C0013100
2035	Lymphatic filariasis	C0013884
284804	Ocular albinism	C0078917
284448	CLIPPERS	C3854437
284454	Acute zonal occult outer retinopathy	C0730298
284417	Phosphoserine aminotransferase deficiency	C1970253
284426	Glycogen storage disease due to lactate dehydrogenase M-subunit deficiency	C2931743
284435	Glycogen storage disease due to lactate dehydrogenase H-subunit deficiency	C3279904
284973	Marfan syndrome type 2	C2931058
284814	Disorder of phenylalanine metabolism	C0268461
289377	Early-onset myopathy with fatal cardiomyopathy	C2673677
289380	Myosclerosis	C1611706
289326	Tropical spastic paraparesis	C0030481
289307	Developmental delay due to methylmalonate semialdehyde dehydrogenase deficiency	C3279840
289504	Combined malonic and methylmalonic acidemia	C3280314
289157	Hypocalcemic vitamin D-dependent rickets	C0268689
280914	Idiopathic anterior uveitis	C0339315
280898	Panuveitis	C0030343
280892	Posterior uveitis	C0042167
280892	Posterior uveitis	C0008526
280886	Anterior uveitis	C0022073
280886	Anterior uveitis	C0042165
281210	X-linked ichthyosis syndrome	C0079588
281201	Keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome	C1866029
281122	Self-improving collodion baby	C1855789
280628	Familial progressive hyper- and hypopigmentation	C1840392
280671	Megaconial congenital muscular dystrophy	C1865233
280774	Generalized essential telangiectasia	C0473555
284227	TEMPI syndrome	C3854394
284264	IgG4-related disease	C3203653
284324	Childhood-onset autosomal recessive slowly progressive spinocerebellar ataxia	C1836474
284332	Infantile-onset autosomal recessive nonprogressive cerebellar ataxia	C1842676
284388	Reversible cerebral vasoconstriction syndrome	C3544214
282196	Autoimmune polyendocrinopathy	C0085409
309845	Disorder of zinc metabolism and transport	C0268085
309839	Disorder of copper metabolism	C0012714
310050	Acquired immunodeficiency	C0001175
309854	Cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome	C2750442
309830	Disorder of catecholamine synthesis	C0342685
309803	Rhizomelic chondrodysplasia punctata type 3	C1838612
309789	Rhizomelic chondrodysplasia punctata type 1	C1859133
309796	Rhizomelic chondrodysplasia punctata type 2	C1857242
313906	Congenital pancreatic cyst	C0341480
313838	Coats plus syndrome	C2677299
313808	Hereditary diffuse leukoencephalopathy with axonal spheroids and pigmented glia	C3711381
313795	Jawad syndrome	C0796063
314603	Autosomal recessive spastic ataxia with leukoencephalopathy	C1969645
314597	Chudley-McCullough syndrome	C1858695
314555	Craniofacial dysplasia-osteopenia syndrome	C1970027
314473	Ovarian fibroma	C0149951
314422	Ameloblastic carcinoma	C1314678
314451	Meigs syndrome	C0025184
314419	Ameloblastoma	C0002448
307141	Diffuse palmoplantar keratoderma	C0022584
306682	Manganese poisoning	C0677050
306674	Kufor-Rakeb syndrome	C1847640
306686	Delayed encephalopathy due to carbon monoxide poisoning	C0393565
306715	Rare choreic movement disorder	C0008489
306731	Sydenham chorea	C0152113
308380	Methylcobalamin deficiency type cblDv1	C1848552
308386	Sulfite oxidase deficiency due to molybdenum cofactor deficiency type A	C1854988
308393	Sulfite oxidase deficiency due to molybdenum cofactor deficiency type B	C1854989
308400	Sulfite oxidase deficiency due to molybdenum cofactor deficiency type C	C1854990
308407	Disorder of beta and omega amino acid metabolism	C0342707
308425	Methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency	C1855100
307148	Isolated diffuse palmoplantar keratoderma	C0022584
307766	Curly hair-acral keratoderma-caries syndrome	C1843291
307936	Hypotrichosis-osteolysis-periodontitis-palmoplantar keratoderma syndrome	C1843285
307967	Punctate palmoplantar keratoderma	C1274216
308013	Focal acral hyperkeratosis	C1302839
309005	Disorder of lipid metabolism	C0154251
308993	Glycerol kinase deficiency	C0268418
308698	Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form	C1856305
308670	Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form	C1856304
308684	Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form	C0017922
309031	Pancreatic triacylglycerol lipase deficiency	C0268240
309108	Pancreatic colipase deficiency	C0268241
309025	Mevalonate kinase deficiency	C1959626
309025	Mevalonate kinase deficiency	C0342731
309015	Familial lipoprotein lipase deficiency	C0023817
309020	Familial apolipoprotein C-II deficiency	C1720779
309020	Familial apolipoprotein C-II deficiency	C0268199
178	Chordoma	C0008487
308467	Disorder of galactose metabolism	C0342745
2637	Microcephalic osteodysplastic primordial dwarfism type II	C0432246
308463	Disorder of fructose metabolism	C0342744
592	Macrophagic myofasciitis	C2931639
308442	Vitamin B12-responsive methylmalonic acidemia, type cblDv2	C1848552
308655	Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form	C1856303
308552	Glycogen storage disease due to acid maltase deficiency, infantile onset	C0751173
308552	Glycogen storage disease due to acid maltase deficiency, infantile onset	C3888924
309271	Metachromatic leukodystrophy, adult form	C0751279
309246	GM2 gangliosidosis, AB variant	C0268275
309252	Atypical Gaucher disease due to saposin C deficiency	C1864651
309256	Metachromatic leukodystrophy, late infantile form	C0751278
309263	Metachromatic leukodystrophy, juvenile form	C0751276
309324	Free sialic acid storage disease, infantile form	C1096902
309324	Free sialic acid storage disease, infantile form	C1963905
309334	Salla disease	C1096903
309297	Mucopolysaccharidosis type 4A	C3179194
309297	Mucopolysaccharidosis type 4A	C0086651
309310	Mucopolysaccharidosis type 4B	C0086652
309319	Disorder of sialic acid metabolism	C0342851
309147	Hyper-beta-alaninemia	C0268630
309144	Gangliosidosis	C0017083
309127	3-hydroxyacyl-CoA dehydrogenase deficiency	C1291230
309120	Acyl-CoA dehydrogenase deficiency	C0268635
309239	Tay-Sachs disease, B1 variant	C2749283
309239	Tay-Sachs disease, B1 variant	C1848916
309192	Tay-Sachs disease, B variant, adult form	C1848914
309155	Sandhoff disease, infantile form	C1849322
309155	Sandhoff disease, infantile form	C0751490
309152	GM2 gangliosidosis	C0268274
309152	GM2 gangliosidosis	C0039373
309169	Sandhoff disease, adult form	C0751489
309169	Sandhoff disease, adult form	C1849320
309162	Sandhoff disease, juvenile form	C0751491
309162	Sandhoff disease, juvenile form	C1849321
300557	Carcinoma of the ampulla of Vater	C0262401
300576	Oligodontia-cancer predisposition syndrome	C1837750
300579	Staphylococcal toxemia	C0854511
300865	Primary cutaneous anaplastic large cell lymphoma	C1301362
300865	Primary cutaneous anaplastic large cell lymphoma	C1698767
300857	T-cell/histiocyte rich large B cell lymphoma	C1321547
300878	Hairy cell leukemia variant	C0349633
300903	ALK-negative anaplastic large cell lymphoma	C1332078
300912	Marginal zone lymphoma	C0242647
304055	Pituitary tumor	C0032019
306553	Myospherulosis	C0027123
306527	Isolated hereditary congenital facial paralysis	C1832284
306498	PTEN hamartoma tumor syndrome	C1959582
306658	Familial normophosphatemic tumoral calcinosis	C1864861
306648	Non-infectious anterior uveitis	C0339317
306636	Rare tumor of liver and intrahepatic biliary tract	C0023903
306633	Rare tumor of gallbladder and extrahepatic biliary tract	C0750952
306597	X-linked Opitz G/BBB syndrome	C2936904
295187	Zygodactyly type 1	C1853294
295195	Synpolydactyly type 1	C1861367
295197	Synpolydactyly type 2	C1842422
295199	Synpolydactyly type 3	C1853255
295229	Congenital genu recurvatum	C0152235
300324	Persistent polyclonal B-cell lymphocytosis	C1847973
300284	Connective tissue disorder due to lysyl hydroxylase-3 deficiency	C2676285
300385	Pituitary carcinoma	C0346300
300333	Nephrotic syndrome-deafness-pretibial epidermolysis bullosa syndrome	C1836823
639	Polyneuropathy associated with IgM monoclonal gammapathy with anti-MAG	C1736154
662	Yellow nail syndrome	C0221348
537	Toxic epidermal necrolysis	C0014518
793	SAPHO syndrome	C0263859
454723	Endometrioid carcinoma of ovary	C0346163
454718	Holmes-Adie syndrome	C0001519
454714	Plasma cell leukemia	C0023484
454750	Isolated tracheoesophageal fistula	C0040588
454745	Kuru	C0022802
454706	Progressive muscular atrophy	C0917981
451607	Cutaneous pseudolymphoma	C0311220
449266	Pleural empyema	C0014013
448270	Ectopia cordis	C0013580
317	Erythrokeratodermia variabilis	C0265961
629	Short stature due to growth hormone qualitative anomaly	C1849779
632	Short stature due to isolated growth hormone deficiency with X-linked hypogammaglobulinemia	C0472813
248	Autosomal recessive hypohidrotic ectodermal dysplasia	C0406702
1810	Autosomal dominant hypohidrotic ectodermal dysplasia	C0265331
3437	Vogt-Koyanagi-Harada disease	C0042170
2032	Idiopathic pulmonary fibrosis	C0085786
2032	Idiopathic pulmonary fibrosis	C1800706
1303	Bronchiolitis obliterans with obstructive pulmonary disease	C2350875
1303	Bronchiolitis obliterans with obstructive pulmonary disease	C0006272
3348	Tracheobronchopathia osteochondroplastica	C3887588
3348	Tracheobronchopathia osteochondroplastica	C0520538
2902	Idiopathic chronic eosinophilic pneumonia	C0008680
2902	Idiopathic chronic eosinophilic pneumonia	C2930941
1302	Cryptogenic organizing pneumonia	C0242770
198	Occipital horn syndrome	C0268353
198	Occipital horn syndrome	C1096660
891	Familial exudative vitreoretinopathy	C0339539
891	Familial exudative vitreoretinopathy	C1851402
225	Maternally-inherited diabetes and deafness	C0342289
402823	Hepatitis delta	C0011226
401920	Fibrolamellar hepatocellular carcinoma	C0334287
401979	Autosomal recessive spondylometaphyseal dysplasia, Mégarbané type	C2750075
402007	Lichen myxedematosus	C0263390
402035	Eosinophilic colitis	C0267448
402041	Autosomal recessive distal renal tubular acidosis	C1864498
806	Scott syndrome	C0796149
404580	Polyarticular juvenile idiopathic arthritis	C0409667
404560	Familial atypical multiple mole melanoma syndrome	C0205747
404560	Familial atypical multiple mole melanoma syndrome	C0013403
404560	Familial atypical multiple mole melanoma syndrome	C2314896
404560	Familial atypical multiple mole melanoma syndrome	C1838547
404507	Chondromyxoid fibroma	C0221290
411527	Central retinal vein occlusion	C0154841
411590	Wolfram-like syndrome	C3280358
411593	Insulin autoimmune syndrome	C0854359
411629	Nephropathic infantile cystinosis	C3537440
411501	Williams-Campbell syndrome	C0340231
412022	Facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome	C1832167
411641	Ocular cystinosis	C2931013
411634	Juvenile nephropathic cystinosis	C0268626
411709	Renal agenesis	C1609433
411709	Renal agenesis	C0542519
411709	Renal agenesis	C1619700
391673	Necrotizing enterocolitis	C0520459
391723	Mucinous adenocarcinoma of the appendix	C1706832
391504	Transient neonatal myasthenia gravis	C0158982
391504	Transient neonatal myasthenia gravis	C0495465
391665	Homozygous familial hypercholesterolemia	C0342881
391651	Glomus tumor	C0017653
391417	HSD10 disease	C1845517
391320	East Texas bleeding disorder	C1853831
398058	Squamous cell carcinoma of the penis	C0238348
398043	Malignant tumor of penis	C0853105
398043	Malignant tumor of penis	C0153601
397973	Intellectual disability-obesity-prognathism-eye and skin anomalies syndrome	C1847522
397623	Short stature-auditory canal atresia-mandibular hypoplasia-skeletal anomalies syndrome	C1865361
397596	Activated PI3K-delta syndrome	C3714976
397587	Deep dermatophytosis	C1395264
399319	Osteochondrosis	C0029429
399293	Osteonecrosis of the jaw	C2711248
399086	Finnish upper limb-onset distal myopathy	C1864706
399096	Distal anoctaminopathy	C2750076
399158	Osteonecrosis	C0029445
398934	Malignant epithelial tumor of ovary	C0677886
398124	Neonatal lupus erythematosus	C0409979
398156	Oculoauriculofrontonasal syndrome	C1832352
398166	Focal facial dermal dysplasia	C2936827
398173	Focal facial dermal dysplasia type II	C1744559
435743	Congenital urachal anomaly	C1739100
436169	Thrombomodulin-related bleeding disorder	C3280976
438266	Progressive encephalomyelitis with rigidity and myoclonus	C1861457
439167	Placental insufficiency	C0032051
439762	Systemic polyarteritis nodosa	C0031036
439854	Fatal congenital hypertrophic cardiomyopathy due to glycogen storage disease	C1849813
439881	Plastic bronchitis	C0264342
439881	Plastic bronchitis	C0920258
440706	Ribose-5-P isomerase deficiency	C1291609
440987	Isolated agenesis of gallbladder	C0266251
443057	Sporadic porphyria cutanea tarda	C1867968
443079	Central serous chorioretinopathy	C0730328
443197	X-linked erythropoietic protoporphyria	C2677889
3008	Pyruvate carboxylase deficiency	C0034341
3008	Pyruvate carboxylase deficiency	C2931141
595	Centronuclear myopathy	C0175709
443180	Spontaneous intracranial hypotension	C3544264
443180	Spontaneous intracranial hypotension	C3850067
443180	Spontaneous intracranial hypotension	C0751731
443173	Postpartum psychosis	C0520678
298	Mitochondrial neurogastrointestinal encephalomyopathy	C0872218
552	MODY	C0342276
854	Primitive portal vein thrombosis	C0155773
443227	Paratyphoid fever	C0030528
443098	Hyperostosis cranialis interna	C1840404
443087	46,XY disorder of sex development due to testicular 17,20-desmolase deficiency	C1839840
130	Brugada syndrome	C1142166
130	Brugada syndrome	C1955837
277	Severe combined immunodeficiency due to adenosine deaminase deficiency	C0392607
277	Severe combined immunodeficiency due to adenosine deaminase deficiency	C0268124
443909	Hereditary nonpolyposis colon cancer	C1112155
443909	Hereditary nonpolyposis colon cancer	C0009405
443909	Hereditary nonpolyposis colon cancer	C1333990
443988	Ventriculomegaly-cystic kidney disease	C1857423
444116	Hereditary amyloidosis	C0206246
444916	Pseudohypoaldosteronism	C0033805
447771	Sclerosing cholangitis	C0008313
412206	Primary failure of tooth eruption	C1852222
415286	Bilirubin encephalopathy	C0022610
420741	RIDDLE syndrome	C2677792
420429	Glycogen storage disease due to acid maltase deficiency, late-onset	C3888925
420611	Transient myeloproliferative syndrome	C1834582
420561	Temple-Baraitser syndrome	C2678486
423470	Mucolipidosis type III gamma	C1854896
423717	Cutaneous larva migrans	C0546999
423771	Rare carcinoma of stomach	C0699791
423662	Rare autonomic nervous system disorder	C1145628
424058	Intraductal papillary mucinous carcinoma of pancreas	C1335304
424073	Serous cystadenocarcinoma of pancreas	C1335315
424013	Carcinoma of the anal canal	C0563211
424053	Mucinous cystadenocarcinoma of the pancreas	C2063873
424046	Acinar cell carcinoma of pancreas	C0279661
424002	Squamous cell carcinoma of the rectum	C1335690
423957	Rare carcinoma of small intestine	C0238196
424936	Carcinoma of liver and intrahepatic biliary tract	C0221287
431361	Progressive encephalopathy with leukodystrophy due to DECR deficiency	C1857252
431255	Scapuloperoneal spinal muscular atrophy	C0751335
434809	Syndrome with woolly hair	C0345427
26793	Very long chain acyl-CoA dehydrogenase deficiency	C3887523
28378	Tyrosinemia type 2	C0268487
29207	Reactive arthritis	C0035012
29207	Reactive arthritis	C0085435
29073	Multiple myeloma	C0026764
29822	Spontaneous periodic hypothermia	C2931542
30391	Isolated biliary atresia	C0005411
320	Apparent mineralocorticoid excess	C0342488
320	Apparent mineralocorticoid excess	C2936861
320	Apparent mineralocorticoid excess	C3887949
230	Dopamine beta-hydroxylase deficiency	C0342687
590	Congenital myasthenic syndrome	C0751882
404	Familial hyperaldosteronism type II	C1854107
756	Pseudohypoaldosteronism type 1	C1449843
756	Pseudohypoaldosteronism type 1	C0268436
544	Diffuse large B-cell lymphoma	C0079744
545	Follicular lymphoma	C0024301
88	Idiopathic aplastic anemia	C0348890
102	Multiple system atrophy	C0393571
824	Primary myelofibrosis	C0001815
824	Primary myelofibrosis	C0026987
748	Mendelian susceptibility to mycobacterial diseases	C3266863
729	Polycythemia vera	C0032463
25980	X-linked myopathy with excessive autophagy	C1839615
25980	X-linked myopathy with excessive autophagy	C2931230
26137	Juvenile temporal arteritis	C0751547
26106	Hereditary diffuse gastric cancer	C1708349
25968	Benign occipital epilepsy	C1851549
807	Sebastian syndrome	C1854520
26790	Pseudomyxoma peritonei	C0033822
26791	Multiple acyl-CoA dehydrogenase deficiency	C0268596
26791	Multiple acyl-CoA dehydrogenase deficiency	C2931346
26348	Acquired prothrombin deficiency	C0392610
26349	Protein S acquired deficiency	C2363755
49	Penile agenesis	C1387005
674	Accessory pancreas	C0266268
386	Hepatic cystic hamartoma	C0334091
266	Autosomal dominant limb-girdle muscular dystrophy type 1A	C1834659
264	Autosomal dominant limb-girdle muscular dystrophy type 1B	C1834653
353	Autosomal recessive limb-girdle muscular dystrophy type 2C	C0410173
219	Autosomal recessive limb-girdle muscular dystrophy type 2F	C1832525
641	Multifocal motor neuropathy	C0393847
